lat,lon,depth,sal,temp,p,c,td
69.16783333,-50.35422222,0.5,NaN,NaN,NaN,NaN,737649.5736
,,1.5,23.7643564,-1.2375,NaN,19.65,
,,2.5,24.05173578,-1.248571429,NaN,19.86142857,
,,3.5,24.39742486,-1.25625,NaN,20.11875,
,,4.5,24.59325531,-1.258571429,NaN,20.26571429,
,,5.5,24.91676676,-1.25,NaN,20.51571429,
,,6.5,25.14777087,-1.23875,NaN,20.6975,
,,7.5,25.46548592,-1.225714286,NaN,20.94571429,
,,8.5,25.7537696,-1.208571429,NaN,21.17428571,
,,9.5,26.06217585,-1.175,NaN,21.42875,
,,10.5,26.23679677,-1.167142857,NaN,21.56571429,
,,11.5,26.45797799,-1.151428571,NaN,21.74285714,
,,12.5,26.71272036,-1.132857143,NaN,21.94714286,
,,13.5,26.87465252,-1.115,NaN,22.08125,
,,14.5,27.24881209,-1.1,NaN,22.37285714,
,,15.5,27.44571778,-1.078571429,NaN,22.53571429,
,,16.5,27.67112061,-1.06625,NaN,22.71375,
,,17.5,27.89032409,-1.06,NaN,22.88285714,
,,18.5,28.06997343,-1.067142857,NaN,23.01285714,
,,19.5,28.18409811,-1.06,NaN,23.10375,
,,20.5,28.36228184,-1.034285714,NaN,23.25571429,
,,21.5,28.65276088,-1.027142857,NaN,23.47857143,
,,22.5,28.8017912,-1.0225,NaN,23.59375,
,,23.5,29.05185214,-1.02,NaN,23.78285714,
,,24.5,29.22264477,-0.985714286,NaN,23.93571429,
,,25.5,29.39569108,-0.928571429,NaN,24.10714286,
,,26.5,29.51459193,-0.92375,NaN,24.2,
,,27.5,29.73265387,-0.841428571,NaN,24.42428571,
,,28.5,29.94003206,-0.735714286,NaN,24.65857143,
,,29.5,30.02824846,-0.7125,NaN,24.7425,
,,30.5,30.2312132,-0.715714286,NaN,24.89285714,
,,31.5,30.42018998,-0.648571429,NaN,25.08571429,
,,32.5,30.56854566,-0.57125,NaN,25.25625,
,,33.5,30.68110467,-0.524285714,NaN,25.37714286,
,,34.5,30.79823035,-0.524285714,NaN,25.46571429,
,,35.5,30.93176174,-0.4825,NaN,25.59875,
,,36.5,31.07688843,-0.415714286,NaN,25.76,
,,37.5,31.125759,-0.39,NaN,25.81714286,
,,38.5,31.18206869,-0.3675,NaN,25.8775,
,,39.5,31.33509291,-0.285714286,NaN,26.05714286,
,,40.5,31.43624721,-0.208571429,NaN,26.19428571,
,,41.5,31.51020922,-0.17125,NaN,26.28,
,,42.5,31.57980426,-0.137142857,NaN,26.36,
