lat,lon,depth,sal,temp,p,c,td
69.2354,-51.3937,0.5,NaN,NaN,NaN,NaN,737650.7875
,,1.5,NaN,NaN,NaN,NaN,
,,2.5,29.26801105,-0.13,NaN,24.58666667,
,,3.5,29.36194196,-0.1675,NaN,24.63125,
,,4.5,29.42632344,-0.19,NaN,24.66428571,
,,5.5,29.49875497,-0.19,NaN,24.72,
,,6.5,29.63148398,-0.16375,NaN,24.84125,
,,7.5,29.93813884,-0.137142857,NaN,25.09571429,
,,8.5,30.08916254,-0.12,NaN,25.22428571,
,,9.5,30.34807519,-0.095,NaN,25.44125,
,,10.5,30.49834002,-0.071428571,NaN,25.57428571,
,,11.5,30.59990359,-0.074285714,NaN,25.65,
,,12.5,30.68009807,-0.061428571,NaN,25.72142857,
,,13.5,30.86678063,-0.03125,NaN,25.8875,
,,14.5,31.04874716,0.017142857,NaN,26.06428571,
,,15.5,31.35452738,0.112857143,NaN,26.37285714,
,,16.5,31.40646745,0.1425,NaN,26.43625,
,,17.5,31.48550986,0.164285714,NaN,26.51428571,
,,18.5,31.85260865,0.261428571,NaN,26.87285714,
,,19.5,31.99446088,0.36875,NaN,27.0675,
,,20.5,31.99324465,0.381428571,NaN,27.07714286,
,,21.5,32.0142764,0.414285714,NaN,27.12,
,,22.5,32.02562466,0.4325,NaN,27.14375,
,,23.5,32.03464118,0.447142857,NaN,27.16285714,
,,24.5,32.13866466,0.471428571,NaN,27.26285714,
,,25.5,32.1928933,0.497142857,NaN,27.32571429,
,,26.5,32.23540286,0.50625,NaN,27.36625,
,,27.5,32.31098917,0.514285714,NaN,27.43142857,
,,28.5,32.45478938,0.535714286,NaN,27.56,
,,29.5,32.66731818,0.60875,NaN,27.78375,
,,30.5,32.71417815,0.664285714,NaN,27.86571429,
,,31.5,32.75078412,0.688571429,NaN,27.91428571,
,,32.5,32.75328425,0.69875,NaN,27.925,
,,33.5,32.76741428,0.701428571,NaN,27.93857143,
,,34.5,32.78449432,0.705714286,NaN,27.95571429,
,,35.5,32.83451791,0.72875,NaN,28.01375,
,,36.5,32.86614268,0.744285714,NaN,28.05142857,
,,37.5,32.87442883,0.758571429,NaN,28.07,
,,38.5,32.88847224,0.76,NaN,28.0825,
,,39.5,32.90843867,0.767142857,NaN,28.10428571,
,,40.5,32.95325516,0.78,NaN,28.15,
,,41.5,32.9678545,0.79,NaN,28.17,
,,42.5,32.97594442,0.795714286,NaN,28.18142857,
,,43.5,32.96889493,0.791428571,NaN,28.17285714,
,,44.5,32.98663712,0.795,NaN,28.19,
,,45.5,32.9788903,0.8,NaN,28.18857143,
,,46.5,32.98387574,0.8,NaN,28.19285714,
,,47.5,32.98886142,0.8,NaN,28.19714286,
,,48.5,32.99414275,0.8025,NaN,28.20375,
,,49.5,33.02722637,0.82,NaN,28.24428571,
,,50.5,33.02580286,0.824285714,NaN,28.24714286,
,,51.5,33.05673824,0.8375,NaN,28.2825,
,,52.5,33.05619089,0.85,NaN,28.29285714,
,,53.5,33.07349445,0.855714286,NaN,28.31142857,
,,54.5,33.06384263,0.8625,NaN,28.31,
,,55.5,33.08782196,0.875714286,NaN,28.34,
,,56.5,33.14637005,0.91,NaN,28.41428571,
,,57.5,33.14408126,0.92,NaN,28.42125,
,,58.5,33.15475711,0.92,NaN,28.43,
,,59.5,33.14811821,0.925714286,NaN,28.43,
,,60.5,33.14939619,0.93,NaN,28.435,
,,61.5,33.16075825,0.93,NaN,28.44428571,
,,62.5,33.16388995,0.93,NaN,28.44714286,
,,63.5,33.16376706,0.93,NaN,28.4475,
,,64.5,33.15878072,0.937142857,NaN,28.45,
,,65.5,33.15702681,0.94,NaN,28.45142857,
,,66.5,33.162371,0.93875,NaN,28.455,
,,67.5,33.16321145,0.94,NaN,28.45714286,
,,68.5,33.16266865,0.94,NaN,28.45714286,
,,69.5,33.16387968,0.93875,NaN,28.4575,
,,70.5,33.1826498,0.944285714,NaN,28.47714286,
,,71.5,33.17964361,0.95,NaN,28.48,
,,72.5,33.18273538,0.95,NaN,28.48285714,
,,73.5,33.19601526,0.962857143,NaN,28.50428571,
,,74.5,33.19382076,0.97125,NaN,28.51,
,,75.5,33.19457343,0.97,NaN,28.51,
,,76.5,33.19894635,0.975714286,NaN,28.51857143,
,,77.5,33.20259302,0.9825,NaN,28.5275,
,,78.5,33.20763538,0.995714286,NaN,28.54285714,
,,79.5,33.20618889,1,NaN,28.54571429,
,,80.5,33.20308728,1,NaN,28.54375,
,,81.5,33.21053067,1,NaN,28.55,
,,82.5,33.21641858,1.004285714,NaN,28.55857143,
,,83.5,33.22496854,1.02,NaN,28.57875,
,,84.5,33.23212536,1.031428571,NaN,28.59428571,
,,85.5,33.24534587,1.044285714,NaN,28.61571429,
,,86.5,33.24924957,1.05875,NaN,28.63125,
,,87.5,33.25305863,1.06,NaN,28.63571429,
,,88.5,33.26442295,1.064285714,NaN,28.64857143,
,,89.5,33.27399196,1.07,NaN,28.66125,
,,90.5,33.27394937,1.08,NaN,28.67,
,,91.5,33.27950916,1.082857143,NaN,28.67714286,
,,92.5,33.2888392,1.095,NaN,28.695,
,,93.5,33.28200979,1.1,NaN,28.69428571,
,,94.5,33.2871475,1.1,NaN,28.69875,
,,95.5,33.29700468,1.107142857,NaN,28.71285714,
,,96.5,33.30039942,1.134285714,NaN,28.73857143,
,,97.5,33.30699759,1.14875,NaN,28.75625,
,,98.5,33.3098814,1.15,NaN,28.76,
,,99.5,33.3093428,1.15,NaN,28.76,
,,100.5,33.31993832,1.1575,NaN,28.775,
,,101.5,33.32216361,1.164285714,NaN,28.78285714,
,,102.5,33.31735359,1.17,NaN,28.78428571,
,,103.5,33.32248187,1.17,NaN,28.78875,
,,104.5,33.32350275,1.17,NaN,28.79,
,,105.5,33.32296483,1.17,NaN,28.79,
,,106.5,33.32079134,1.17,NaN,28.78875,
,,107.5,33.31573419,1.167142857,NaN,28.78285714,
,,108.5,33.31912705,1.16,NaN,28.78,
,,109.5,33.31702699,1.161428571,NaN,28.78,
,,110.5,33.31648946,1.161428571,NaN,28.78,
,,111.5,33.31770179,1.16125,NaN,28.78125,
,,112.5,33.31259163,1.165714286,NaN,28.78142857,
,,113.5,33.31722943,1.164285714,NaN,28.78428571,
,,114.5,33.31785917,1.17,NaN,28.79,
,,115.5,33.32671116,1.171428571,NaN,28.79857143,
,,116.5,33.33435456,1.184285714,NaN,28.81571429,
,,117.5,33.32996364,1.19,NaN,28.8175,
,,118.5,33.33897748,1.185714286,NaN,28.82142857,
,,119.5,33.32723686,1.1825,NaN,28.81,
,,120.5,33.32932869,1.18,NaN,28.81,
,,121.5,33.34881122,1.197142857,NaN,28.84,
,,122.5,33.36161361,1.2175,NaN,28.8675,
,,123.5,33.35698935,1.224285714,NaN,28.87,
,,124.5,33.37861472,1.225714286,NaN,28.88857143,
,,125.5,33.44936372,1.3575,NaN,29.055,
,,126.5,33.41894226,1.391428571,NaN,29.06,
,,127.5,33.41989268,1.39,NaN,29.06,
,,128.5,33.41932094,1.39,NaN,29.06,
,,129.5,33.4187874,1.39,NaN,29.06,
,,130.5,33.41504059,1.39,NaN,29.0575,
,,131.5,33.41407679,1.381428571,NaN,29.05,
,,132.5,33.42138633,1.384285714,NaN,29.05857143,
,,133.5,33.41914806,1.395,NaN,29.06625,
,,134.5,33.43471428,1.428571429,NaN,29.10714286,
,,135.5,33.42273653,1.43375,NaN,29.1025,
,,136.5,33.42958891,1.435714286,NaN,29.11,
,,137.5,33.43173923,1.44,NaN,29.11571429,
,,138.5,33.42728583,1.44875,NaN,29.12,
,,139.5,33.43893268,1.454285714,NaN,29.13428571,
,,140.5,33.45092635,1.471428571,NaN,29.15857143,
,,141.5,33.45070481,1.47875,NaN,29.165,
,,142.5,33.44595347,1.461428571,NaN,29.14714286,
,,143.5,33.44393577,1.45875,NaN,29.14375,
,,144.5,33.44568922,1.43,NaN,29.12142857,
,,145.5,33.46742577,1.405714286,NaN,29.11857143,
,,146.5,33.47391862,1.435,NaN,29.14875,
,,147.5,33.47322631,1.44,NaN,29.15285714,
,,148.5,33.4656088,1.43875,NaN,29.14625,
,,149.5,33.4682523,1.43,NaN,29.14142857,
,,150.5,33.4731579,1.43,NaN,29.14571429,
,,151.5,33.47110784,1.435,NaN,29.14875,
,,152.5,33.48244097,1.445714286,NaN,29.16714286,
,,153.5,33.48421363,1.457142857,NaN,29.17857143,
,,154.5,33.49525939,1.46875,NaN,29.1975,
,,155.5,33.54841002,1.521428571,NaN,29.28428571,
,,156.5,33.55652703,1.5675,NaN,29.33,
,,157.5,33.5535758,1.571428571,NaN,29.33142857,
,,158.5,33.59288275,1.627142857,NaN,29.41,
,,159.5,33.58348903,1.665,NaN,29.435,
,,160.5,33.57747542,1.637142857,NaN,29.40714286,
,,161.5,33.58108136,1.62625,NaN,29.40125,
,,162.5,33.58055631,1.594285714,NaN,29.37428571,
,,163.5,33.58572085,1.595714286,NaN,29.38,
,,164.5,33.59005483,1.6,NaN,29.3875,
,,165.5,33.58001442,1.6,NaN,29.38,
,,166.5,33.58625311,1.6025,NaN,29.3875,
,,167.5,33.59735873,1.611428571,NaN,29.40428571,
,,168.5,33.60089441,1.641428571,NaN,29.43285714,
,,169.5,33.59291564,1.645,NaN,29.43,
,,170.5,33.59990987,1.651428571,NaN,29.44142857,
,,171.5,33.60429772,1.66875,NaN,29.46,
,,172.5,33.60780228,1.67,NaN,29.46428571,
,,173.5,33.60935351,1.671428571,NaN,29.46714286,
,,174.5,33.60858287,1.675,NaN,29.47,
,,175.5,33.61015712,1.662857143,NaN,29.46142857,
,,176.5,33.6053631,1.64,NaN,29.43875,
,,177.5,33.60637393,1.64,NaN,29.44,
,,178.5,33.62788605,1.632857143,NaN,29.45142857,
,,179.5,33.64579708,1.65375,NaN,29.48375,
,,180.5,33.6485214,1.661428571,NaN,29.49285714,
,,181.5,33.64720508,1.675,NaN,29.50375,
,,182.5,33.6556882,1.685714286,NaN,29.52,
,,183.5,33.66223359,1.675714286,NaN,29.51714286,
,,184.5,33.6554961,1.66125,NaN,29.5,
,,185.5,33.66028889,1.652857143,NaN,29.49714286,
,,186.5,33.66626426,1.64125,NaN,29.4925,
,,187.5,33.66985093,1.624285714,NaN,29.48142857,
,,188.5,33.66669009,1.62,NaN,29.47571429,
,,189.5,33.67469122,1.62,NaN,29.4825,
,,190.5,33.67637993,1.62,NaN,29.48428571,
,,191.5,33.67173979,1.61875,NaN,29.48,
,,192.5,33.66734634,1.607142857,NaN,29.46714286,
,,193.5,33.67341364,1.5925,NaN,29.46,
,,194.5,33.68774564,1.578571429,NaN,29.46,
,,195.5,33.68652984,1.565714286,NaN,29.44857143,
,,196.5,33.69072341,1.56,NaN,29.4475,
,,197.5,33.68067313,1.56,NaN,29.44,
,,198.5,33.69907512,1.56,NaN,29.455,
,,199.5,33.68565715,1.554285714,NaN,29.44,
,,200.5,33.68971576,1.55,NaN,29.44,
,,201.5,33.69985717,1.54,NaN,29.44,
,,202.5,33.69929098,1.54,NaN,29.44,
,,203.5,33.6987249,1.54,NaN,29.44,
,,204.5,33.69815892,1.54,NaN,29.44,
,,205.5,33.69759305,1.54,NaN,29.44,
,,206.5,33.69675016,1.538571429,NaN,29.43857143,
,,207.5,33.70108966,1.535714286,NaN,29.44,
,,208.5,33.70080289,1.5325,NaN,29.4375,
,,209.5,33.70107477,1.522857143,NaN,29.43,
,,210.5,33.69614556,1.50625,NaN,29.4125,
,,211.5,33.70272877,1.5,NaN,29.41285714,
,,212.5,33.70828842,1.485,NaN,29.405,
,,213.5,33.71593924,1.471428571,NaN,29.4,
,,214.5,33.71945095,1.464285714,NaN,29.39714286,
,,215.5,33.72710512,1.46,NaN,29.4,
,,216.5,33.72291602,1.46,NaN,29.39714286,
,,217.5,33.71634087,1.45125,NaN,29.385,
,,218.5,33.71843841,1.442857143,NaN,29.38,
,,219.5,33.73033112,1.43125,NaN,29.38,
,,220.5,33.73264059,1.428571429,NaN,29.38,
,,221.5,33.73462217,1.422857143,NaN,29.37714286,
,,222.5,33.73599061,1.42,NaN,29.37625,
,,223.5,33.73781336,1.417142857,NaN,29.37571429,
