lat,lon,depth,sal,temp,p,c,td
69.16094444,-50.79108333,0.5,NaN,NaN,NaN,NaN,737649.5896
,,1.5,25.33885646,-1.178333333,NaN,20.87833333,
,,2.5,25.58494345,-1.202857143,NaN,21.04857143,
,,3.5,25.713404,-1.2175,NaN,21.13625,
,,4.5,25.87784629,-1.207142857,NaN,21.26714286,
,,5.5,25.99151538,-1.194285714,NaN,21.36142857,
,,6.5,26.10499919,-1.19,NaN,21.45,
,,7.5,26.38573246,-1.185714286,NaN,21.66428571,
,,8.5,26.56274228,-1.167142857,NaN,21.81,
,,9.5,26.77380467,-1.14875,NaN,21.98125,
,,10.5,27.19669,-1.12,NaN,22.31857143,
,,11.5,27.32256954,-1.095714286,NaN,22.43,
,,12.5,27.489152,-1.078571429,NaN,22.56714286,
,,13.5,27.61912569,-1.05875,NaN,22.67875,
,,14.5,27.73445354,-1.044285714,NaN,22.77571429,
,,15.5,27.85947036,-1.04,NaN,22.87285714,
,,16.5,28.20423116,-1.03,NaN,23.13875,
,,17.5,28.33131209,-1.02,NaN,23.24142857,
,,18.5,28.57096569,-0.995714286,NaN,23.43857143,
,,19.5,28.76558712,-0.94125,NaN,23.62375,
,,20.5,28.82318467,-0.905714286,NaN,23.69285714,
,,21.5,28.9131935,-0.867142857,NaN,23.78857143,
,,22.5,29.00966307,-0.8225,NaN,23.89375,
,,23.5,29.23653086,-0.67,NaN,24.17571429,
,,24.5,29.33867277,-0.572857143,NaN,24.32428571,
,,25.5,29.51623964,-0.49,NaN,24.52,
,,26.5,29.71415043,-0.295,NaN,24.815,
,,27.5,29.80361082,-0.2,NaN,24.95428571,
,,28.5,30.00005549,-0.09,NaN,25.18714286,
,,29.5,30.06516933,0.06125,NaN,25.35125,
,,30.5,30.09138444,0.11,NaN,25.40857143,
,,31.5,30.24676636,0.168571429,NaN,25.57285714,
,,32.5,30.38823434,0.22,NaN,25.72125,
,,33.5,30.53538362,0.174285714,NaN,25.8,
,,34.5,30.57857011,0.128571429,NaN,25.79857143,
,,35.5,30.76787322,0.05,NaN,25.88375,
,,36.5,30.95512806,0.051428571,NaN,26.02857143,
,,37.5,31.0239545,0.058571429,NaN,26.08714286,
,,38.5,31.14393303,0.0675,NaN,26.18625,
,,39.5,31.26691558,0.088571429,NaN,26.29714286,
,,40.5,31.39114553,0.12,NaN,26.41714286,
,,41.5,31.39983021,0.13375,NaN,26.435,
,,42.5,31.44124466,0.142857143,NaN,26.47428571,
,,43.5,31.59081667,0.165714286,NaN,26.60714286,
,,44.5,31.67077303,0.18625,NaN,26.685,
,,45.5,31.72150693,0.204285714,NaN,26.73857143,
,,46.5,31.83244738,0.292857143,NaN,26.89428571,
,,47.5,31.84546693,0.315714286,NaN,26.92285714,
,,48.5,31.84598054,0.23875,NaN,26.8625,
,,49.5,31.90009505,0.168571429,NaN,26.84857143,
,,50.5,32.02967646,0.194285714,NaN,26.96857143,
,,51.5,32.0942997,0.24625,NaN,27.06,
,,52.5,32.12932225,0.287142857,NaN,27.12,
,,53.5,32.15745839,0.297142857,NaN,27.15,
,,54.5,32.23165799,0.33625,NaN,27.23875,
,,55.5,32.31623866,0.391428571,NaN,27.34857143,
,,56.5,32.40764722,0.454285714,NaN,27.47,
,,57.5,32.44786529,0.485,NaN,27.52625,
,,58.5,32.49191371,0.507142857,NaN,27.57857143,
,,59.5,32.60132441,0.562857143,NaN,27.70857143,
,,60.5,32.62802357,0.5925,NaN,27.75375,
,,61.5,32.65504571,0.598571429,NaN,27.78,
