Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,1.0,-1.58,,33.4418,1026.9106,0.42,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,2.0,-1.76,,33.5427,1027.0056,0.43,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,3.0,-1.76,,33.5509,1027.0164,0.46,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,4.0,-1.77,,33.5586,1027.0273,0.44,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,5.0,-1.76,,33.5544,1027.0283,0.42,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,6.0,-1.76,,33.5562,1027.0356,0.50,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,7.0,-1.76,,33.5563,1027.0398,0.50,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,8.0,-1.76,,33.5577,1027.0459,0.46,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,9.0,-1.76,,33.5595,1027.0526,0.43,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,10.0,-1.76,,33.5605,1027.0581,0.51,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,11.0,-1.75,,33.563,1027.0644,0.49,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,12.0,-1.75,,33.5598,1027.0676,0.40,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,13.0,-1.75,,33.5609,1027.0723,0.46,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,14.0,-1.75,,33.5611,1027.0772,0.43,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,15.0,-1.74,,33.5663,1027.0864,0.47,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,16.0,-1.72,,33.5637,1027.089,0.36,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,17.0,-1.71,,33.5652,1027.0944,0.41,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,18.0,-1.70,,33.5637,1027.0985,0.40,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,19.0,-1.70,,33.5644,1027.1034,0.36,,,AML 6
2022-03-25,44645,69° 14'.46 N,53° 28.46 W,Vinter station,20.0,-1.71,,33.5667,1027.1098,0.35,,,AML 6
