Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,3.0,0.5944,2.764515,32.5178,1026.0873,0.10,0.21,0.29,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,4.0,0.5969,2.764714,32.5172,1026.0915,0.11,0.176,0.25,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,5.0,0.6007,2.764735,32.513,1026.0927,0.12,0.198,0.21,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,6.0,0.6069,2.765191,32.5118,1026.0962,0.10,0.197,0.18,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,7.0,0.6203,2.766189,32.51,1026.0989,0.10,0.164,0.16,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,8.0,0.6269,2.765848,32.498,1026.0936,0.10,0.186,0.16,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,9.0,0.6112,2.765107,32.5044,1026.1045,0.10,0.225,0.14,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,10.0,0.595,2.765041,32.5199,1026.1227,0.10,0.164,0.12,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,11.0,0.5958,2.765249,32.5213,1026.1285,0.10,0.186,0.11,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,12.0,0.5943,2.765422,32.5245,1026.136,0.10,0.154,0.11,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,13.0,0.5902,2.765585,32.5304,1026.1458,0.10,0.191,0.09,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,14.0,0.5913,2.765885,32.5325,1026.1522,0.10,0.168,0.07,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,15.0,0.6096,2.765994,32.514,1026.1412,0.10,0.175,0.07,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,16.0,0.6209,2.766191,32.5042,1026.1375,0.10,0.137,0.06,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,17.0,0.6002,2.766368,32.5277,1026.1624,0.10,0.164,0.06,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,18.0,0.6003,2.766579,32.5297,1026.1688,0.10,0.146,0.05,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,19.0,0.6022,2.766707,32.5288,1026.1727,0.09,0.162,0.04,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,20.0,0.6027,2.766843,32.5294,1026.178,0.09,0.174,0.03,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,21.0,0.6048,2.767025,32.529,1026.1824,0.10,0.189,0.03,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,22.0,0.6058,2.767172,32.5293,1026.1874,0.10,0.132,0.02,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,23.0,0.6067,2.767307,32.5295,1026.1923,0.09,0.17,0.02,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,24.0,0.6672,2.780851,32.6403,1026.2828,0.10,0.177,0.01,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,25.0,1.0241,2.807122,32.6029,1026.2368,0.10,0.139,0.01,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,26.0,1.0306,2.806625,32.5891,1026.23,0.10,0.22,0.0,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,27.0,1.0301,2.806859,32.592,1026.2372,0.09,0.165,0.0,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,28.0,1.0348,2.807865,32.5994,1026.2477,0.10,0.172,0.0,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,29.0,1.0521,2.810559,32.6152,1026.2641,0.09,0.167,0.0,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,30.0,1.0952,2.814711,32.6225,1026.2721,0.10,0.165,0.0,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,31.0,1.1189,2.816281,32.6172,1026.2712,0.08,0.181,0.0,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,32.0,1.1273,2.817451,32.6228,1026.2799,0.09,0.134,0.0,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,33.0,1.1394,2.818699,32.6255,1026.2862,0.08,0.181,0.0,Seabird SBE19plus
2022-12-11,44906,69° 11.1 N,53° 31.1 W,Fast station,34.0,1.1526,2.820283,32.6313,1026.2948,0.12,0.153,0.0,Seabird SBE19plus
