Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,51.0,-0.646,2.743,33.5466,1027.209,0.19,0.215,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,52.0,-0.636,2.743,33.5346,1027.2037,0.20,0.223,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,53.0,-0.639,2.7437,33.5453,1027.2172,0.21,0.189,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,54.0,-0.630,2.7451,33.5543,1027.2291,0.18,0.233,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,55.0,-0.618,2.7461,33.553,1027.2323,0.15,0.209,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,56.0,-0.615,2.746,33.549,1027.2338,0.15,0.204,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,57.0,-0.623,2.7452,33.5462,1027.2367,0.27,0.19,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,58.0,-0.620,2.7483,33.583,1027.2712,0.14,0.202,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,59.0,-0.589,2.7492,33.5613,1027.2572,0.12,0.206,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,60.0,-0.608,2.7467,33.5468,1027.251,0.13,0.174,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,61.0,-0.630,2.7461,33.5637,1027.2706,0.19,0.232,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,62.0,-0.629,2.7458,33.5582,1027.2708,0.15,0.21,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,63.0,-0.652,2.744,33.559,1027.2773,0.21,0.212,0.0,Seabird SBE19plus
2018-05-15,43235,69° 14.81 N,53° 29.55 W,Vinter station,64.0,-0.666,2.7434,33.566,1027.2884,0.15,0.203,0.0,Seabird SBE19plus
