Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,66.0,0.5865,2.84473,33.5309,1027.2062,0.17,0.202,0.01,Seabird SBE19plus
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,68.0,0.3843,2.829405,33.5497,1027.2426,0.31,0.203,0.0,Seabird SBE19plus
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,69.0,0.4439,2.833384,33.5362,1027.2332,0.14,0.195,0.0,Seabird SBE19plus
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,70.0,0.4503,2.834706,33.5459,1027.2454,0.16,0.223,0.0,Seabird SBE19plus
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,71.0,0.613,2.851923,33.5926,1027.2783,0.17,0.195,0.0,Seabird SBE19plus
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,72.0,0.7305,2.860239,33.5725,1027.2598,0.16,0.215,0.0,Seabird SBE19plus
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,73.0,0.7295,2.859915,33.5688,1027.2616,0.14,0.218,0.0,Seabird SBE19plus
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,74.0,0.7014,2.858403,33.5791,1027.2764,0.13,0.194,0.0,Seabird SBE19plus
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,75.0,0.6862,2.8565,33.5702,1027.2751,0.12,0.199,0.0,Seabird SBE19plus
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,76.0,0.6399,2.852991,33.5744,1027.286,0.12,0.198,0.0,Seabird SBE19plus
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,77.0,0.6386,2.853402,33.5805,1027.2958,0.13,0.197,0.0,Seabird SBE19plus
2022-07-28,44770,69° 11.1 N,53° 31.1 W,Fast station,78.0,0.6016,2.849893,33.5745,1027.298,0.12,0.211,0.0,Seabird SBE19plus
