Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,1.0,9.0485,3.415363,31.8479,1024.6486,0.14,0.569,137.99,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,2.0,9.0329,3.429866,32.0008,1024.7748,0.15,0.541,61.49,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,3.0,9.0321,3.429672,31.9992,1024.7784,0.15,0.537,49.83,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,4.0,8.9738,3.429581,32.0503,1024.832,0.15,0.499,42.05,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,5.0,8.8535,3.428937,32.1521,1024.9347,0.16,0.302,36.88,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,6.0,8.4553,3.430649,32.5336,1025.2984,0.19,0.287,34.25,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,7.0,8.1219,3.421309,32.7444,1025.5175,0.22,0.302,32.11,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,8.0,7.6731,3.406383,33.006,1025.7925,0.22,0.29,30.5,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,9.0,7.0025,3.402035,33.603,1026.3603,0.23,0.284,28.81,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,10.0,7.0896,3.411891,33.6266,1026.3713,0.23,0.253,27.19,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,11.0,7.0287,3.407746,33.6402,1026.395,0.26,0.238,25.56,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,12.0,6.901,3.414362,33.8376,1026.5725,0.25,0.274,23.86,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,13.0,6.6935,3.401354,33.8992,1026.6536,0.26,0.254,22.34,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,14.0,6.9391,3.404741,33.6936,1026.4632,0.30,0.247,20.76,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,15.0,6.7176,3.404766,33.9115,1026.6694,0.26,0.218,19.28,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,16.0,6.6152,3.402247,33.9849,1026.7456,0.25,0.236,17.82,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,17.0,6.5158,3.407077,34.1368,1026.8833,0.29,0.241,16.48,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,18.0,6.384,3.400667,34.1973,1026.953,0.33,0.268,15.08,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,19.0,6.3211,3.402944,34.2853,1027.0353,0.36,0.277,13.82,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,20.0,6.1147,3.393549,34.3883,1027.148,0.43,0.296,12.67,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,21.0,6.1141,3.393189,34.3841,1027.1494,0.54,0.294,11.56,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,22.0,4.0371,3.096574,33.0532,1026.3226,0.59,0.292,10.47,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,23.0,2.3964,2.976281,33.2959,1026.6836,0.67,0.313,9.43,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,24.0,2.2022,2.96425,33.35,1026.7486,0.78,0.334,8.47,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,25.0,2.1491,2.9554,33.295,1026.7136,0.86,0.311,7.55,Seabird SBE19plus
2022-07-27,44769,69° 11.1 N,53° 31.1 W,Fast station,26.0,1.9521,2.940439,33.3149,1026.7494,0.95,0.301,6.76,Seabird SBE19plus
