=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 55
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-10-16 16:17:00 UTC
latitude:  69.1021376
longitude: -51.970564
ttf:       10
nsat:      5
min snr:   34
mean snr:  39
max snr:   44
hdop:      3.3

fix kind:  DiveEnd
fix time:  2021-10-21 18:49:00 UTC
latitude:  69.0984978
longitude: -51.9723833
ttf:       40
nsat:      11
min snr:   0
mean snr:  34
max snr:   44
hdop:      1.1

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1634401087 │          0.1200 │ descent start ║
║ 1634401424 │         10.0800 │       descent ║
║ 1634401487 │         20.1600 │       descent ║
║ 1634401559 │         30.2400 │       descent ║
║ 1634401623 │         40.0400 │       descent ║
║ 1634401694 │         50.0800 │       descent ║
║ 1634401697 │         50.4800 │  descent pump ║
║ 1634401768 │         60.0400 │       descent ║
║ 1634401846 │         70.0800 │       descent ║
║ 1634401921 │         80.0000 │       descent ║
║ 1634401996 │         90.0000 │       descent ║
║ 1634402074 │        100.0800 │       descent ║
║ 1634402150 │        110.0000 │       descent ║
║ 1634402226 │        120.0800 │       descent ║
║ 1634402303 │        130.0400 │       descent ║
║ 1634402379 │        140.0400 │       descent ║
║ 1634402461 │        150.0800 │       descent ║
║ 1634402541 │        160.0800 │       descent ║
║ 1634402624 │        170.0800 │       descent ║
║ 1634402708 │        180.0800 │       descent ║
║ 1634402793 │        190.0400 │       descent ║
║ 1634402887 │        200.0400 │       descent ║
║ 1634402993 │        210.0400 │       descent ║
║ 1634403100 │        220.0400 │       descent ║
║ 1634403208 │        230.0400 │       descent ║
║ 1634403319 │        240.0400 │       descent ║
║ 1634403426 │        250.0800 │       descent ║
║ 1634403503 │        257.3200 │  descent seek ║
║ 1634403531 │        260.0000 │       descent ║
║ 1634403850 │        292.0000 │       descent ║
║ 1634403949 │        302.0400 │       descent ║
║ 1634404049 │        312.0400 │       descent ║
║ 1634404149 │        322.0000 │       descent ║
║ 1634404251 │        332.0400 │       descent ║
║ 1634404353 │        342.0000 │       descent ║
║ 1634404456 │        352.0400 │       descent ║
║ 1634404560 │        362.0400 │       descent ║
║ 1634404667 │        372.0400 │       descent ║
║ 1634404775 │        382.0400 │       descent ║
║ 1634404883 │        392.0400 │       descent ║
║ 1634404988 │        402.0800 │       descent ║
║ 1634405092 │        412.0800 │       descent ║
║ 1634405198 │        422.0400 │       descent ║
║ 1634405303 │        432.0800 │       descent ║
║ 1634405413 │        442.0000 │       descent ║
║ 1634405519 │        452.0800 │       descent ║
║ 1634405633 │        462.0000 │       descent ║
║ 1634406233 │        468.5200 │       descent ║
║ 1634406833 │        468.5600 │       descent ║
║ 1634407433 │        468.6000 │       descent ║
║ 1634407450 │        468.6400 │  descent seek ║
║ 1634408033 │        468.6800 │       descent ║
║ 1634408633 │        468.7200 │       descent ║
║ 1634409233 │        468.8000 │       descent ║
║ 1634409833 │        468.8400 │       descent ║
║ 1634410433 │        468.9200 │       descent ║
║ 1634411033 │        468.9600 │       descent ║
║ 1634411083 │        468.9600 │  descent seek ║
║ 1634411633 │        469.0400 │       descent ║
║ 1634412233 │        469.0800 │       descent ║
║ 1634412833 │        469.1200 │       descent ║
║ 1634413433 │        469.1600 │       descent ║
║ 1634414033 │        469.2400 │       descent ║
║ 1634414633 │        469.2800 │       descent ║
║ 1634415233 │        469.3200 │       descent ║
║ 1634415833 │        469.3600 │       descent ║
║ 1634416433 │        469.3600 │       descent ║
║ 1634417033 │        469.4000 │       descent ║
║ 1634417633 │        469.4400 │       descent ║
║ 1634418233 │        469.4400 │       descent ║
║ 1634418316 │        469.4400 │       descent ║
║ 1634839524 │        467.7600 │  ascent start ║
║ 1634839870 │        457.9600 │        ascent ║
║ 1634839943 │        447.9200 │        ascent ║
║ 1634840016 │        437.8400 │        ascent ║
║ 1634840084 │        427.7600 │        ascent ║
║ 1634840144 │        417.8800 │        ascent ║
║ 1634840205 │        407.7600 │        ascent ║
║ 1634840266 │        397.8800 │        ascent ║
║ 1634840321 │        387.9600 │        ascent ║
║ 1634840377 │        377.9200 │        ascent ║
║ 1634840434 │        367.7200 │        ascent ║
║ 1634840488 │        357.8800 │        ascent ║
║ 1634840540 │        347.6800 │        ascent ║
║ 1634840590 │        338.0000 │        ascent ║
║ 1634840644 │        327.7200 │        ascent ║
║ 1634840694 │        318.0000 │        ascent ║
║ 1634840743 │        307.9600 │        ascent ║
║ 1634840791 │        297.9600 │        ascent ║
║ 1634840840 │        287.8800 │        ascent ║
║ 1634840888 │        277.9200 │        ascent ║
║ 1634840934 │        267.6000 │        ascent ║
║ 1634840976 │        257.8800 │        ascent ║
║ 1634841020 │        247.7200 │        ascent ║
║ 1634841063 │        237.8400 │        ascent ║
║ 1634841105 │        227.9600 │        ascent ║
