Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,1.0,4.964,3.1581,32.8689,1025.9948,0.15,0.305,210.07,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,2.0,5.012,3.1648,32.8984,1026.0175,0.14,0.31,83.94,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,3.0,5.020,3.165,32.8923,1026.0165,0.15,0.281,81.31,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,4.0,5.024,3.1659,32.898,1026.0252,0.18,0.286,76.11,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,5.0,4.981,3.1692,32.9782,1026.0982,0.18,0.255,67.01,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,6.0,4.953,3.1614,32.9161,1026.0569,0.18,0.244,62.26,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,7.0,3.939,3.0649,32.7975,1026.0713,0.16,0.655,58.17,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,8.0,2.791,2.9826,32.9728,1026.3234,0.14,1.505,55.44,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,9.0,2.498,2.9636,33.0416,1026.4069,0.14,1.576,51.87,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,10.0,2.416,2.9725,33.2365,1026.5742,0.14,1.741,49.12,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,11.0,2.353,2.9396,32.894,1026.3096,0.14,1.934,45.27,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,12.0,1.730,2.9073,33.1409,1026.5593,0.13,2.183,42.59,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,13.0,1.607,2.8898,33.0488,1026.4991,0.17,2.383,38.43,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,14.0,1.316,2.8714,33.1216,1026.582,0.14,2.226,36.2,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,15.0,1.240,2.8676,33.1539,1026.6178,0.16,1.693,32.84,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,16.0,1.250,2.8692,33.1642,1026.6302,0.18,1.579,30.12,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,17.0,1.258,2.8694,33.1568,1026.6284,0.20,1.301,27.32,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,18.0,1.262,2.8699,33.1576,1026.6337,0.24,1.753,25.0,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,19.0,1.260,2.8687,33.1445,1026.6281,0.25,2.456,22.83,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,20.0,1.240,2.867,33.1443,1026.634,0.27,2.632,20.65,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,21.0,1.102,2.8569,33.1602,1026.6605,0.27,2.711,18.79,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,22.0,1.072,2.8552,33.1699,1026.675,0.28,2.746,17.05,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,23.0,1.059,2.8543,33.1724,1026.6826,0.28,2.804,15.45,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,24.0,0.941,2.8448,33.174,1026.696,0.33,2.837,14.01,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,25.0,0.842,2.8361,33.1676,1026.7017,0.36,2.831,12.62,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,26.0,0.728,2.8296,33.2055,1026.7438,0.38,2.767,11.4,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,27.0,0.693,2.8271,33.2098,1026.7541,0.55,2.678,10.25,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,28.0,0.671,2.8256,33.2137,1026.7634,0.58,2.618,9.2,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,29.0,0.647,2.8239,33.2169,1026.7722,0.53,2.523,8.28,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,30.0,0.632,2.8229,33.2201,1026.7804,0.80,2.512,7.46,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,31.0,0.632,2.8231,33.221,1026.7859,0.56,2.501,6.72,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,32.0,0.630,2.8232,33.2236,1026.793,0.54,2.594,6.03,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,33.0,0.637,2.8238,33.2238,1026.7975,0.35,2.541,5.43,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,34.0,0.629,2.8228,33.219,1026.799,0.35,2.515,4.89,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,35.0,0.594,2.8198,33.2165,1026.8037,0.29,2.528,4.36,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,36.0,0.501,2.8115,33.2078,1026.8068,0.30,2.36,3.9,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,37.0,0.384,2.8042,33.2391,1026.8433,0.32,2.213,3.47,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,38.0,0.295,2.7953,33.2181,1026.836,0.32,2.214,3.1,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,39.0,0.199,2.7912,33.2671,1026.8854,0.28,2.241,2.76,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,40.0,0.157,2.7885,33.2773,1026.9006,0.27,2.461,2.45,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,41.0,0.161,2.7896,33.2861,1026.9123,0.23,2.285,2.18,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,42.0,0.155,2.7885,33.2783,1026.9112,0.23,2.462,1.93,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,43.0,0.129,2.7867,33.2812,1026.9197,0.20,2.287,1.71,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,44.0,0.085,2.7821,33.2687,1026.9167,0.19,2.352,1.51,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,45.0,0.058,2.7816,33.2907,1026.9406,0.20,2.356,1.31,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,46.0,0.043,2.7802,33.2886,1026.9445,0.25,2.149,1.13,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,47.0,0.006,2.7829,33.3635,1027.0117,0.20,2.234,0.98,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,48.0,0.026,2.7805,33.309,1026.9715,0.19,2.3,0.83,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,49.0,-0.025,2.7793,33.3485,1027.0107,0.18,2.198,0.71,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,50.0,-0.033,2.7776,33.334,1027.0042,0.17,2.344,0.59,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,51.0,-0.069,2.7752,33.3413,1027.0168,0.17,2.206,0.48,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,52.0,-0.125,2.7699,33.3316,1027.0165,0.15,2.204,0.38,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,53.0,-0.193,2.7651,33.3406,1027.0318,0.13,2.035,0.29,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,54.0,-0.230,2.7632,33.3553,1027.0503,0.12,2.145,0.21,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,55.0,-0.252,2.7613,33.3537,1027.0549,0.13,2.133,0.13,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,56.0,-0.240,2.7677,33.4262,1027.1177,0.15,2.263,0.06,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,57.0,-0.120,2.7788,33.4405,1027.1282,0.37,2.346,0.01,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,58.0,-0.036,2.7819,33.3891,1027.0875,0.33,2.224,0.0,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,59.0,-0.092,2.7724,33.3233,1027.0419,0.32,2.16,0.0,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,60.0,-0.303,2.746,33.2027,1026.9595,0.32,2.137,0.0,Seabird SBE19plus
2021-06-18,44365,69° 11.1 N,53° 31.1 W,Fast station,61.0,-0.501,2.7403,33.3429,1027.0864,0.29,2.023,0.0,Seabird SBE19plus
