Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,1.0,3.161,2.9995,32.8033,1026.1222,0.07,1.157,102.79,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,2.0,3.091,2.984,32.6872,1026.0408,0.06,0.306,24.2,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,3.0,2.652,2.9507,32.7285,1026.1155,0.07,0.313,31.25,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,4.0,2.372,2.941,32.8957,1026.2767,0.08,0.325,36.82,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,5.0,2.313,2.9359,32.8937,1026.2844,0.08,0.296,56.71,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,6.0,2.132,2.9275,32.9758,1026.3687,0.08,0.282,76.91,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,7.0,1.899,2.9162,33.0775,1026.4724,0.08,0.22,113.17,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,8.0,1.821,2.9174,33.1754,1026.5614,0.09,0.23,112.5,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,9.0,1.816,2.9203,33.2153,1026.5985,0.10,0.286,118.95,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,10.0,1.828,2.9222,33.2264,1026.6113,0.10,0.227,99.5,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,11.0,1.837,2.9238,33.2364,1026.6234,0.10,0.204,94.78,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,12.0,1.812,2.9215,33.2327,1026.6271,0.11,0.217,88.15,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,13.0,1.726,2.9152,33.2444,1026.6474,0.11,0.219,79.74,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,14.0,1.582,2.8996,33.1986,1026.6257,0.10,0.199,74.49,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,15.0,1.355,2.8849,33.2526,1026.6894,0.10,0.185,67.27,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,16.0,1.184,2.8694,33.235,1026.6913,0.13,0.181,61.52,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,17.0,1.050,2.8591,33.246,1026.7136,0.09,0.186,56.78,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,18.0,0.630,2.8218,33.2142,1026.7177,0.12,0.203,51.3,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,19.0,0.322,2.8003,33.2661,1026.7818,0.25,0.226,48.12,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,20.0,0.221,2.7953,33.3092,1026.8267,0.29,0.256,42.89,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,21.0,0.167,2.7907,33.3062,1026.8319,0.23,0.255,38.51,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,22.0,0.108,2.7873,33.3258,1026.8555,0.28,0.299,34.44,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,23.0,0.066,2.7851,33.3411,1026.8748,0.31,0.33,30.86,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,24.0,0.056,2.7847,33.3466,1026.8846,0.50,0.31,26.95,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,25.0,0.035,2.783,33.346,1026.8899,0.54,0.296,24.15,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,26.0,-0.067,2.7767,33.3731,1026.9216,0.61,0.313,21.15,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,27.0,-0.122,2.7734,33.3891,1026.9421,0.91,0.334,18.18,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,28.0,-0.135,2.7728,33.3953,1026.9525,0.95,0.352,15.94,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,29.0,-0.139,2.7723,33.3929,1026.9556,0.95,0.323,13.75,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,30.0,-0.172,2.77,33.3972,1026.9655,0.98,0.328,11.96,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,31.0,-0.216,2.7629,33.351,1026.9351,1.03,0.333,10.32,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,32.0,-0.277,2.7629,33.416,1026.9952,1.12,0.311,9.03,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,33.0,-0.283,2.7626,33.4183,1027.0022,2.92,0.36,7.66,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,34.0,-0.301,2.7617,33.4258,1027.0139,1.45,0.379,6.68,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,35.0,-0.316,2.7606,33.4269,1027.0204,1.99,0.359,5.62,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,36.0,-0.322,2.7604,33.4307,1027.0286,1.44,0.397,4.85,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,37.0,-0.341,2.7586,33.4277,1027.0318,1.37,0.368,4.26,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,38.0,-0.376,2.7567,33.4385,1027.0469,1.08,0.338,3.57,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,39.0,-0.335,2.7627,33.473,1027.0778,1.12,0.369,3.09,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,40.0,-0.332,2.7598,33.4311,1027.0486,1.24,0.359,2.59,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,41.0,-0.379,2.759,33.4709,1027.0877,1.79,0.35,2.19,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,42.0,-0.363,2.7609,33.479,1027.0985,0.89,0.386,1.8,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,43.0,-0.365,2.7602,33.4701,1027.0962,0.97,0.368,1.52,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,44.0,-0.366,2.7606,33.4765,1027.1062,0.90,0.352,1.22,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,45.0,-0.366,2.7608,33.4778,1027.1121,1.75,0.373,0.99,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,46.0,-0.369,2.7606,33.4793,1027.1183,1.75,0.344,0.76,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,47.0,-0.373,2.7608,33.4841,1027.1272,1.10,0.368,0.57,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,48.0,-0.369,2.7616,33.4905,1027.1369,2.16,0.393,0.41,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,49.0,-0.365,2.7622,33.4939,1027.1443,1.33,0.363,0.27,Seabird SBE19plus
2018-06-11,43262,69° 11.1 N,53° 31.1 W,Fast station,50.0,-0.362,2.7625,33.4944,1027.1495,1.46,0.376,0.14,Seabird SBE19plus
