Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,1.0,2.173,2.9078,32.6916,1026.1144,0.52,0.052,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,2.0,2.190,2.9138,32.7488,1026.1637,0.47,0.04,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,3.0,2.193,2.9139,32.746,1026.166,0.54,0.044,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,4.0,2.192,2.9138,32.7455,1026.1704,0.46,0.027,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,5.0,2.191,2.9137,32.7446,1026.1746,0.52,0.02,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,6.0,2.189,2.9136,32.745,1026.1798,0.51,0.044,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,7.0,2.186,2.9134,32.7447,1026.1846,0.49,0.041,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,8.0,2.186,2.9135,32.7457,1026.1902,0.45,0.038,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,9.0,2.186,2.9136,32.7455,1026.1947,0.47,0.052,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,10.0,2.186,2.9136,32.7453,1026.1993,0.44,0.053,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,11.0,2.199,2.9151,32.7507,1026.2074,0.48,0.047,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,12.0,2.210,2.9156,32.7448,1026.2067,0.55,0.054,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,13.0,2.204,2.9153,32.7462,1026.2131,0.50,0.039,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,14.0,2.210,2.9157,32.7447,1026.2161,0.47,0.026,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,15.0,2.208,2.9155,32.7442,1026.2206,0.49,0.049,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,16.0,2.198,2.9149,32.7458,1026.2274,0.55,0.028,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,17.0,2.198,2.9149,32.7454,1026.2319,0.52,0.039,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,18.0,2.206,2.9157,32.7463,1026.2367,0.52,0.056,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,19.0,2.206,2.9159,32.7478,1026.2427,0.49,0.037,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,20.0,2.210,2.9161,32.7467,1026.2463,0.49,0.053,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,21.0,2.211,2.9161,32.7449,1026.2495,0.52,0.014,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,22.0,2.210,2.9161,32.7461,1026.2554,0.51,0.059,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,23.0,2.210,2.9164,32.7477,1026.2614,0.55,0.034,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,24.0,2.217,2.9169,32.7471,1026.2651,0.52,0.033,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,25.0,2.229,2.921,32.7843,1026.2988,0.45,0.025,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,26.0,2.276,2.9238,32.7697,1026.2882,0.53,0.078,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,27.0,2.307,2.9276,32.7857,1026.3034,0.50,0.065,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,28.0,2.351,2.9327,32.8015,1026.3173,0.55,0.039,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,29.0,2.407,2.9385,32.8147,1026.3282,0.57,0.04,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,30.0,2.439,2.9412,32.8154,1026.3309,0.50,0.066,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,31.0,2.455,2.9436,32.8282,1026.3446,0.52,0.056,0.0,Seabird SBE19plus
2019-11-28,43797,69° 11.1 N,53° 31.1 W,Fast station,32.0,2.460,2.9439,32.8258,1026.347,0.51,0.031,0.0,Seabird SBE19plus
