Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,1.0,6.746,3.2511,32.1984,1025.2506,0.91,0.881,58.2,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,2.0,6.750,3.2571,32.26,1025.3033,0.96,0.747,40.19,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,3.0,6.736,3.2533,32.2309,1025.2869,1.14,0.681,27.53,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,4.0,6.681,3.248,32.2239,1025.2931,1.43,0.662,21.7,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,5.0,6.707,3.2531,32.2552,1025.319,1.52,0.647,17.22,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,6.0,6.752,3.2533,32.2135,1025.2851,1.48,0.646,14.85,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,7.0,6.754,3.2538,32.217,1025.2922,1.49,0.645,13.32,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,8.0,6.744,3.2543,32.2326,1025.3105,1.52,0.623,12.45,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,9.0,6.720,3.2532,32.2417,1025.3255,1.55,0.615,11.25,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,10.0,6.627,3.2494,32.2872,1025.378,1.74,0.675,9.82,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,11.0,6.575,3.2488,32.3285,1025.4218,1.71,0.625,9.07,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,12.0,6.502,3.2357,32.2529,1025.3762,2.04,0.613,7.92,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,13.0,6.134,3.2178,32.403,1025.5453,2.63,0.713,6.86,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,14.0,5.622,3.1652,32.3025,1025.5324,2.88,0.687,5.94,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,15.0,5.430,3.1582,32.4071,1025.6421,3.33,0.722,5.15,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,16.0,5.438,3.1672,32.5023,1025.7212,3.15,0.812,4.3,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,17.0,5.315,3.1469,32.3894,1025.6507,3.27,0.778,3.62,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,18.0,5.341,3.1635,32.5523,1025.7813,3.28,0.787,3.13,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,19.0,5.081,3.1461,32.6068,1025.8586,2.09,0.605,2.62,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,20.0,5.076,3.1701,32.8864,1026.0853,1.97,0.588,2.3,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,21.0,5.153,3.1802,32.9265,1026.113,1.78,0.544,2.06,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,22.0,4.902,3.1617,32.9615,1026.1737,1.48,0.474,1.76,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,23.0,4.684,3.1518,33.0619,1026.2818,1.34,0.444,1.59,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,24.0,4.536,3.1437,33.1166,1026.3459,1.40,0.486,1.45,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,25.0,4.519,3.1427,33.1203,1026.3553,1.30,0.403,1.25,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,26.0,4.510,3.1424,33.1258,1026.3653,1.31,0.426,1.14,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,27.0,4.499,3.141,33.1204,1026.367,1.27,0.427,1.03,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,28.0,4.478,3.1402,33.1305,1026.3819,1.10,0.433,0.93,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,29.0,4.462,3.1392,33.1354,1026.3922,1.10,0.397,0.82,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,30.0,4.443,3.1373,33.1316,1026.3959,1.11,0.408,0.75,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,31.0,4.411,3.1362,33.1513,1026.4197,1.09,0.406,0.69,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,32.0,4.399,3.136,33.1598,1026.4324,1.06,0.414,0.64,Seabird SBE19plus
2020-09-02,44076,69° 11.1 N,53° 31.1 W,Fast station,33.0,4.326,3.1315,33.1803,1026.4611,0.93,0.416,0.57,Seabird SBE19plus
