Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,1.0,0.456,2.6978,31.7981,1025.5054,0.91,0.473,23.33,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,2.0,0.472,2.714,31.9913,1025.6649,0.96,0.365,7.89,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,3.0,0.498,2.7127,31.9463,1025.6322,1.03,0.378,10.53,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,4.0,0.495,2.7126,31.947,1025.6377,0.92,0.432,11.56,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,5.0,0.506,2.7133,31.9453,1025.6407,1.02,0.391,10.66,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,6.0,0.509,2.7135,31.944,1025.6443,1.03,0.393,9.64,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,7.0,0.514,2.714,31.945,1025.6497,1.03,0.371,9.03,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,8.0,0.517,2.7143,31.9456,1025.6548,1.01,0.423,7.78,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,9.0,0.520,2.7147,31.9472,1025.6608,1.06,0.421,7.12,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,10.0,0.522,2.7148,31.9456,1025.6642,1.08,0.401,6.41,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,11.0,0.522,2.715,31.9469,1025.6701,0.97,0.389,5.64,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,12.0,0.532,2.7162,31.952,1025.6784,1.01,0.398,5.01,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,13.0,0.538,2.7167,31.9514,1025.6825,1.06,0.373,4.31,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,14.0,0.551,2.7186,31.9619,1025.6951,1.09,0.369,3.8,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,15.0,0.587,2.7227,31.9774,1025.7104,1.04,0.368,3.31,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,16.0,0.638,2.7271,31.9809,1025.7155,1.02,0.403,2.99,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,17.0,0.696,2.7318,31.9808,1025.7171,0.92,0.383,2.61,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,18.0,0.709,2.7329,31.9812,1025.7215,0.97,0.405,2.26,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,19.0,0.766,2.742,32.0392,1025.7698,0.93,0.404,1.98,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,20.0,0.819,2.7439,32.0077,1025.7463,0.95,0.366,1.74,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,21.0,0.822,2.7445,32.0118,1025.7542,0.93,0.362,1.56,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,22.0,0.833,2.7476,32.0391,1025.7804,0.99,0.369,1.34,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,23.0,0.904,2.7565,32.0803,1025.8142,0.96,0.36,1.15,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,24.0,1.002,2.767,32.1127,1025.8394,0.91,0.362,1.01,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,25.0,1.087,2.7734,32.1065,1025.8341,0.99,0.337,0.89,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,26.0,1.135,2.7791,32.1284,1025.8536,1.02,0.339,0.76,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,27.0,1.191,2.7865,32.1653,1025.8846,0.91,0.343,0.67,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,28.0,1.276,2.7954,32.1898,1025.9037,0.88,0.345,0.56,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,29.0,1.319,2.7953,32.1438,1025.8688,0.95,0.354,0.48,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,30.0,1.257,2.7895,32.1333,1025.8692,0.84,0.343,0.41,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,31.0,1.250,2.7934,32.1892,1025.9193,0.91,0.34,0.34,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,32.0,1.276,2.795,32.1819,1025.9166,1.00,0.368,0.29,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,33.0,1.286,2.7955,32.1782,1025.9178,0.93,0.448,0.24,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,34.0,1.298,2.7979,32.1965,1025.9365,0.82,0.552,0.19,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,35.0,1.335,2.8038,32.2322,1025.9675,0.86,0.536,0.14,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,36.0,1.387,2.8073,32.2214,1025.9604,0.80,0.493,0.1,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,37.0,1.418,2.8131,32.2637,1025.9971,0.77,0.574,0.07,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,38.0,1.539,2.8228,32.2612,1025.9918,0.68,0.607,0.04,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,39.0,1.520,2.8197,32.2404,1025.9812,0.77,0.59,0.01,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,40.0,1.522,2.8239,32.291,1026.0265,0.71,0.646,0.0,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,41.0,1.603,2.8347,32.3438,1026.0681,0.73,0.657,0.0,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,42.0,1.710,2.8451,32.3623,1026.0802,0.62,0.652,0.0,Seabird SBE19plus
2021-10-26,44495,69° 11.1 N,53° 31.1 W,Fast station,43.0,1.790,2.8567,32.4262,1026.1306,0.65,0.654,0.0,Seabird SBE19plus
