Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,1.0,2.196,2.9124,32.725,1026.1394,0.52,0.289,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,2.0,2.175,2.9231,32.8795,1026.2694,0.54,0.097,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,3.0,2.121,2.9141,32.8229,1026.233,0.57,0.069,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,4.0,2.217,2.924,32.8465,1026.2493,0.60,0.046,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,5.0,2.100,2.9082,32.7701,1026.2018,0.57,0.013,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,6.0,2.104,2.9088,32.7735,1026.209,0.60,0.029,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,7.0,2.103,2.9089,32.7747,1026.2148,0.62,0.037,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,8.0,2.103,2.9096,32.7832,1026.2265,0.68,0.036,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,9.0,2.105,2.9101,32.7869,1026.234,0.59,0.034,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,10.0,2.113,2.9111,32.7899,1026.2406,0.59,0.054,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,11.0,2.117,2.9114,32.7896,1026.2449,0.63,0.05,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,12.0,2.129,2.9132,32.7981,1026.2555,0.62,0.048,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,13.0,2.157,2.9154,32.7968,1026.2571,0.54,0.03,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,14.0,2.166,2.9165,32.8,1026.2638,0.58,0.054,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,15.0,2.174,2.9171,32.7984,1026.2666,0.55,0.037,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,16.0,2.179,2.9179,32.8022,1026.274,0.70,0.033,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,17.0,2.191,2.919,32.8034,1026.2788,0.60,0.046,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,18.0,2.200,2.9208,32.8166,1026.2935,0.60,0.048,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,19.0,2.222,2.9228,32.8174,1026.2971,0.61,0.042,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,20.0,2.269,2.9283,32.8372,1026.3141,0.60,0.038,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,21.0,2.318,2.9338,32.8532,1026.3278,0.58,0.014,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,22.0,2.348,2.9363,32.8535,1026.3305,0.62,0.052,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,23.0,2.367,2.9394,32.8715,1026.3482,0.58,0.063,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,24.0,2.382,2.9426,32.894,1026.3697,0.54,0.037,0.0,Seabird SBE19plus
2019-11-27,43796,69° 11.1 N,53° 31.1 W,Fast station,25.0,2.429,2.947,32.9003,1026.3758,0.60,0.043,0.0,Seabird SBE19plus
