Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,1.0,10.707,3.5804,32.0419,1024.5287,0.43,0.071,308.6,Seabird SBE19plus
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,2.0,10.672,3.5827,32.0949,1024.5806,0.43,0.092,235.29,Seabird SBE19plus
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,3.0,10.669,3.583,32.1007,1024.5903,0.42,0.086,185.52,Seabird SBE19plus
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,4.0,10.677,3.5836,32.0992,1024.5923,0.54,0.073,143.92,Seabird SBE19plus
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,5.0,10.704,3.5873,32.1118,1024.6021,0.58,0.073,117.63,Seabird SBE19plus
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,6.0,10.621,3.5725,32.0368,1024.5625,0.63,0.034,130.76,Seabird SBE19plus
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,7.0,10.611,3.5719,32.0392,1024.5706,0.74,0.073,115.89,Seabird SBE19plus
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,8.0,10.600,3.571,32.04,1024.5777,0.84,0.076,105.39,Seabird SBE19plus
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,9.0,10.589,3.5703,32.0413,1024.5852,0.92,0.088,102.96,Seabird SBE19plus
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,10.0,10.578,3.5688,32.0362,1024.5878,1.01,0.076,79.27,Seabird SBE19plus
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,11.0,10.490,3.5526,31.9509,1024.5408,1.20,0.032,75.44,Seabird SBE19plus
2019-08-15,43692,69° 11.1 N,53° 31.1 W,Fast station,12.0,10.111,3.5039,31.7943,1024.4869,1.36,0.088,66.04,Seabird SBE19plus
