Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2020-07-15,44027,69° 11.1 N,53° 31.1 W,Fast station,1.0,7.511,3.3241,32.2856,1025.2158,0.21,2.032,220.93,Seabird SBE19plus
2020-07-15,44027,69° 11.1 N,53° 31.1 W,Fast station,2.0,7.079,3.3588,33.0601,1025.8898,0.23,0.356,115.22,Seabird SBE19plus
2020-07-15,44027,69° 11.1 N,53° 31.1 W,Fast station,3.0,7.212,3.3725,33.0811,1025.8924,0.24,0.34,94.98,Seabird SBE19plus
2020-07-15,44027,69° 11.1 N,53° 31.1 W,Fast station,4.0,6.766,3.1922,31.5392,1024.7444,0.19,0.354,1.29,Seabird SBE19plus
2020-07-15,44027,69° 11.1 N,53° 31.1 W,Fast station,5.0,6.936,3.2803,32.3375,1025.354,0.26,0.332,36.59,Seabird SBE19plus
2020-07-15,44027,69° 11.1 N,53° 31.1 W,Fast station,6.0,6.845,3.2798,32.4173,1025.4334,0.26,0.335,33.83,Seabird SBE19plus
2020-07-15,44027,69° 11.1 N,53° 31.1 W,Fast station,7.0,6.810,3.2795,32.446,1025.4653,0.28,0.328,31.76,Seabird SBE19plus
2020-07-15,44027,69° 11.1 N,53° 31.1 W,Fast station,8.0,6.770,3.273,32.4117,1025.4481,0.28,0.329,29.72,Seabird SBE19plus
2020-07-15,44027,69° 11.1 N,53° 31.1 W,Fast station,9.0,6.637,3.2571,32.3627,1025.4314,0.30,0.315,27.57,Seabird SBE19plus
2020-07-15,44027,69° 11.1 N,53° 31.1 W,Fast station,10.0,6.459,3.2468,32.4176,1025.5022,0.34,0.322,25.53,Seabird SBE19plus
2020-07-15,44027,69° 11.1 N,53° 31.1 W,Fast station,11.0,6.236,3.2278,32.4175,1025.5348,0.36,0.343,23.59,Seabird SBE19plus
