Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,1.0,7.6944,3.33785,32.2763,1025.1847,0.24,0.925,137.0,Seabird SBE19plus
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,2.0,7.5595,3.33589,32.3503,1025.2651,0.23,0.085,105.16,Seabird SBE19plus
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,3.0,7.5642,3.33412,32.3339,1025.2565,0.25,0.276,90.69,Seabird SBE19plus
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,4.0,7.4541,3.33073,32.3996,1025.328,0.28,0.299,76.26,Seabird SBE19plus
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,5.0,7.3684,3.33761,32.5537,1025.4656,0.27,0.278,65.31,Seabird SBE19plus
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,6.0,7.4011,3.34726,32.627,1025.5234,0.29,0.317,59.41,Seabird SBE19plus
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,7.0,7.4265,3.34949,32.6266,1025.5243,0.33,0.339,53.34,Seabird SBE19plus
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,8.0,7.3785,3.3414,32.5838,1025.5019,0.37,0.349,51.83,Seabird SBE19plus
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,9.0,7.2643,3.33127,32.5812,1025.5201,0.41,0.364,47.63,Seabird SBE19plus
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,10.0,6.9622,3.3048,32.578,1025.5628,0.58,0.411,43.61,Seabird SBE19plus
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,11.0,6.5089,3.26072,32.5233,1025.5839,0.69,0.375,41.6,Seabird SBE19plus
2022-07-23,44765,69° 11.1 N,53° 31.1 W,Fast station,12.0,5.9776,3.21766,32.5526,1025.6779,0.61,0.346,38.03,Seabird SBE19plus
