MESSAGE,TIME,PRESSURE,TEMP,SALINITY,CONDUCTIVITY,INTERNAL_TEMP,DEPTH
LGR_CP_PTSCI,20201118T153121,328.79572,2.50455,34.14638,30.68040,2.51730,325.22363456829123
LGR_CP_PTSCI,20201118T155356,327.06909,2.50418,34.13317,30.66860,2.51202,323.5171112261391
LGR_CP_PTSCI,20201118T155426,325.04315,2.50275,34.06812,30.61369,2.52747,321.5147452675236
LGR_CP_PTSCI,20201118T155452,323.01904,2.50244,34.06738,30.61193,2.50082,319.51416850689213
LGR_CP_PTSCI,20201118T155515,320.98505,2.50244,34.06730,30.61095,2.52078,317.5038069723441
LGR_CP_PTSCI,20201118T155537,318.97189,2.49808,34.06309,30.60287,2.54675,315.51401406879353
LGR_CP_PTSCI,20201118T155558,316.96460,2.49271,34.06008,30.59490,2.55966,313.5300038230821
LGR_CP_PTSCI,20201118T155621,314.99316,2.49307,34.06140,30.59541,2.50272,311.58140913288
LGR_CP_PTSCI,20201118T155644,313.00314,2.49384,34.06165,30.59538,2.49893,309.6144309844959
LGR_CP_PTSCI,20201118T155709,310.96954,2.49408,34.06245,30.59534,2.50073,307.6043579572488
LGR_CP_PTSCI,20201118T155733,309.00375,2.49252,34.06102,30.59196,2.50461,305.66129171061726
LGR_CP_PTSCI,20201118T155756,307.02527,2.48907,34.06418,30.59066,2.46616,303.7056635759987
LGR_CP_PTSCI,20201118T155820,305.01691,2.48834,34.06048,30.58613,2.52258,301.72048149707035
LGR_CP_PTSCI,20201118T155844,302.98312,2.48987,34.05950,30.58574,2.49371,299.71014332353843
LGR_CP_PTSCI,20201118T155909,300.97632,2.47888,34.05301,30.57010,2.50073,297.7264646166503
LGR_CP_PTSCI,20201118T155933,299.01227,2.46793,34.04333,30.55193,2.52078,295.7850247940338
LGR_CP_PTSCI,20201118T155959,296.99493,2.46777,34.04439,30.55176,2.51236,293.7908893183359
LGR_CP_PTSCI,20201118T160025,295.01004,2.45483,34.03937,30.53565,2.48843,291.8288116649088
LGR_CP_PTSCI,20201118T160050,293.02115,2.45007,34.03147,30.52425,2.50565,289.8627611585083
LGR_CP_PTSCI,20201118T160116,291.02222,2.43640,34.02811,30.50886,2.49084,287.88676695879855
LGR_CP_PTSCI,20201118T160143,289.03467,2.43295,34.02670,30.50386,2.51511,285.9220033097812
LGR_CP_PTSCI,20201118T160210,287.01212,2.43246,34.02557,30.50162,2.51996,283.9226215976214
LGR_CP_PTSCI,20201118T160237,284.99356,2.43250,34.02495,30.50023,2.53290,281.92716474572336
LGR_CP_PTSCI,20201118T160304,282.99619,2.43173,34.02470,30.49848,2.51025,279.95263625493976
LGR_CP_PTSCI,20201118T160331,280.98502,2.43283,34.02262,30.49685,2.51187,277.96444636858706
LGR_CP_PTSCI,20201118T160358,278.99747,2.43634,34.02224,30.49868,2.48761,275.999587655849
LGR_CP_PTSCI,20201118T160425,276.99493,2.44528,34.02227,30.50551,2.48596,274.0198910382386
LGR_CP_PTSCI,20201118T160452,274.99258,2.45532,34.02287,30.51375,2.46170,272.0403631418703
LGR_CP_PTSCI,20201118T160519,272.96915,2.45132,34.02078,30.50772,2.45822,270.03997609363734
LGR_CP_PTSCI,20201118T160548,270.99701,2.44629,34.02015,30.50198,2.47397,268.09027616999435
LGR_CP_PTSCI,20201118T160616,269.00983,2.43192,34.01682,30.48600,2.45850,266.1256886253493
