MESSAGE,TIME,PRESSURE,TEMP,SALINITY,CONDUCTIVITY,INTERNAL_TEMP,DEPTH
LGR_CP_PTSCI,20200913T122126,217.84888,2.14441,34.08534,30.27072,2.17249,215.53990768947185
LGR_CP_PTSCI,20200913T124548,214.98996,2.11212,34.07047,30.22974,2.08176,212.7127601067845
LGR_CP_PTSCI,20200913T124622,213.01468,2.11130,34.06990,30.22769,2.04642,210.7594094493098
LGR_CP_PTSCI,20200913T124652,211.02396,2.10931,34.06954,30.22479,2.07034,208.79077135192944
LGR_CP_PTSCI,20200913T124721,209.02942,2.10828,34.06855,30.22221,2.05475,206.81833664542376
LGR_CP_PTSCI,20200913T124748,207.00537,2.10770,34.06831,30.22061,2.04239,204.81669957006451
LGR_CP_PTSCI,20200913T124811,205.00165,2.10760,34.06832,30.21963,2.04285,202.83514809906293
LGR_CP_PTSCI,20200913T124832,202.98560,2.10678,34.06857,30.21821,2.07230,200.8413836866799
LGR_CP_PTSCI,20200913T124853,200.97247,2.10645,34.06854,30.21699,2.06369,198.85048762132453
LGR_CP_PTSCI,20200913T124915,198.97601,2.10452,34.06778,30.21383,2.09830,196.87605832244284
LGR_CP_PTSCI,20200913T124939,196.99722,2.09521,34.06480,30.20256,2.05600,194.91908524523086
LGR_CP_PTSCI,20200913T125003,194.99796,2.09119,34.06399,30.19754,2.05228,192.9418488567634
LGR_CP_PTSCI,20200913T125027,192.98868,2.08185,34.06089,30.18612,2.04047,190.95468360375207
LGR_CP_PTSCI,20200913T125050,191.01779,2.07578,34.05961,30.17900,2.12109,189.0054670751586
LGR_CP_PTSCI,20200913T125113,189.02744,2.02982,34.05151,30.13214,2.07071,187.0369857044149
LGR_CP_PTSCI,20200913T125137,187.00916,2.00980,34.04607,30.10969,2.03574,185.0408618758797
LGR_CP_PTSCI,20200913T125201,185.00229,1.99908,34.04349,30.09753,2.02255,183.0560034862302
LGR_CP_PTSCI,20200913T125226,183.00693,1.99380,34.04119,30.09026,2.05228,181.08250976724472
LGR_CP_PTSCI,20200913T125250,181.03452,1.98743,34.04079,30.08358,1.98044,179.13169584386137
LGR_CP_PTSCI,20200913T125314,179.01752,1.98349,34.03960,30.07835,1.98279,177.13676090627092
LGR_CP_PTSCI,20200913T125337,176.99390,1.98163,34.03888,30.07526,1.95197,175.135258842705
LGR_CP_PTSCI,20200913T125400,174.97211,1.97543,34.03814,30.06844,2.00586,173.13554722498924
LGR_CP_PTSCI,20200913T125423,172.98477,1.97205,34.03687,30.06361,1.98331,171.16989035773608
LGR_CP_PTSCI,20200913T125445,170.98672,1.95526,34.03228,30.04466,2.03085,169.19362130479175
LGR_CP_PTSCI,20200913T125508,168.98563,1.94992,34.02854,30.03619,1.97324,167.21432625672162
LGR_CP_PTSCI,20200913T125530,167.01523,1.94812,34.02732,30.03278,1.89417,165.26536823538598
LGR_CP_PTSCI,20200913T125553,165.00400,1.94733,34.02694,30.03090,1.94235,163.27600537830264
LGR_CP_PTSCI,20200913T125616,163.00534,1.94446,34.02583,30.02664,1.96738,161.2990566874647
LGR_CP_PTSCI,20200913T125639,160.99777,1.94046,34.02399,30.02085,1.94910,159.3132755501458
LGR_CP_PTSCI,20200913T125703,158.97580,1.93875,34.02333,30.01794,1.93271,157.31323121397327
LGR_CP_PTSCI,20200913T125726,156.98856,1.93658,34.02220,30.01429,1.94727,155.34752121867479
LGR_CP_PTSCI,20200913T125750,154.99887,1.93109,34.01998,30.00690,1.91217,153.37936883899408
LGR_CP_PTSCI,20200913T125814,152.98962,1.92651,34.01777,30.00031,1.90390,151.39184896767452
LGR_CP_PTSCI,20200913T125839,150.99353,1.91345,34.00992,29.98197,1.93988,149.41732764348714
LGR_CP_PTSCI,20200913T125903,149.02625,1.90945,34.00639,29.97484,1.89856,147.47128635948818
LGR_CP_PTSCI,20200913T125928,147.01553,1.90204,34.00194,29.96403,1.90308,145.4822549149667
LGR_CP_PTSCI,20200913T125954,144.99799,1.88873,33.99197,29.94379,1.92038,143.486457587484
LGR_CP_PTSCI,20200913T130021,142.99207,1.87421,33.98378,29.92392,1.86288,141.5021357205203
LGR_CP_PTSCI,20200913T130048,140.99335,1.87302,33.97791,29.91732,1.90002,139.52491717510264
LGR_CP_PTSCI,20200913T130116,138.98544,1.86743,33.97372,29.90831,1.91428,137.53858823866992
LGR_CP_PTSCI,20200913T130144,137.00140,1.85721,33.96483,29.89160,1.90555,135.5758537908698
LGR_CP_PTSCI,20200913T130213,134.99799,1.85184,33.96045,29.88261,1.93524,133.59393822649722
LGR_CP_PTSCI,20200913T130245,132.97314,1.84216,33.95457,29.86874,1.87704,131.59079316593736
LGR_CP_PTSCI,20200913T130317,130.98755,1.83810,33.94933,29.86021,1.84653,129.6264682040776
LGR_CP_PTSCI,20200913T130349,128.99341,1.83856,33.94694,29.85780,1.83954,127.65366581107969
LGR_CP_PTSCI,20200913T130422,127.01411,1.86069,33.94239,29.87220,1.84735,125.69552579889618
LGR_CP_PTSCI,20200913T130456,125.04234,1.88721,33.94098,29.89285,1.85648,123.7448166333841
LGR_CP_PTSCI,20200913T130530,123.02863,1.88858,33.93990,29.89227,1.83978,121.7525962200248
LGR_CP_PTSCI,20200913T130558,120.99998,1.89154,33.93420,29.88935,1.83502,119.74557560425296
LGR_CP_PTSCI,20200913T130626,118.99781,1.89075,33.92735,29.88231,1.85870,117.76473333353233
LGR_CP_PTSCI,20200913T130652,117.03848,1.88632,33.92296,29.87415,1.85114,115.82625612935034
LGR_CP_PTSCI,20200913T130716,115.03532,1.90106,33.91783,29.88175,1.84592,113.84439638957711
LGR_CP_PTSCI,20200913T130739,113.02061,1.92886,33.91439,29.90187,1.88220,111.85109007635648
LGR_CP_PTSCI,20200913T130802,111.02357,1.92322,33.91020,29.89280,1.87451,109.87524685197896
LGR_CP_PTSCI,20200913T130824,109.01721,1.85535,33.90178,29.82719,1.87488,107.89016331008915
LGR_CP_PTSCI,20200913T130847,106.99783,1.80682,33.89085,29.77617,1.85944,105.89217836384955
LGR_CP_PTSCI,20200913T130910,105.02303,1.80518,33.88834,29.77188,1.89996,103.93828220167572
LGR_CP_PTSCI,20200913T130933,103.01539,1.79846,33.88564,29.76309,1.86411,101.95187450462377
LGR_CP_PTSCI,20200913T130957,100.98062,1.79990,33.88449,29.76249,1.86224,99.93860401936487
LGR_CP_PTSCI,20200913T131021,98.97876,1.84280,33.88224,29.79641,1.82892,97.9578764417815
LGR_CP_PTSCI,20200913T131045,97.00555,1.91394,33.88164,29.85577,1.86411,96.00547762745818
LGR_CP_PTSCI,20200913T131109,95.00942,2.00412,33.88058,29.93108,1.89453,94.03038155920879
LGR_CP_PTSCI,20200913T131135,92.99246,2.02841,33.87962,29.95018,1.91452,92.03465558512313
LGR_CP_PTSCI,20200913T131200,90.99459,1.97311,33.86890,29.89345,1.91544,90.05779941165491
LGR_CP_PTSCI,20200913T131227,88.99660,2.06281,33.86021,29.96225,1.96304,88.08080536399537
LGR_CP_PTSCI,20200913T131254,87.00815,2.06165,33.85835,29.95887,1.99094,86.11323206362493
LGR_CP_PTSCI,20200913T131321,85.01670,2.06073,33.85496,29.95448,1.93961,84.14267126031696
LGR_CP_PTSCI,20200913T131349,83.00728,2.05911,33.85183,29.94969,1.97122,82.15430967872862
LGR_CP_PTSCI,20200913T131417,81.00433,2.06689,33.84173,29.94735,1.97757,80.17233102463298
LGR_CP_PTSCI,20200913T131445,78.98710,2.07263,33.83317,29.94449,1.92548,78.17620244118072
LGR_CP_PTSCI,20200913T131515,76.97735,2.07849,33.82992,29.94599,1.99631,76.18745620641016
LGR_CP_PTSCI,20200913T131545,74.97876,2.02740,33.82795,29.89987,2.01691,74.20973412900713
LGR_CP_PTSCI,20200913T131616,72.99669,2.01050,33.81766,29.87632,1.96838,72.2483406399355
LGR_CP_PTSCI,20200913T131647,71.01222,2.22305,33.81308,30.05337,2.00476,70.28455330923269
LGR_CP_PTSCI,20200913T131720,69.01009,2.47617,33.83344,30.28572,2.04172,68.30327089231658
LGR_CP_PTSCI,20200913T131752,67.02398,2.61951,33.83555,30.40962,2.12515,66.3378226647226
LGR_CP_PTSCI,20200913T131823,65.01292,2.65952,33.83973,30.44650,2.13846,64.34766471324193
LGR_CP_PTSCI,20200913T131851,62.97776,2.68893,33.83787,30.46935,2.20251,62.33363749238918
LGR_CP_PTSCI,20200913T131916,61.00114,2.68121,33.83554,30.45993,2.22141,60.37752337789922
LGR_CP_PTSCI,20200913T131940,59.02622,2.62872,33.82346,30.40410,2.30368,58.42307290430774
LGR_CP_PTSCI,20200913T132004,56.97082,2.60757,33.81431,30.37758,2.33575,56.38895670913003
LGR_CP_PTSCI,20200913T132026,54.97714,2.59430,33.80595,30.35849,2.35513,54.41590202948489
LGR_CP_PTSCI,20200913T132047,52.97735,2.51852,33.76993,30.26340,2.38159,52.43678139649255
LGR_CP_PTSCI,20200913T132109,50.98613,2.70276,33.75580,30.40903,2.41544,50.466123115221016
LGR_CP_PTSCI,20200913T132131,49.01678,2.74658,33.75636,30.44622,2.41525,48.51709028157167
LGR_CP_PTSCI,20200913T132154,47.02028,2.78253,33.74895,30.47015,2.47614,46.541168542862216
LGR_CP_PTSCI,20200913T132217,45.00200,2.83350,33.73567,30.50217,2.50439,44.54367184566148
LGR_CP_PTSCI,20200913T132241,42.96348,2.99133,33.70542,30.61212,2.51895,42.5261237200226
LGR_CP_PTSCI,20200913T132305,40.97289,3.26718,33.62717,30.78400,2.54803,40.555993247754905
LGR_CP_PTSCI,20200913T132329,38.95251,3.71957,33.51795,31.08173,2.66626,38.55635950674708
LGR_CP_PTSCI,20200913T132400,36.98308,3.83191,33.51788,31.17765,2.86093,36.607133721458816
LGR_CP_PTSCI,20200913T132437,34.99400,3.96313,33.50393,31.27828,3.03265,34.63844061939815
LGR_CP_PTSCI,20200913T132517,32.95748,4.22421,33.45245,31.45940,3.29904,32.62277406480477
LGR_CP_PTSCI,20200913T132603,30.83199,4.43814,33.33803,31.54589,3.64532,30.519027298267012
LGR_CP_PTSCI,20200913T132730,29.46194,4.50327,33.25983,31.53463,4.06628,29.162981068315823
LGR_CP_PTSCI,20200913T133045,27.06154,4.56299,33.26506,31.58957,4.29141,26.78709467834065
LGR_CP_PTSCI,20200913T133129,25.00426,4.58905,33.23185,31.58266,4.34937,24.750802218371717
LGR_CP_PTSCI,20200913T133207,23.02942,4.60254,33.21934,31.58269,4.37683,22.79608961362441
LGR_CP_PTSCI,20200913T133241,20.98025,4.64041,33.20114,31.59881,4.41202,20.767784767340515
LGR_CP_PTSCI,20200913T133313,19.01461,4.67050,33.18349,31.60871,4.41986,18.82214044130587
LGR_CP_PTSCI,20200913T133344,17.01911,4.69250,33.18102,31.62468,4.41556,16.846920880578764
LGR_CP_PTSCI,20200913T133412,14.99269,4.79333,33.17141,31.70247,4.40155,14.841075982583147
LGR_CP_PTSCI,20200913T133439,13.01517,4.91437,33.17089,31.80565,4.53723,12.88361555896797
LGR_CP_PTSCI,20200913T133506,11.01327,4.95526,33.17284,31.84179,4.51782,10.90200330035729
