=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 74
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2022-01-21 21:33:00 UTC
latitude:  69.0933608
longitude: -51.9928215
ttf:       0
nsat:      5
min snr:   31
mean snr:  40
max snr:   47
hdop:      1.4

fix kind:  DiveEnd
fix time:  2022-01-27 00:16:00 UTC
latitude:  69.0926514
longitude: -51.9924771
ttf:       220
nsat:      6
min snr:   0
mean snr:  32
max snr:   44
hdop:      1.4

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1642800837 │         -0.1200 │ descent start ║
║ 1642801281 │         10.0000 │       descent ║
║ 1642801360 │         20.1200 │       descent ║
║ 1642801435 │         30.0400 │       descent ║
║ 1642801509 │         40.0800 │       descent ║
║ 1642801585 │         50.1200 │       descent ║
║ 1642801588 │         50.5200 │  descent pump ║
║ 1642801659 │         60.0800 │       descent ║
║ 1642801736 │         70.0000 │       descent ║
║ 1642801815 │         80.0800 │       descent ║
║ 1642801891 │         90.0800 │       descent ║
║ 1642801969 │        100.0400 │       descent ║
║ 1642802049 │        110.0800 │       descent ║
║ 1642802129 │        120.0800 │       descent ║
║ 1642802209 │        130.0800 │       descent ║
║ 1642802288 │        140.0000 │       descent ║
║ 1642802368 │        150.0000 │       descent ║
║ 1642802451 │        160.0000 │       descent ║
║ 1642802537 │        170.0000 │       descent ║
║ 1642802628 │        180.0800 │       descent ║
║ 1642802720 │        190.0000 │       descent ║
║ 1642802810 │        200.0400 │       descent ║
║ 1642802901 │        210.0000 │       descent ║
║ 1642802991 │        220.0400 │       descent ║
║ 1642803083 │        230.0000 │       descent ║
║ 1642803175 │        240.0400 │       descent ║
║ 1642803268 │        250.0800 │       descent ║
║ 1642803360 │        260.0800 │       descent ║
║ 1642803394 │        263.9200 │  descent seek ║
║ 1642803740 │        304.6000 │       descent ║
║ 1642803822 │        314.0800 │       descent ║
║ 1642803908 │        324.0400 │       descent ║
║ 1642803995 │        334.0400 │       descent ║
║ 1642804083 │        344.0800 │       descent ║
║ 1642804170 │        354.0400 │       descent ║
║ 1642804258 │        364.0800 │       descent ║
║ 1642804344 │        374.0400 │       descent ║
║ 1642804430 │        384.0800 │       descent ║
║ 1642804515 │        394.0000 │       descent ║
║ 1642804602 │        404.0800 │       descent ║
║ 1642804688 │        414.0400 │       descent ║
║ 1642804775 │        424.0400 │       descent ║
║ 1642804861 │        434.0400 │       descent ║
║ 1642804950 │        444.0800 │       descent ║
║ 1642805550 │        452.4400 │       descent ║
║ 1642806150 │        452.5200 │       descent ║
║ 1642806750 │        452.5600 │       descent ║
║ 1642807340 │        452.5600 │  descent seek ║
║ 1642807350 │        452.6000 │       descent ║
║ 1642807950 │        452.6400 │       descent ║
║ 1642808550 │        452.6800 │       descent ║
