distance_from_T,20180627,20180730,20190522,20190605,20200519,20210604,20210612
0.0,137.4447784423828,135.21585083007812,,133.93203735351562,128.48870849609375,123.10855102539062,122.11332702636719
2.0,137.4447784423828,135.21585083007812,,133.93203735351562,128.48870849609375,123.10855102539062,122.11332702636719
4.0,137.72918701171875,135.5590057373047,,134.7305908203125,128.9218292236328,123.30531311035156,122.27375793457031
6.0,137.83058166503906,135.7496337890625,,135.06407165527344,129.08328247070312,123.33476257324219,122.27784729003906
8.0,138.57620239257812,136.50808715820312,,135.5953369140625,129.33937072753906,123.45684814453125,122.35452270507812
10.0,138.85720825195312,136.87661743164062,,135.85671997070312,129.3943328857422,123.52738952636719,122.400634765625
12.0,139.75779724121094,137.7598419189453,,136.1827850341797,129.52232360839844,123.7315673828125,122.56106567382812
14.0,139.75779724121094,137.7598419189453,,136.1827850341797,129.52232360839844,123.7315673828125,122.56106567382812
16.0,140.56939697265625,138.5535125732422,,136.44287109375,129.62338256835938,124.03343200683594,122.85762023925781
18.0,140.87989807128906,138.92434692382812,,136.58140563964844,129.66897583007812,124.31333923339844,123.16462707519531
20.0,141.43463134765625,139.474853515625,,136.7851104736328,129.90736389160156,124.78070068359375,123.68867492675781
22.0,141.81512451171875,139.8897705078125,,137.0722198486328,130.2793426513672,125.29191589355469,124.33322143554688
24.0,142.01705932617188,140.09771728515625,,137.22723388671875,130.56622314453125,125.72845458984375,124.849365234375
26.0,142.31944274902344,140.42332458496094,,137.67074584960938,131.210205078125,126.21043395996094,125.48161315917969
28.0,142.31944274902344,140.42332458496094,,137.67074584960938,131.210205078125,126.21043395996094,125.48161315917969
30.0,142.63052368164062,140.7768096923828,,138.32530212402344,131.8666229248047,126.54928588867188,125.95332336425781
32.0,142.77590942382812,140.9229736328125,,138.8163604736328,132.3853302001953,126.983154296875,126.37103271484375
34.0,143.14210510253906,141.46536254882812,,139.7278594970703,132.85928344726562,127.11231994628906,126.59127807617188
36.0,143.20643615722656,141.66477966308594,,140.38758850097656,133.2576904296875,127.54757690429688,126.94734191894531
38.0,143.75259399414062,142.45603942871094,,141.19735717773438,133.36245727539062,127.4749755859375,126.94270324707031
40.0,143.75259399414062,142.45603942871094,,141.19735717773438,133.36245727539062,127.4749755859375,126.94270324707031
42.0,144.4593048095703,143.3112030029297,,141.5281982421875,133.27752685546875,127.27362060546875,126.75071716308594
44.0,145.28372192382812,144.13816833496094,,141.2670135498047,133.0855255126953,126.96040344238281,126.42422485351562
46.0,145.55679321289062,144.6123809814453,,141.5116424560547,133.46192932128906,127.32907104492188,126.71620178222656
48.0,146.40835571289062,145.20957946777344,,140.6866455078125,133.33457946777344,127.05009460449219,126.34942626953125
50.0,146.9387969970703,145.7316436767578,,140.84991455078125,133.8138427734375,127.41020202636719,126.63349914550781
52.0,146.94757080078125,145.36436462402344,,139.86036682128906,133.2554931640625,126.90098571777344,126.08146667480469
54.0,147.50218200683594,145.84674072265625,,140.1432342529297,133.7462158203125,127.27235412597656,126.38014221191406
56.0,147.52658081054688,145.39639282226562,,139.81385803222656,133.70530700683594,127.30072021484375,126.32353210449219
58.0,148.1140594482422,145.80999755859375,,140.3224334716797,134.21910095214844,127.67977905273438,126.63348388671875
60.0,147.36630249023438,144.96226501464844,,140.4579620361328,134.2394256591797,127.85389709472656,126.69728088378906
62.0,147.89170837402344,145.3311767578125,,141.08766174316406,134.74119567871094,128.1649627685547,126.98477172851562
64.0,146.30401611328125,144.11302185058594,,140.82925415039062,134.3826141357422,128.1634979248047,126.94998168945312
66.0,146.77989196777344,144.4414520263672,,141.4852294921875,134.88934326171875,128.4470672607422,127.23606872558594
68.0,145.88674926757812,143.81031799316406,,141.9845733642578,135.19754028320312,128.90420532226562,127.77470397949219
70.0,145.376708984375,143.782958984375,,142.4432830810547,135.6846466064453,129.6155242919922,128.5426483154297
72.0,145.7814483642578,144.38308715820312,,143.0642547607422,136.08233642578125,129.97964477539062,128.89483642578125
74.0,145.88412475585938,145.0056610107422,,143.34288024902344,136.69784545898438,131.03700256347656,130.2015838623047
76.0,145.88412475585938,145.0056610107422,,143.34288024902344,136.69784545898438,131.03700256347656,130.2015838623047
78.0,146.51010131835938,145.84088134765625,,143.50167846679688,137.46360778808594,132.41050720214844,132.15370178222656
80.0,147.17550659179688,146.5105438232422,,143.79095458984375,137.6199951171875,133.1485595703125,132.99671936035156
82.0,148.10426330566406,147.31863403320312,,143.81527709960938,138.4915313720703,134.41705322265625,134.6490478515625
84.0,148.7710418701172,147.82797241210938,,143.9773712158203,138.5331573486328,134.81112670898438,134.98287963867188
86.0,149.5811004638672,148.28561401367188,,144.1398468017578,139.52694702148438,135.31539916992188,135.27182006835938
88.0,150.03884887695312,148.57644653320312,,144.25807189941406,139.6885986328125,135.42311096191406,135.1501007080078
90.0,150.03890991210938,148.5304718017578,,144.62623596191406,140.49923706054688,135.52630615234375,135.2455596923828
92.0,150.21511840820312,148.72738647460938,,145.6689910888672,141.31468200683594,135.50006103515625,135.01296997070312
94.0,150.39955139160156,148.92779541015625,,146.28347778320312,141.68251037597656,135.49037170410156,134.84405517578125
96.0,150.61842346191406,149.1262664794922,,148.11476135253906,142.1978759765625,135.3520050048828,134.580078125
98.0,150.81381225585938,149.34361267089844,,148.92364501953125,142.56971740722656,135.36325073242188,134.5032958984375
100.0,150.9669189453125,149.69989013671875,,150.25852966308594,142.61782836914062,135.1436004638672,134.30123901367188
102.0,150.9669189453125,149.69989013671875,,150.25852966308594,142.61782836914062,135.1436004638672,134.30123901367188
