date,lon,lat,temperature,salinity,pressure,depth,potential_density,sigma_theta
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.9989999999999997,33.706,90.52,89.58819839135201,1027.3086030828697,27.308603082869695
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.899,33.7,89.52,88.59870704561851,1027.305587885226,27.305587885226032
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.883,33.694,88.48,87.56963096048923,1027.2968942584182,27.296894258418206
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.8739999999999997,33.692,87.48,86.58012983466729,1027.2911333227723,27.29113332277234
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.8620000000000001,33.689,86.44,85.55104357792582,1027.2845734811972,27.284573481197185
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.835,33.682,85.44,84.56153267139962,1027.2759571063177,27.27595710631772
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.806,33.677,84.48,83.61159769029399,1027.2692426241952,27.269242624195158
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.7889999999999997,33.672,83.52,82.66165829027304,1027.261762025814,27.26176202581405
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.7510000000000003,33.667,82.52,81.67213338284334,1027.2553960004732,27.255396000473183
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.7300000000000004,33.663,81.48,80.64302239245102,1027.2485665351346,27.248566535134614
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.6989999999999998,33.656,80.48,79.65348770281935,1027.2401354222898,27.240135422289768
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.6799999999999997,33.653,79.44,78.62436653861657,1027.233964418913,27.233964418913047
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.6719999999999997,33.651,78.48,77.67440393714179,1027.2282961200756,27.228296120075584
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.6349999999999998,33.645,77.52,76.72443691593318,1027.22118687752,27.22118687752004
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.6079999999999997,33.639,76.52,75.73488323556255,1027.2132656835292,27.213265683529244
2022-08-21T20:57:00Z,-52.0948032,69.277842,0.5910000000000002,33.631,75.52,74.74532475918362,1027.2031344518773,27.203134451877304
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.96,33.702,89.52,88.59870704561851,1027.3032279922843,27.30322799228429
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.9580000000000002,33.698,88.56,87.64879084344196,1027.2956152367587,27.29561523675875
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.9509999999999996,33.693,87.52,86.61970997175139,1027.2871497999124,27.287149799912413
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.9610000000000003,33.687,86.48,85.59062391445947,1027.2767782285196,27.27677822851956
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.9580000000000002,33.685,85.48,84.60111319971769,1027.270637938208,27.270637938207983
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.9550000000000001,33.682,84.48,83.61159769029399,1027.2636983322632,27.263698332263175
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.9530000000000003,33.681,83.52,82.66165829027304,1027.2584805421484,27.25848054214839
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.9139999999999997,33.676,82.48,81.63255228680866,1027.2520793126248,27.2520793126248
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.8639999999999999,33.668,81.48,80.64302239245102,1027.2441480517643,27.24414805176434
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.7919999999999998,33.665,80.48,79.65348770281935,1027.2415576763842,27.241557676384218
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.7930000000000001,33.66,79.48,78.66394821776561,1027.232754262427,27.23275426242708
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.7990000000000004,33.658,78.52,77.71398580044354,1027.2262252576215,27.226225257621536
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.8300000000000001,33.655,77.52,76.72443691593318,1027.217133964612,27.217133964612003
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.8259999999999996,33.651,76.48,75.69530098859175,1027.209256030702,27.20925603070191
2022-08-22T05:35:00Z,-52.1078374,69.2807787,0.8120000000000003,33.646,75.48,74.70574232036942,1027.2013960070851,27.201396007085123
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.8440000000000003,33.704,88.52,87.60921090580095,1027.3075701217624,27.30757012176241
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.8330000000000002,33.697,87.56,86.6592901011645,1027.298124417984,27.2981244179839
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.8470000000000004,33.695,86.48,85.59062391445947,1027.2905146953224,27.290514695322372
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.8689999999999998,33.689,85.44,84.56153267139962,1027.2793854015904,27.27938540159039
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.8239999999999998,33.686,84.44,83.57201697018556,1027.2751092886178,27.27510928861784
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.7800000000000002,33.68,83.44,82.5824964741356,1027.2683421561962,27.26834215619624
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.7489999999999997,33.672,82.48,81.63255228680866,1027.2593281516604,27.259328151660384
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.7329999999999997,33.667,81.56,80.72218496046374,1027.2519585938608,27.251958593860763
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.7000000000000002,33.66,80.52,79.69306918247572,1027.2434624979944,27.243462497994415
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.6680000000000001,33.65,79.52,78.70352988924174,1027.232677948519,27.23267794851904
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.6379999999999999,33.643,78.48,77.67440393714179,1027.223964381405,27.22396438140504
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.6239999999999997,33.639,77.48,76.68485486079987,1027.2168619375675,27.2168619375675
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.6059999999999999,33.634,76.48,75.69530098859175,1027.2091958546134,27.209195854613426
2022-08-22T15:12:00Z,-52.1359004,69.2867944,0.5860000000000003,33.628,75.48,74.70574232036942,1027.2008431046336,27.200843104633577
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.8630000000000004,33.704,88.48,87.56963096048923,1027.3061670150169,27.306167015016854
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.8760000000000003,33.7,87.48,86.58012983466729,1027.2973976681715,27.29739766817147
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.8650000000000002,33.696,86.48,85.59062391445947,1027.2901651811687,27.29016518116873
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.8419999999999996,33.692,85.52,84.64069372036427,1027.2838837002892,27.283883700289152
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.8159999999999998,33.686,84.52,83.65117840273068,1027.2759947083064,27.27599470830637
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.7869999999999999,33.679,83.52,82.66165829027304,1027.2674831659767,27.267483165976728
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.7489999999999997,33.668,82.52,81.67213338284334,1027.2563199413332,27.25631994133323
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.7220000000000004,33.662,81.48,80.64302239245102,1027.2482618419247,27.24826184192466
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.7030000000000003,33.656,80.48,79.65348770281935,1027.23988949154,27.239889491539998
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.6859999999999999,33.652,79.52,78.70352988924174,1027.2331772295247,27.2331772295247
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.6719999999999997,33.648,78.48,77.67440393714179,1027.225896798435,27.225896798435087
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.6639999999999997,33.645,77.48,76.68485486079987,1027.2192371417295,27.219237141729536
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.6589999999999998,33.643,76.52,75.73488323556255,1027.2133833775677,27.213383377567652
2022-08-23T00:49:00Z,-52.1478174,69.2850862,0.6440000000000001,33.638,75.52,74.74532475918362,1027.2055452487402,27.205545248740236
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.8019999999999996,33.678,92.48,91.52758752287755,1027.3082337905914,27.30823379059143
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.7690000000000001,33.67,91.48,90.5381055731194,1027.2991753386025,27.29917533860248
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.7220000000000004,33.66,90.52,89.58819839135201,1027.2895598715295,27.28955987152949
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.6959999999999997,33.653,89.52,88.59870704561851,1027.280826404151,27.280826404150957
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.6799999999999997,33.65,88.52,87.60921090580095,1027.2746663081593,27.27466630815934
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.6749999999999998,33.647,87.48,86.58012983466729,1027.2676378236526,27.26763782365265
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.6710000000000003,33.642,86.48,85.59062391445947,1027.259137679378,27.259137679378
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.6559999999999997,33.639,85.48,84.60111319971769,1027.2529078763896,27.2529078763896
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.6399999999999997,33.634,84.48,83.61159769029399,1027.245134887107,27.245134887107042
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.6130000000000004,33.63,83.52,82.66165829027304,1027.239011190503,27.239011190503106
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.5910000000000002,33.625,82.56,81.71171447120587,1027.2317756664065,27.23177566640652
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.5250000000000004,33.611,81.52,80.6826036802936,1027.2195621949743,27.219562194974287
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.5250000000000004,33.603,80.44,79.61390621549029,1027.208028222173,27.20802822217297
2022-08-24T01:00:00Z,-52.1643219,69.300176,0.5289999999999999,33.602,79.48,78.66394821776561,1027.202429839489,27.202429839489014
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.6230000000000002,33.634,96.52,95.52504579827632,1027.3033308760691,27.30333087606914
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.6079999999999997,33.631,95.52,94.53558321393918,1027.2970951031155,27.297095103115453
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.5940000000000003,33.628,94.52,93.54611583640587,1027.2907946359549,27.290794635954853
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.5750000000000002,33.625,93.44,92.47748568478139,1027.2844111493341,27.28441114933412
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.5670000000000002,33.622,92.44,91.48800833692619,1027.2777422628085,27.277742262808488
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.5419999999999998,33.617,91.48,90.5381055731194,1027.270676760968,27.270676760967945
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.5350000000000001,33.614,90.48,89.54861882956726,1027.2639426434387,27.263942643438668
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.5259999999999998,33.614,89.48,88.55912729207321,1027.259726200168,27.25972620016796
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.5229999999999997,33.613,88.48,87.56963096048923,1027.2543526548675,27.25435265486749
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.5119999999999996,33.608,87.48,86.58012983466729,1027.24625084472,27.246250844719953
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.4770000000000003,33.602,86.48,85.59062391445947,1027.2387548018685,27.23875480186848
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.45999999999999996,33.597,85.48,84.60111319971769,1027.2309926395833,27.23099263958329
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.44399999999999995,33.594,84.52,83.65117840273068,1027.224957933535,27.224957933535052
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.43599999999999994,33.589,83.52,82.66165829027304,1027.2166647668364,27.216664766836402
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.4249999999999998,33.585,82.48,81.63255228680866,1027.209153220795,27.209153220795088
2022-08-25T01:10:00Z,-52.1636015,69.3003646,0.39700000000000024,33.58,81.48,80.64302239245102,1027.2020039841507,27.20200398415068
2022-08-25T22:45:00Z,-52.201822,69.3053461,1.3760000000000003,33.698,96.48,95.48546738693034,1027.3046456709878,27.30464567098784
2022-08-25T22:45:00Z,-52.201822,69.3053461,1.367,33.693,95.52,94.53558321393918,1027.2967595116872,27.29675951168724
2022-08-25T22:45:00Z,-52.201822,69.3053461,1.3070000000000004,33.683,94.52,93.54611583640587,1027.2882744162675,27.28827441626754
2022-08-25T22:45:00Z,-52.201822,69.3053461,1.2690000000000001,33.68,93.48,92.51706467898974,1027.2836091941956,27.283609194195606
2022-08-25T22:45:00Z,-52.201822,69.3053461,1.2759999999999998,33.674,92.52,91.56716670115904,1027.273797953547,27.273797953547046
2022-08-25T22:45:00Z,-52.201822,69.3053461,1.2610000000000001,33.668,91.52,90.57768494314956,1027.2653214832662,27.265321483266234
