gate,mean_x,mean_y,lon,lat,n_pixels,sector,region,Bjork_2015,Mouginot_2019,Zwally_2012,Moon_2008,Moon_2008_dist
181,679130,-2237007,-28.1116998054483,68.658497898574,19,152,CE,Gino Gletsjer,BORGGRAVEN,32,142,6276
182,-206345,-2246100,-50.2489116771056,69.3946116169375,18,222,CW,Sermeq Avannarleq,SERMEQ_AVANNARLEQ,72,4,3776
183,664076,-2259792,-28.6206785509809,68.5035088857044,37,151,CE,Korridoren,KRONBORG,32,143,6181
184,-180364,-2268988,-49.5445188998907,69.211206193831,177,218,CW,Sermeq Kujalleq,JAKOBSHAVN_ISBRAE,71,3,7560
185,654612,-2267200,-28.8917131517614,68.4618528360432,10,150,CE,Korridoren,ROSENBORG,32,145,6004
186,644200,-2267400,-29.1359539933559,68.485693824778,6,150,CE,Korridoren,ROSENBORG,32,146,4953
187,606500,-2279900,-30.1015145755302,68.468457174055,8,74,CE,Christian IV Gletsjer,KONG_CHRISTIAN,32,147,9552
188,510100,-2281100,-32.3935378263902,68.6626336869758,7,251,CE,Styrtegletsjer,STYRTE,33,151,4101
189,605518,-2286972,-30.1685243724501,68.4103738219025,48,74,CE,Sorgenfri Gletsjer,KONG_CHRISTIAN,32,147,3633
190,483816,-2287044,-33.0524000208313,68.6600213630534,27,102,CE,Kangerlussuaq Gletsjer,KANGERLUSSUAQ,33,153,6014
191,522900,-2291400,-32.1443412654602,68.546885775771,4,252,CE,Courtauld Gletsjer,COURTAULD,33,150,4921
192,488572,-2300900,-33.0123722028987,68.5309830459458,13,62,CE,Apuseeq Qinnilik,UNNAMED_KANGER_W,33,216,2842
193,579225,-2301250,-30.8691389270122,68.3444257289418,15,75,CE,Sorgenfri Gletsjer,SORGENFRI,32,148,4408
194,493400,-2302900,-32.9034800685203,68.5042158433348,12,97,CE,Apuseeq Qinnilik,UNNAMED_KANGER_E,33,216,4238
195,-211611,-2306100,-50.2461282690066,68.8558950850358,21,219,CW,Saqqarliup Sermia,SAQQARLIUP_ALANGORLIUP,62,1,3978
197,553316,-2309800,-31.5280894193404,68.3252449637205,21,100,CE,Frederiksborg Gletsjer,FREDERIKSBORG_GLETSCHER,32,149,5349
200,512700,-2335536,-32.617313388309,68.1837128415269,22,254,CE,Frederiksborg Gletsjer,UNNAMED_DECEPTION_N,33,154,22965
201,524914,-2339100,-32.3509302872182,68.1288145366555,8,254,CE,Frederiksborg Gletsjer,UNNAMED_DECEPTION_N,33,154,10548
202,531266,-2340900,-32.2112687362282,68.100604898173,16,254,CE,Frederiksborg Gletsjer,UNNAMED_DECEPTION_N,33,154,4753
203,525818,-2361100,-32.441957495516,67.9355416714531,19,249,CE,Frederiksborg Gletsjer,POLARIC-DECEPTION_O_N,33,155,5844
204,520425,-2363600,-32.580133899163,67.9233289307932,7,249,CE,Frederiksborg Gletsjer,POLARIC-DECEPTION_O_N,33,155,6270
205,516157,-2369985,-32.7131633730537,67.8777638772391,26,249,CE,Frederiksborg Gletsjer,POLARIC-DECEPTION_O_N,33,156,4566
206,493300,-2383433,-33.3057953961827,67.8014632411293,13,124,CE,Apuseeq Qinnilik,UNNAMED_POLARIC_S,33,158,5219
207,487588,-2384900,-33.4461778303611,67.7996569927009,12,124,CE,Apuseeq Qinnilik,UNNAMED_POLARIC_S,33,158,5214
208,485700,-2390900,-33.5158282221392,67.7505091399459,5,124,CE,Apuseeq Qinnilik,UNNAMED_POLARIC_S,33,158,6350
209,490400,-2404150,-33.4673587915465,67.6268493194708,10,95,CE,Apuseeq Qinnilik,UNNAMED_DECEPTION_O_CN_CS,33,159,3818
210,488586,-2409021,-33.5363471542595,67.5867944258906,48,95,CE,Apuseeq Qinnilik,UNNAMED_DECEPTION_O_CN_CS,33,160,3558
211,486340,-2425140,-33.6599832811619,67.4511295381076,25,248,CE,K.J.V. Steenstrup Nordre Br,UNNAMED_UUNARTIT_ISLANDS,33,161,6398
212,483200,-2454620,-33.8606852166338,67.1982123825624,19,255,CE,K.J.V. Steenstrup Nordre Br,KRUUSE_FJORD,33,162,4849
213,472066,-2475300,-34.201088574835,67.0374679027255,18,255,CE,K.J.V. Steenstrup Nordre Br,KRUUSE_FJORD,33,162,28167
214,472400,-2479133,-34.2083355924038,67.0036504176881,10,255,CE,K.J.V. Steenstrup Nordre Br,KRUUSE_FJORD,33,217,29213
215,476100,-2484728,-34.1519908666903,66.948805774277,9,123,CE,K.J.V. Steenstrup Nordre Br,LAUBE_GLETSCHER,33,217,23736
216,471500,-2505500,-34.3415329707322,66.7750315806551,5,122,CE,K.J.V. Steenstrup Nordre Br,UNNAMED_LAUBE_S,33,217,3475
218,462600,-2506850,-34.5417490382384,66.7771252263688,6,122,CE,K.J.V. Steenstrup Nordre Br,UNNAMED_LAUBE_S,33,217,11025
223,474066,-2508566,-34.2966370983939,66.7445970534002,10,122,CE,K.J.V. Steenstrup Nordre Br,UNNAMED_LAUBE_S,33,217,591
224,461130,-2530807,-34.6738484339235,66.5702773559191,32,96,CE,K.J.V. Steenstrup Nordre Br,KIV_STEENSTRUP_NODRE_BRAE,41,164,4255
225,456700,-2540633,-34.8089373057667,66.4917219792109,11,236,CE,K.J.V. Steenstrup Nordre Br,KIV_STEENSTRUP_SONDRE_BRAE,41,166,6258
226,439828,-2547300,-35.2013605925724,66.4599462202459,10,259,SE,K.J.V. Steenstrup Nordre Br,NIGERTULUUP_KATTILERTARPIA,41,168,9775
227,402100,-2552460,-36.0470373652485,66.4690453031307,12,257,SE,Champs Elysees Gletsjer,GLACIERDEFRANCE,41,169,6047
228,369242,-2552300,-36.7662906550172,66.5142406508477,19,94,SE,Franche Comt Gletsjer,MIDGARDGLETSCHER,41,173,7045
229,376700,-2564500,-36.643016002671,66.3977678015972,3,94,SE,Nigertiip Apusiia,MIDGARDGLETSCHER,41,173,7293
230,333800,-2570000,-37.5973070564107,66.4006007036089,18,93,SE,Apuseerajik,FENRISGLETSCHER,41,174,4931
231,304157,-2576528,-38.2682399954007,66.376800883344,36,63,SE,Helheim Gletsjer,HELHEIMGLETSCHER,41,175,3604
235,296530,-2618223,-38.5389406876314,66.0168001051388,35,199,SE,Kangertsivala Apusiia,HEIM_GLETSCHER,41,175,42202
236,298000,-2630050,-38.533273284993,65.9114559432012,9,200,SE,Kangertivala Apusiiala Qeqqarterpaartaa,BRCKNER_GLETSCHER,41,175,53418
237,263160,-2647420,-39.3245281471861,65.7911482217013,49,186,SE,Bussemandgletsjer,NONAME_IKERTIVAQ_N,42,176,18786
238,245054,-2659911,-39.735080976255,65.6971791912704,94,64,SE,Bussemandgletsjer,IKERTIVAQ_NN,42,176,4000
239,228216,-2677148,-40.1255279647012,65.5588787728007,181,212,SE,Apuseeq,IKERTIVAQ_M,42,180,5395
240,234200,-2696300,-40.0335027379537,65.3853663810802,3,188,SE,Apuseeq,NONAME_IKERTIVAQ_S,42,218,3223
243,231144,-2711477,-40.1283424738713,65.2540969980496,26,88,SE,Apuseeq,SE_NONAME1,42,218,15197
244,203922,-2715831,-40.7064125400151,65.2345649872225,68,68,SE,Apuseeq,KOGE_BUGT_N,42,181,3431
245,184648,-2721853,-41.1179885553907,65.1938280563378,105,106,SE,Apuseeq,KOGE_BUGT_C,42,182,3311
246,178833,-2735433,-41.2581940131809,65.0775153990585,26,189,SE,Apuseeq,KOGE_BUGT_S,42,183,9673
251,179764,-2742868,-41.2516214965435,65.0119332884544,52,189,SE,Apuseeq,KOGE_BUGT_S,42,183,2509
252,179581,-2753445,-41.2701585021788,64.918793285105,16,189,SE,Apuseeq,KOGE_BUGT_S,42,183,8882
254,184400,-2761075,-41.1770831644647,64.8490524238475,10,67,SE,Apuseeq,KOGE_BUGT_SS,42,184,5454
257,187240,-2763260,-41.1223183153705,64.8280526894185,15,67,SE,Apuseeq,KOGE_BUGT_SS,42,184,4623
258,188400,-2766250,-41.1017693357305,64.8009624098218,13,67,SE,Apuseerserpia,KOGE_BUGT_SS,42,184,7093
259,198000,-2773825,-40.9150700368585,64.7282842360896,12,190,SE,Puisertoq,UMIIVIK_FJORD,42,185,4491
260,199100,-2775500,-40.8968774823889,64.7135981298602,3,190,SE,Puisertoq,UMIIVIK_FJORD,42,185,4535
262,-236900,-2778000,-49.8747753049798,64.6646959813369,20,14,SW,Narsap Sermia,NARSAP_SERMIA,62,209,7372
263,203666,-2779166,-40.8078265115582,64.6790443332986,14,190,SE,Puisertoq,UMIIVIK_FJORD,42,219,3266
264,208500,-2796100,-40.7353956150582,64.5266616358811,25,190,SE,Puisertoq,UMIIVIK_FJORD,42,186,4563
266,206100,-2803340,-40.7951013898796,64.4650282647005,14,190,SE,Puisertoq,UMIIVIK_FJORD,42,186,6880
270,-222600,-2813250,-49.5227040069202,64.3663048817795,15,15,SW,Akullersuup Sermia,AKULLERSUUP-QAMANAARSUUP,61,208,4758
