=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 51
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-09-26 05:06:00 UTC
latitude:  69.0960518
longitude: -51.975719
ttf:       0
nsat:      4
min snr:   28
mean snr:  36
max snr:   43
hdop:      2.7

fix kind:  DiveEnd
fix time:  2021-10-01 07:44:00 UTC
latitude:  69.0985141
longitude: -51.9722853
ttf:       80
nsat:      9
min snr:   0
mean snr:  26
max snr:   39
hdop:      0.8

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
║        468.9200 │             2.5870 │        34.1950 │         197400 ║
║        468.9200 │             2.5900 │        34.1940 │         199200 ║
║        468.8800 │             2.5900 │        34.1930 │         201000 ║
║        468.8000 │             2.5910 │        34.1960 │         202800 ║
║        468.7600 │             2.5910 │        34.1960 │         204600 ║
║        468.6800 │             2.5910 │        34.1950 │         206400 ║
║        468.6000 │             2.5900 │        34.1940 │         208200 ║
║        468.5200 │             2.5900 │        34.1940 │         210000 ║
║        468.4400 │             2.5860 │        34.1920 │         211800 ║
║        468.3600 │             2.5840 │        34.1900 │         213600 ║
║        468.3200 │             2.5850 │        34.1920 │         215400 ║
║        468.2400 │             2.5740 │        34.1900 │         217200 ║
║        468.2400 │             2.5800 │        34.1930 │         219000 ║
║        468.2000 │             2.5840 │        34.1910 │         220800 ║
║        468.2000 │             2.5790 │        34.1900 │         222600 ║
║        468.2000 │             2.5760 │        34.1900 │         224400 ║
║        468.2400 │             2.5730 │        34.1900 │         226200 ║
║        468.2800 │             2.5720 │        34.1900 │         228000 ║
║        468.2800 │             2.5720 │        34.1900 │         229800 ║
║        468.3200 │             2.5680 │        34.1880 │         231600 ║
║        468.3600 │             2.5690 │        34.1860 │         233400 ║
║        468.3600 │             2.5710 │        34.1890 │         235200 ║
║        468.4000 │             2.5740 │        34.1880 │         237000 ║
║        468.4000 │             2.5710 │        34.1860 │         238800 ║
║        468.3600 │             2.5710 │        34.1880 │         240600 ║
║        468.3200 │             2.5690 │        34.1870 │         242400 ║
║        468.2800 │             2.5660 │        34.1880 │         244200 ║
║        468.2400 │             2.5680 │        34.1860 │         246000 ║
║        468.1600 │             2.5690 │        34.1870 │         247800 ║
║        468.1200 │             2.5780 │        34.1830 │         249600 ║
║        468.0800 │             2.5800 │        34.1870 │         251400 ║
║        468.0000 │             2.5820 │        34.1910 │         253200 ║
║        467.9600 │             2.5850 │        34.1940 │         255000 ║
║        467.9200 │             2.5820 │        34.1900 │         256800 ║
║        467.8800 │             2.5850 │        34.1880 │         258600 ║
║        467.8800 │             2.5910 │        34.1910 │         260400 ║
║        467.8800 │             2.5990 │        34.1950 │         262200 ║
║        467.8800 │             2.6030 │        34.1940 │         264000 ║
║        467.9200 │             2.6050 │        34.1950 │         265800 ║
║        467.9600 │             2.6070 │        34.1950 │         267600 ║
║        468.0400 │             2.6070 │        34.1970 │         269400 ║
║        468.1200 │             2.6100 │        34.1970 │         271200 ║
║        468.2000 │             2.6110 │        34.1950 │         273000 ║
║        468.3200 │             2.6110 │        34.1950 │         274800 ║
║        468.4400 │             2.6130 │        34.1940 │         276600 ║
║        468.5200 │             2.6120 │        34.1940 │         278400 ║
║        468.6400 │             2.6120 │        34.1930 │         280200 ║
║        468.7200 │             2.6120 │        34.1950 │         282000 ║
║        468.8000 │             2.6070 │        34.1970 │         283800 ║
║        468.8800 │             2.6100 │        34.1950 │         285600 ║
║        468.9200 │             2.6130 │        34.1950 │         287400 ║
║        468.9200 │             2.6150 │        34.1950 │         289200 ║
║        468.8800 │             2.6180 │        34.1940 │         291000 ║
║        468.8800 │             2.6190 │        34.1950 │         292800 ║
║        468.8400 │             2.6200 │        34.1960 │         294600 ║
║        468.7600 │             2.6220 │        34.1960 │         296400 ║
║        468.7200 │             2.6220 │        34.1970 │         298200 ║
║        468.6400 │             2.6220 │        34.1570 │         300000 ║
║        468.5600 │             2.6220 │        34.1950 │         301800 ║
║        468.4800 │             2.6230 │        34.1910 │         303600 ║
║        468.4400 │             2.6220 │        34.1880 │         305400 ║
║        468.3600 │             2.6190 │        34.1960 │         307200 ║
║        468.3200 │             2.6220 │        34.1960 │         309000 ║
║        468.2800 │             2.6240 │        34.1980 │         310800 ║
║        468.2400 │             2.6250 │        34.1970 │         312600 ║
║        468.2400 │             2.6240 │        34.1970 │         314400 ║
║        468.2000 │             2.6240 │        34.1960 │         316200 ║
║        468.2000 │             2.6240 │        34.1950 │         318000 ║
║        468.2000 │             2.6250 │        34.1970 │         319800 ║
║        468.2000 │             2.6250 │        34.1960 │         321600 ║
║        468.2000 │             2.6250 │        34.1970 │         323400 ║
║        468.2000 │             2.6240 │        34.1950 │         325200 ║
║        468.2000 │             2.6240 │        34.1950 │         327000 ║
║        468.2000 │             2.6230 │        34.1940 │         328800 ║
║        468.2000 │             2.6210 │        34.1950 │         330600 ║
║        468.2000 │             2.6210 │        34.1960 │         332400 ║
║        468.2000 │             2.6200 │        34.1940 │         334200 ║
║        468.1600 │             2.6200 │        34.1960 │         336000 ║
║        468.1600 │             2.6200 │        34.1950 │         337800 ║
║        468.1600 │             2.6200 │        34.1960 │         339600 ║
║        468.1600 │             2.6190 │        34.1940 │         341400 ║
║        468.1200 │             2.6200 │        34.1930 │         343200 ║
║        468.0800 │             2.6190 │        34.1960 │         345000 ║
║        468.0400 │             2.6200 │        34.1930 │         346800 ║
║        468.0000 │             2.6210 │        34.1920 │         348600 ║
║        467.9600 │             2.6210 │        34.1930 │         350400 ║
║        467.9200 │             2.6220 │        34.1940 │         352200 ║
║        467.9600 │             2.6220 │        34.1940 │         354000 ║
║        467.9600 │             2.6230 │        34.1950 │         355800 ║
║        467.9600 │             2.6230 │        34.1940 │         357600 ║
║        468.0400 │             2.6220 │        34.1920 │         359400 ║
║        468.1200 │             2.6230 │        34.1930 │         361200 ║
║        468.2000 │             2.6220 │        34.1940 │         363000 ║
║        468.2800 │             2.6210 │        34.1930 │         364800 ║
║        468.3600 │             2.6200 │        34.1940 │         366600 ║
║        468.4800 │             2.6190 │        34.1930 │         368400 ║
║        468.5600 │             2.6210 │        34.1940 │         370200 ║
║        468.6400 │             2.6210 │        34.1930 │         372000 ║
║        468.7200 │             2.6200 │        34.1950 │         373800 ║
║        468.8000 │             2.6090 │        34.1690 │         375600 ║
║        468.8800 │             2.6080 │        34.1880 │         377400 ║
║        468.9600 │             2.6040 │        34.1890 │         379200 ║
║        468.9600 │             2.6060 │        34.1910 │         381000 ║
║        468.9600 │             2.6110 │        34.1870 │         382800 ║
║        468.9200 │             2.6090 │        34.1880 │         384600 ║
║        468.8800 │             2.6070 │        34.1910 │         386400 ║
║        468.8000 │             2.6080 │        34.1890 │         388200 ║
║        468.7200 │             2.6090 │        34.1900 │         390000 ║
║        468.6400 │             2.6150 │        34.1890 │         391800 ║
║        468.5600 │             2.6190 │        34.1920 │         393600 ║
║        468.4800 │             2.6200 │        34.1930 │         395400 ║
║        468.3600 │             2.6170 │        34.1930 │         397200 ║
║        468.2800 │             2.6180 │        34.1940 │         399000 ║
║        468.2400 │             2.6190 │        34.1920 │         400800 ║
║        468.1600 │             2.6200 │        34.1920 │         402600 ║
║        468.1200 │             2.6210 │        34.1930 │         404400 ║
║        468.0800 │             2.6220 │        34.1920 │         406200 ║
║        468.0400 │             2.6230 │        34.1920 │         408000 ║
║        468.0000 │             2.6230 │        34.1930 │         409800 ║
║        468.0400 │             2.6230 │        34.1940 │         411600 ║
║        468.0400 │             2.6230 │        34.1940 │         413400 ║
║        468.0400 │             2.6230 │        34.1930 │         415200 ║
║        468.0800 │             2.6220 │        34.1940 │         417000 ║
║        468.1200 │             2.6220 │        34.1950 │         418800 ║
╚═════════════════╧════════════════════╧════════════════╧════════════════╝


ascending: binned:
╔═════════════════╤════════════════════╤════════════════╤══════════════╗
║ pressure (dBar) │ temperature (degC) │ salinity (psu) │ tcond (degC) ║
╟─────────────────┼────────────────────┼────────────────┼──────────────╢
║        468.3600 │             2.6230 │        34.1950 │       2.6290 ║
║        467.5600 │             2.6220 │        34.1980 │       2.6540 ║
║        466.4800 │             2.6210 │        34.2040 │       2.6540 ║
║        465.5200 │             2.6210 │        34.2050 │       2.6540 ║
║        464.6000 │             2.6190 │        34.2060 │       2.6650 ║
║        463.4800 │             2.6190 │        34.2060 │       2.6210 ║
║        462.5200 │             2.6170 │        34.2050 │       2.6540 ║
║        461.5600 │             2.6170 │        34.2050 │       2.7410 ║
║        460.4800 │             2.6170 │        34.2060 │       2.5880 ║
