=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 75
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2022-01-27 00:26:00 UTC
latitude:  69.0927636
longitude: -51.9948815
ttf:       0
nsat:      5
min snr:   33
mean snr:  37
max snr:   39
hdop:      1.4

fix kind:  DiveEnd
fix time:  2022-02-01 03:06:00 UTC
latitude:  69.0941974
longitude: -51.9951286
ttf:       170
nsat:      3
min snr:   26
mean snr:  35
max snr:   41
hdop:      2.3

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1643243226 │         -0.0400 │ descent start ║
║ 1643243660 │         10.1600 │       descent ║
║ 1643243737 │         20.0800 │       descent ║
║ 1643243811 │         30.0000 │       descent ║
║ 1643243886 │         40.1200 │       descent ║
║ 1643243961 │         50.1200 │       descent ║
║ 1643243964 │         50.5200 │  descent pump ║
║ 1643244036 │         60.0800 │       descent ║
║ 1643244112 │         70.0400 │       descent ║
║ 1643244190 │         80.0800 │       descent ║
║ 1643244266 │         90.0400 │       descent ║
║ 1643244344 │        100.0000 │       descent ║
║ 1643244423 │        110.0400 │       descent ║
║ 1643244505 │        120.0800 │       descent ║
║ 1643244589 │        130.0800 │       descent ║
║ 1643244674 │        140.1200 │       descent ║
║ 1643244758 │        150.0400 │       descent ║
║ 1643244839 │        160.0400 │       descent ║
║ 1643244920 │        170.0800 │       descent ║
║ 1643245004 │        180.0400 │       descent ║
║ 1643245087 │        190.0400 │       descent ║
║ 1643245169 │        200.0000 │       descent ║
║ 1643245251 │        210.0400 │       descent ║
║ 1643245334 │        220.0000 │       descent ║
║ 1643245416 │        230.0000 │       descent ║
║ 1643245499 │        240.0400 │       descent ║
║ 1643245585 │        250.0000 │       descent ║
║ 1643245670 │        260.0400 │       descent ║
║ 1643245755 │        270.0000 │       descent ║
║ 1643245771 │        271.8000 │  descent seek ║
║ 1643246118 │        313.7200 │       descent ║
║ 1643246199 │        323.0000 │       descent ║
║ 1643246285 │        333.0000 │       descent ║
║ 1643246371 │        343.0000 │       descent ║
║ 1643246459 │        353.0800 │       descent ║
║ 1643246546 │        363.0800 │       descent ║
║ 1643246635 │        373.0400 │       descent ║
║ 1643246724 │        383.0400 │       descent ║
║ 1643246813 │        393.0400 │       descent ║
║ 1643246902 │        403.0800 │       descent ║
║ 1643246989 │        413.0800 │       descent ║
║ 1643247077 │        423.0800 │       descent ║
║ 1643247163 │        433.0400 │       descent ║
║ 1643247249 │        443.0800 │       descent ║
║ 1643247849 │        451.5200 │       descent ║
║ 1643248449 │        451.5600 │       descent ║
║ 1643249049 │        451.6000 │       descent ║
║ 1643249649 │        451.6400 │       descent ║
║ 1643249719 │        451.6400 │  descent seek ║
║ 1643250249 │        451.6400 │       descent ║
║ 1643250849 │        451.6800 │       descent ║
║ 1643251449 │        451.7200 │       descent ║
║ 1643252049 │        451.7600 │       descent ║
║ 1643252649 │        451.8000 │       descent ║
║ 1643253249 │        451.8800 │       descent ║
║ 1643253351 │        451.8800 │  descent seek ║
║ 1643253849 │        451.9200 │       descent ║
║ 1643254449 │        451.9600 │       descent ║
║ 1643255049 │        452.0000 │       descent ║
║ 1643255649 │        452.0400 │       descent ║
║ 1643256249 │        452.1200 │       descent ║
║ 1643256849 │        452.1600 │       descent ║
║ 1643257449 │        452.2000 │       descent ║
║ 1643258049 │        452.2400 │       descent ║
║ 1643258649 │        452.3200 │       descent ║
║ 1643259249 │        452.3600 │       descent ║
║ 1643259849 │        452.4000 │       descent ║
║ 1643260449 │        452.4400 │       descent ║
║ 1643260583 │        452.4800 │       descent ║
║ 1643681790 │        452.4800 │  ascent start ║
║ 1643682166 │        442.8800 │        ascent ║
║ 1643682241 │        432.9200 │        ascent ║
║ 1643682315 │        422.8400 │        ascent ║
║ 1643682379 │        413.0000 │        ascent ║
║ 1643682445 │        402.9200 │        ascent ║
║ 1643682511 │        392.7600 │        ascent ║
║ 1643682570 │        382.8800 │        ascent ║
║ 1643682627 │        372.9200 │        ascent ║
║ 1643682686 │        362.8000 │        ascent ║
║ 1643682743 │        352.9600 │        ascent ║
║ 1643682797 │        342.7600 │        ascent ║
║ 1643682849 │        332.7600 │        ascent ║
║ 1643682901 │        322.8000 │        ascent ║
║ 1643682953 │        312.7200 │        ascent ║
║ 1643683000 │        303.0000 │        ascent ║
║ 1643683049 │        292.7600 │        ascent ║
║ 1643683097 │        282.8800 │        ascent ║
║ 1643683146 │        272.7600 │        ascent ║
║ 1643683192 │        262.8800 │        ascent ║
║ 1643683238 │        252.6800 │        ascent ║
║ 1643683282 │        242.9200 │        ascent ║
║ 1643683326 │        232.9600 │        ascent ║
║ 1643683371 │        222.9600 │        ascent ║
║ 1643683417 │        212.6800 │        ascent ║
║ 1643683461 │        202.8800 │        ascent ║
║ 1643683507 │        192.7200 │        ascent ║
║ 1643683551 │        182.9200 │        ascent ║
