=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 63
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-11-26 14:30:00 UTC
latitude:  69.094428
longitude: -51.9750316
ttf:       0
nsat:      5
min snr:   32
mean snr:  39
max snr:   43
hdop:      3.1

fix kind:  DiveEnd
fix time:  2021-12-01 17:05:00 UTC
latitude:  69.0954621
longitude: -51.9715723
ttf:       130
nsat:      5
min snr:   0
mean snr:  32
max snr:   44
hdop:      1.6

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1637937084 │          0.0400 │ descent start ║
║ 1637937474 │         10.2400 │       descent ║
║ 1637937540 │         20.0000 │       descent ║
║ 1637937609 │         30.2000 │       descent ║
║ 1637937673 │         40.2400 │       descent ║
║ 1637937738 │         50.2000 │       descent ║
║ 1637937741 │         50.6400 │  descent pump ║
║ 1637937807 │         60.0400 │       descent ║
║ 1637937881 │         70.0800 │       descent ║
║ 1637937959 │         80.0400 │       descent ║
║ 1637938040 │         90.0800 │       descent ║
║ 1637938120 │        100.0800 │       descent ║
║ 1637938200 │        110.0800 │       descent ║
║ 1637938277 │        120.0800 │       descent ║
║ 1637938353 │        130.0400 │       descent ║
║ 1637938429 │        140.1200 │       descent ║
║ 1637938504 │        150.0400 │       descent ║
║ 1637938581 │        160.1200 │       descent ║
║ 1637938658 │        170.1200 │       descent ║
║ 1637938736 │        180.0000 │       descent ║
║ 1637938815 │        190.0000 │       descent ║
║ 1637938898 │        200.0400 │       descent ║
║ 1637938983 │        210.0000 │       descent ║
║ 1637939072 │        220.0000 │       descent ║
║ 1637939164 │        230.0000 │       descent ║
║ 1637939256 │        240.0000 │       descent ║
║ 1637939347 │        250.0800 │       descent ║
║ 1637939438 │        260.0800 │       descent ║
║ 1637939527 │        270.0000 │       descent ║
║ 1637939548 │        272.3200 │  descent seek ║
║ 1637939895 │        314.4800 │       descent ║
║ 1637939973 │        324.0000 │       descent ║
║ 1637940055 │        334.0800 │       descent ║
║ 1637940137 │        344.0800 │       descent ║
║ 1637940218 │        354.0000 │       descent ║
║ 1637940301 │        364.0000 │       descent ║
║ 1637940384 │        374.0800 │       descent ║
║ 1637940467 │        384.0000 │       descent ║
║ 1637940551 │        394.0400 │       descent ║
║ 1637940634 │        404.0400 │       descent ║
║ 1637940718 │        414.0000 │       descent ║
║ 1637940804 │        424.0400 │       descent ║
║ 1637940889 │        434.0400 │       descent ║
║ 1637940977 │        444.0800 │       descent ║
║ 1637941065 │        454.0400 │       descent ║
║ 1637941153 │        464.0400 │       descent ║
║ 1637941753 │        469.9600 │       descent ║
║ 1637942353 │        469.9600 │       descent ║
║ 1637942953 │        469.9600 │       descent ║
║ 1637943496 │        470.0000 │  descent seek ║
║ 1637943553 │        469.9600 │       descent ║
║ 1637944153 │        470.0000 │       descent ║
║ 1637944753 │        470.0000 │       descent ║
║ 1637945353 │        469.9600 │       descent ║
║ 1637945953 │        469.9600 │       descent ║
║ 1637946553 │        469.9600 │       descent ║
║ 1637947128 │        469.9200 │  descent seek ║
║ 1637947153 │        469.9200 │       descent ║
║ 1637947753 │        469.9200 │       descent ║
║ 1637948353 │        469.8800 │       descent ║
║ 1637948953 │        469.8400 │       descent ║
║ 1637949553 │        469.8400 │       descent ║
║ 1637950153 │        469.8000 │       descent ║
║ 1637950753 │        469.7600 │       descent ║
║ 1637951353 │        469.7600 │       descent ║
║ 1637951953 │        469.7200 │       descent ║
║ 1637952553 │        469.6800 │       descent ║
║ 1637953153 │        469.6400 │       descent ║
║ 1637953753 │        469.6000 │       descent ║
║ 1637954353 │        469.5600 │       descent ║
║ 1637954360 │        469.5600 │       descent ║
║ 1638375567 │        468.6000 │  ascent start ║
║ 1638375959 │        458.9200 │        ascent ║
║ 1638376034 │        449.0000 │        ascent ║
║ 1638376107 │        438.8400 │        ascent ║
║ 1638376171 │        428.8000 │        ascent ║
║ 1638376233 │        418.8800 │        ascent ║
║ 1638376296 │        408.9600 │        ascent ║
║ 1638376353 │        398.9200 │        ascent ║
║ 1638376410 │        388.8400 │        ascent ║
║ 1638376468 │        378.8000 │        ascent ║
