=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 53
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-10-06 10:39:00 UTC
latitude:  69.1013004
longitude: -51.9711185
ttf:       0
nsat:      5
min snr:   37
mean snr:  40
max snr:   44
hdop:      1.5

fix kind:  DiveEnd
fix time:  2021-10-11 13:14:00 UTC
latitude:  69.1023087
longitude: -51.9674254
ttf:       50
nsat:      7
min snr:   0
mean snr:  34
max snr:   45
hdop:      1.2

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1633516811 │          0.0400 │ descent start ║
║ 1633517163 │         10.0800 │       descent ║
║ 1633517228 │         20.0800 │       descent ║
║ 1633517291 │         30.0000 │       descent ║
║ 1633517360 │         40.0800 │       descent ║
║ 1633517433 │         50.1200 │       descent ║
║ 1633517436 │         50.5200 │  descent pump ║
║ 1633517524 │         60.0400 │       descent ║
║ 1633517619 │         70.0800 │       descent ║
║ 1633517709 │         80.0000 │       descent ║
║ 1633517796 │         90.0400 │       descent ║
║ 1633517888 │        100.0800 │       descent ║
║ 1633517983 │        110.0400 │       descent ║
║ 1633518084 │        120.0000 │       descent ║
║ 1633518186 │        130.0800 │       descent ║
║ 1633518286 │        140.0400 │       descent ║
║ 1633518384 │        150.0800 │       descent ║
║ 1633518481 │        160.0800 │       descent ║
║ 1633518579 │        170.0400 │       descent ║
║ 1633518676 │        180.0800 │       descent ║
║ 1633518772 │        190.0400 │       descent ║
║ 1633518871 │        200.0400 │       descent ║
║ 1633518970 │        210.0000 │       descent ║
║ 1633519072 │        220.0400 │       descent ║
║ 1633519176 │        230.0000 │       descent ║
║ 1633519243 │        236.3600 │  descent seek ║
║ 1633519591 │        270.2000 │       descent ║
║ 1633519692 │        280.0400 │       descent ║
║ 1633519793 │        290.0000 │       descent ║
║ 1633519895 │        300.0800 │       descent ║
║ 1633519995 │        310.0400 │       descent ║
║ 1633520094 │        320.0800 │       descent ║
║ 1633520198 │        330.0400 │       descent ║
║ 1633520300 │        340.0400 │       descent ║
║ 1633520400 │        350.0000 │       descent ║
