MESSAGE,TIME,PRESSURE,TEMP,SALINITY,CONDUCTIVITY,INTERNAL_TEMP
LGR_CP_PTSCI,20201029T055421,341.59799,2.57626,34.17695,30.77301,2.59921
LGR_CP_PTSCI,20201029T061706,338.99896,2.57465,34.17858,30.77177,2.57812
LGR_CP_PTSCI,20201029T061733,337.00192,2.57333,34.17866,30.76981,2.54987
LGR_CP_PTSCI,20201029T061757,335.00745,2.57257,34.17849,30.76812,2.59058
LGR_CP_PTSCI,20201029T061817,333.01151,2.57080,34.17774,30.76509,2.60361
LGR_CP_PTSCI,20201029T061837,331.02121,2.56534,34.17311,30.75570,2.65588
LGR_CP_PTSCI,20201029T061857,329.04239,2.56219,34.17009,30.74964,2.60281
LGR_CP_PTSCI,20201029T061918,327.03452,2.56000,34.16772,30.74492,2.65051
LGR_CP_PTSCI,20201029T061939,325.03131,2.55960,34.16764,30.74362,2.63571
LGR_CP_PTSCI,20201029T062001,323.02505,2.55872,34.16674,30.74122,2.58820
LGR_CP_PTSCI,20201029T062023,321.00739,2.55341,34.16227,30.73209,2.64954
LGR_CP_PTSCI,20201029T062045,318.99158,2.55005,34.15989,30.72635,2.60800
LGR_CP_PTSCI,20201029T062107,316.97369,2.54532,34.15643,30.71855,2.57233
LGR_CP_PTSCI,20201029T062129,314.97437,2.54410,34.15556,30.71589,2.60071
LGR_CP_PTSCI,20201029T062150,313.01077,2.54379,34.15496,30.71426,2.56754
LGR_CP_PTSCI,20201029T062211,311.01321,2.54333,34.15363,30.71189,2.61392
LGR_CP_PTSCI,20201029T062233,309.01199,2.54291,34.15258,30.70977,2.58206
LGR_CP_PTSCI,20201029T062254,307.03787,2.54147,34.15126,30.70658,2.55249
LGR_CP_PTSCI,20201029T062316,304.99277,2.54047,34.14927,30.70318,2.61273
LGR_CP_PTSCI,20201029T062339,302.96704,2.53894,34.14862,30.70042,2.57431
LGR_CP_PTSCI,20201029T062401,300.99789,2.53677,34.14797,30.69714,2.57034
LGR_CP_PTSCI,20201029T062423,298.98703,2.53592,34.14730,30.69495,2.54828
LGR_CP_PTSCI,20201029T062446,296.97409,2.53284,34.14637,30.69063,2.59610
LGR_CP_PTSCI,20201029T062508,295.01279,2.53201,34.14488,30.68783,2.58026
LGR_CP_PTSCI,20201029T062530,293.03601,2.53238,34.14452,30.68697,2.55399
LGR_CP_PTSCI,20201029T062553,290.99899,2.53116,34.14341,30.68410,2.56802
LGR_CP_PTSCI,20201029T062617,288.98035,2.52939,34.14236,30.68081,2.55966
LGR_CP_PTSCI,20201029T062640,286.99939,2.52835,34.14241,30.67908,2.55399
LGR_CP_PTSCI,20201029T062703,285.01205,2.52713,34.14190,30.67671,2.58429
LGR_CP_PTSCI,20201029T062726,283.01108,2.52307,34.13974,30.67055,2.62219
LGR_CP_PTSCI,20201029T062749,281.00323,2.52090,34.13781,30.66621,2.54852
LGR_CP_PTSCI,20201029T062811,279.01599,2.52078,34.13711,30.66464,2.57431
LGR_CP_PTSCI,20201029T062833,277.03186,2.52063,34.13668,30.66328,2.57233
LGR_CP_PTSCI,20201029T062855,275.00113,2.51962,34.13622,30.66112,2.58429
LGR_CP_PTSCI,20201029T062918,272.98651,2.51874,34.13581,30.65912,2.58423
LGR_CP_PTSCI,20201029T062940,271.02637,2.51682,34.13480,30.65576,2.56638
LGR_CP_PTSCI,20201029T063002,269.01871,2.51440,34.13377,30.65194,2.53879
LGR_CP_PTSCI,20201029T063025,266.98587,2.51163,34.13207,30.64725,2.55206
LGR_CP_PTSCI,20201029T063048,265.00290,2.51099,34.13138,30.64524,2.53311
LGR_CP_PTSCI,20201029T063111,263.02789,2.51151,34.13143,30.64485,2.53531
LGR_CP_PTSCI,20201029T063135,261.01825,2.50891,34.13081,30.64120,2.58792
LGR_CP_PTSCI,20201029T063200,258.99802,2.50586,34.12748,30.63496,2.56775
LGR_CP_PTSCI,20201029T063226,256.97699,2.50647,34.12011,30.62860,2.56271
LGR_CP_PTSCI,20201029T063252,254.96945,2.50253,34.10726,30.61388,2.55551
LGR_CP_PTSCI,20201029T063319,252.99115,2.49609,34.10293,30.60393,2.52390
LGR_CP_PTSCI,20201029T063347,251.00406,2.47992,34.09442,30.58217,2.54257
LGR_CP_PTSCI,20201029T063416,249.00720,2.45175,34.06495,30.53310,2.53323
LGR_CP_PTSCI,20201029T063444,246.99826,2.44220,34.04796,30.51022,2.54117
LGR_CP_PTSCI,20201029T063515,244.98776,2.43729,34.03927,30.49804,2.52893
LGR_CP_PTSCI,20201029T063547,242.97717,2.43314,34.02742,30.48397,2.51263
LGR_CP_PTSCI,20201029T063622,240.96088,2.42932,34.01311,30.46820,2.51501
LGR_CP_PTSCI,20201029T063700,238.99728,2.42770,34.00444,30.45892,2.48773
LGR_CP_PTSCI,20201029T063739,237.00653,2.42746,33.99623,30.45118,2.51349
LGR_CP_PTSCI,20201029T063812,234.98251,2.42883,33.98126,30.43934,2.47217
LGR_CP_PTSCI,20201029T063843,233.01477,2.43439,33.95974,30.42583,2.48438
LGR_CP_PTSCI,20201029T063913,231.00073,2.43707,33.95357,30.42225,2.50061
LGR_CP_PTSCI,20201029T063939,229.01514,2.44254,33.94635,30.42020,2.47876
LGR_CP_PTSCI,20201029T064005,227.01590,2.46155,33.91726,30.41210,2.50940
LGR_CP_PTSCI,20201029T064030,225.02219,2.46408,33.90295,30.40180,2.48898
LGR_CP_PTSCI,20201029T064052,223.04169,2.47473,33.89190,30.40111,2.53012
LGR_CP_PTSCI,20201029T064113,221.00439,2.54550,33.84566,30.42348,2.51282
LGR_CP_PTSCI,20201029T064135,218.95895,2.60349,33.81067,30.44391,2.54062
LGR_CP_PTSCI,20201029T064157,216.97311,2.68942,33.77877,30.49084,2.53464
LGR_CP_PTSCI,20201029T064219,214.98953,2.72079,33.77223,30.51154,2.53531
LGR_CP_PTSCI,20201029T064243,212.99118,2.73712,33.76571,30.51934,2.54987
LGR_CP_PTSCI,20201029T064307,211.00912,2.75122,33.75128,30.51879,2.57346
LGR_CP_PTSCI,20201029T064331,208.99756,2.77386,33.70892,30.50271,2.59427
LGR_CP_PTSCI,20201029T064358,206.97348,2.78104,33.70309,30.50319,2.62042
LGR_CP_PTSCI,20201029T064426,204.99866,2.79327,33.69675,30.50763,2.67795
LGR_CP_PTSCI,20201029T064454,203.01724,2.80063,33.69271,30.50974,2.69357
LGR_CP_PTSCI,20201029T064524,200.99988,2.80978,33.68727,30.51225,2.70181
LGR_CP_PTSCI,20201029T064556,199.00726,2.81171,33.68526,30.51137,2.77856
LGR_CP_PTSCI,20201029T064629,197.00375,2.83737,33.66803,30.51837,2.76984
LGR_CP_PTSCI,20201029T064705,195.00946,2.87192,33.64612,30.52915,2.78577
LGR_CP_PTSCI,20201029T064744,193.00299,2.89334,33.63461,30.53717,2.81763
LGR_CP_PTSCI,20201029T064824,190.98352,2.92581,33.61162,30.54525,2.85663
LGR_CP_PTSCI,20201029T064904,188.98444,2.95609,33.57872,30.54326,2.86957
LGR_CP_PTSCI,20201029T064946,187.05148,2.96283,33.57295,30.54344,2.89246
LGR_CP_PTSCI,20201029T065024,184.99225,2.97363,33.56555,30.54569,2.93100
LGR_CP_PTSCI,20201029T065100,183.02985,3.00784,33.52922,30.54423,2.93808
LGR_CP_PTSCI,20201029T065137,181.00244,3.01511,33.51412,30.53711,2.95212
LGR_CP_PTSCI,20201029T065207,178.99756,3.01620,33.51011,30.53385,2.98138
LGR_CP_PTSCI,20201029T065234,177.03244,3.02020,33.50386,30.53125,2.97485
LGR_CP_PTSCI,20201029T065259,175.03094,3.03427,33.48792,30.52927,3.00659
LGR_CP_PTSCI,20201029T065322,173.00195,3.05627,33.46730,30.53019,2.99277
LGR_CP_PTSCI,20201029T065346,170.98679,3.06369,33.46027,30.52984,3.01224
LGR_CP_PTSCI,20201029T065409,168.97797,3.06949,33.45243,30.52744,3.05026
LGR_CP_PTSCI,20201029T065433,166.97107,3.07370,33.44667,30.52541,3.03772
LGR_CP_PTSCI,20201029T065457,164.98621,3.08401,33.43632,30.52480,2.97659
LGR_CP_PTSCI,20201029T065521,162.97763,3.09595,33.42012,30.52073,3.04044
LGR_CP_PTSCI,20201029T065546,160.99213,3.10593,33.40647,30.51711,3.04733
LGR_CP_PTSCI,20201029T065611,159.00092,3.11053,33.39763,30.51287,3.05807
LGR_CP_PTSCI,20201029T065638,156.98853,3.12341,33.37730,30.50618,3.07880
LGR_CP_PTSCI,20201029T065705,155.00082,3.13660,33.35956,30.50189,3.07324
LGR_CP_PTSCI,20201029T065734,153.00909,3.15002,33.34129,30.49737,3.03842
LGR_CP_PTSCI,20201029T065804,150.98953,3.15073,33.34072,30.49659,3.06140
LGR_CP_PTSCI,20201029T065834,148.97897,3.15131,33.33971,30.49537,3.05853
LGR_CP_PTSCI,20201029T065904,146.99420,3.15164,33.33819,30.49352,3.06561
LGR_CP_PTSCI,20201029T065935,144.99707,3.15408,33.33322,30.49060,3.05630
LGR_CP_PTSCI,20201029T070008,142.97443,3.15811,33.32562,30.48685,3.05176
LGR_CP_PTSCI,20201029T070043,140.97250,3.16327,33.31646,30.48279,3.06403
LGR_CP_PTSCI,20201029T070119,138.98526,3.17230,33.30341,30.47882,3.05829
LGR_CP_PTSCI,20201029T070157,137.03445,3.18088,33.29018,30.47432,3.12677
LGR_CP_PTSCI,20201029T070232,135.02469,3.18646,33.28027,30.46999,3.13223
LGR_CP_PTSCI,20201029T070303,133.00946,3.18921,33.27573,30.46767,3.18445
LGR_CP_PTSCI,20201029T070332,131.03998,3.18985,33.27450,30.46633,3.12125
LGR_CP_PTSCI,20201029T070400,129.02295,3.18964,33.27328,30.46424,3.11664
LGR_CP_PTSCI,20201029T070424,126.98661,3.19382,33.26238,30.45788,3.10416
