MESSAGE,TIME,PRESSURE,TEMP,SALINITY,CONDUCTIVITY,INTERNAL_TEMP
LGR_CP_PTSCI,20200916T025949,343.29663,2.61694,34.23050,30.85257,2.63681
LGR_CP_PTSCI,20200916T031909,341.06381,2.58130,34.22367,30.81509,2.59830
LGR_CP_PTSCI,20200916T031945,339.00644,2.50729,34.20915,30.73825,2.63846
LGR_CP_PTSCI,20200916T032020,337.02628,2.49994,34.20546,30.72799,2.60361
LGR_CP_PTSCI,20200916T032050,335.01324,2.49762,34.20422,30.72408,2.58438
LGR_CP_PTSCI,20200916T032114,332.99759,2.49908,34.20379,30.72410,2.60712
LGR_CP_PTSCI,20200916T032139,331.00186,2.49899,34.20388,30.72321,2.57294
LGR_CP_PTSCI,20200916T032202,328.99017,2.49988,34.20373,30.72295,2.57233
LGR_CP_PTSCI,20200916T032224,326.99091,2.50009,34.20407,30.72251,2.58185
LGR_CP_PTSCI,20200916T032244,325.03098,2.50009,34.20422,30.72176,2.57748
LGR_CP_PTSCI,20200916T032304,323.00644,2.49701,34.20341,30.71753,2.56128
LGR_CP_PTSCI,20200916T032325,320.97214,2.48715,34.20122,30.70631,2.56876
LGR_CP_PTSCI,20200916T032345,318.99741,2.48660,34.20052,30.70438,2.49893
LGR_CP_PTSCI,20200916T032405,317.01163,2.48550,34.20055,30.70256,2.55786
LGR_CP_PTSCI,20200916T032425,314.99194,2.48666,34.20000,30.70222,2.58414
LGR_CP_PTSCI,20200916T032446,312.98032,2.48663,34.20044,30.70164,2.54913
LGR_CP_PTSCI,20200916T032506,311.00861,2.48416,34.19986,30.69815,2.51349
LGR_CP_PTSCI,20200916T032527,309.03067,2.48386,34.19935,30.69659,2.54654
LGR_CP_PTSCI,20200916T032549,307.01541,2.47678,34.19765,30.68818,2.55847
LGR_CP_PTSCI,20200916T032611,305.01871,2.47409,34.19723,30.68462,2.54852
LGR_CP_PTSCI,20200916T032633,303.03857,2.47675,34.19755,30.68629,2.53067
LGR_CP_PTSCI,20200916T032655,301.01389,2.47485,34.19764,30.68381,2.49704
LGR_CP_PTSCI,20200916T032718,299.01346,2.47131,34.19641,30.67886,2.57034
LGR_CP_PTSCI,20200916T032740,297.03226,2.46390,34.19358,30.66926,2.53265
LGR_CP_PTSCI,20200916T032802,295.00009,2.46356,34.19323,30.66777,2.53311
LGR_CP_PTSCI,20200916T032825,292.99268,2.46323,34.19326,30.66661,2.51981
LGR_CP_PTSCI,20200916T032848,290.98752,2.46417,34.19377,30.66694,2.55658
LGR_CP_PTSCI,20200916T032913,288.99304,2.46472,34.19400,30.66671,2.48438
LGR_CP_PTSCI,20200916T032937,287.00931,2.46548,34.19430,30.66673,2.52338
LGR_CP_PTSCI,20200916T033002,284.99957,2.46506,34.19408,30.66528,2.50766
LGR_CP_PTSCI,20200916T033027,282.98883,2.46307,34.19391,30.66252,2.47797
LGR_CP_PTSCI,20200916T033052,280.96771,2.46152,34.19328,30.65975,2.47272
LGR_CP_PTSCI,20200916T033117,278.99008,2.45743,34.19204,30.65432,2.47037
LGR_CP_PTSCI,20200916T033143,276.99915,2.45642,34.19138,30.65202,2.48438
LGR_CP_PTSCI,20200916T033210,274.97522,2.45578,34.19099,30.65024,2.49542
LGR_CP_PTSCI,20200916T033235,272.97806,2.45505,34.19059,30.64839,2.52078
LGR_CP_PTSCI,20200916T033259,270.99609,2.45239,34.18970,30.64448,2.54932
LGR_CP_PTSCI,20200916T033325,268.98029,2.44943,34.18890,30.64036,2.47330
LGR_CP_PTSCI,20200916T033354,266.98260,2.44388,34.18701,30.63313,2.46686
LGR_CP_PTSCI,20200916T033424,265.00049,2.44473,34.18751,30.63339,2.50345
LGR_CP_PTSCI,20200916T033453,263.00580,2.44473,34.18672,30.63185,2.52002
LGR_CP_PTSCI,20200916T033522,260.98053,2.43640,34.18491,30.62227,2.47934
LGR_CP_PTSCI,20200916T033551,258.98367,2.43341,34.18355,30.61768,2.48831
LGR_CP_PTSCI,20200916T033624,256.99136,2.43369,34.18362,30.61708,2.47641
LGR_CP_PTSCI,20200916T033657,255.01776,2.42484,34.18217,30.60737,2.45908
LGR_CP_PTSCI,20200916T033731,253.02325,2.39691,34.17169,30.57385,2.42505
LGR_CP_PTSCI,20200916T033800,250.99249,2.38293,34.16662,30.55676,2.44550
LGR_CP_PTSCI,20200916T033827,249.01089,2.35397,34.15581,30.52212,2.46008
LGR_CP_PTSCI,20200916T033854,247.00500,2.35373,34.15472,30.52012,2.43503
LGR_CP_PTSCI,20200916T033920,245.01166,2.35034,34.15337,30.51521,2.44122
LGR_CP_PTSCI,20200916T033945,242.99332,2.34943,34.15251,30.51282,2.44064
LGR_CP_PTSCI,20200916T034009,240.98611,2.34244,34.15046,30.50423,2.42099
LGR_CP_PTSCI,20200916T034032,238.98416,2.33832,34.14823,30.49797,2.38870
LGR_CP_PTSCI,20200916T034057,236.98383,2.33456,34.14739,30.49316,2.40137
LGR_CP_PTSCI,20200916T034123,235.00131,2.33197,34.14647,30.48928,2.38715
LGR_CP_PTSCI,20200916T034150,233.01343,2.30768,34.13902,30.46140,2.36429
LGR_CP_PTSCI,20200916T034216,231.00830,2.30185,34.13570,30.45280,2.38861
LGR_CP_PTSCI,20200916T034239,229.02069,2.29913,34.13402,30.44821,2.36169
LGR_CP_PTSCI,20200916T034301,227.01163,2.29565,34.13208,30.44274,2.38159
LGR_CP_PTSCI,20200916T034323,224.96521,2.27310,34.12384,30.41572,2.35812
LGR_CP_PTSCI,20200916T034346,222.95981,2.25983,34.11847,30.39905,2.34097
LGR_CP_PTSCI,20200916T034409,220.97397,2.24884,34.11607,30.38676,2.33609
LGR_CP_PTSCI,20200916T034434,218.99030,2.23846,34.11410,30.37533,2.30368
LGR_CP_PTSCI,20200916T034458,217.02176,2.23914,34.11355,30.37459,2.28693
LGR_CP_PTSCI,20200916T034523,215.00189,2.24634,34.11377,30.38006,2.34662
LGR_CP_PTSCI,20200916T034548,213.00211,2.22012,34.10826,30.35214,2.33432
LGR_CP_PTSCI,20200916T034613,210.99615,2.20486,34.10287,30.33376,2.24649
LGR_CP_PTSCI,20200916T034638,209.00412,2.18561,34.09288,30.30825,2.29453
LGR_CP_PTSCI,20200916T034702,207.00571,2.17206,34.08230,30.28719,2.24878
LGR_CP_PTSCI,20200916T034726,204.99475,2.16922,34.08092,30.28274,2.21835
LGR_CP_PTSCI,20200916T034751,202.97617,2.16672,34.07860,30.27781,2.22748
LGR_CP_PTSCI,20200916T034817,200.99146,2.16855,34.07329,30.27423,2.22946
LGR_CP_PTSCI,20200916T034844,198.98688,2.14859,34.06154,30.24673,2.20615
LGR_CP_PTSCI,20200916T034915,196.98438,2.12537,34.04879,30.21564,2.19061
LGR_CP_PTSCI,20200916T034948,194.99329,2.12244,34.04438,30.20869,2.18509
LGR_CP_PTSCI,20200916T035020,193.00415,2.12454,34.04336,30.20878,2.17981
LGR_CP_PTSCI,20200916T035049,191.03589,2.12567,34.04331,30.20882,2.16159
LGR_CP_PTSCI,20200916T035118,189.02655,2.13052,34.04218,30.21118,2.11484
LGR_CP_PTSCI,20200916T035146,187.00095,2.13568,34.04257,30.21502,2.14478
LGR_CP_PTSCI,20200916T035214,184.96518,2.13821,34.04078,30.21484,2.15768
LGR_CP_PTSCI,20200916T035241,182.97906,2.13577,34.03629,30.20825,2.13159
LGR_CP_PTSCI,20200916T035308,180.98514,2.12570,34.03148,30.19484,2.16208
LGR_CP_PTSCI,20200916T035336,178.97235,2.12167,34.02997,30.18926,2.15421
LGR_CP_PTSCI,20200916T035404,177.01682,2.10452,34.02536,30.16995,2.13486
LGR_CP_PTSCI,20200916T035431,175.03000,2.08157,34.01377,30.14007,2.12418
LGR_CP_PTSCI,20200916T035457,173.01349,2.10001,34.00158,30.14521,2.12674
LGR_CP_PTSCI,20200916T035522,171.01114,2.10281,34.00037,30.14576,2.12927
LGR_CP_PTSCI,20200916T035548,169.02002,2.10846,33.99916,30.14873,2.13321
LGR_CP_PTSCI,20200916T035612,166.98343,2.11179,33.99907,30.15061,2.11383
LGR_CP_PTSCI,20200916T035634,164.97327,2.11087,33.99935,30.14913,2.12271
LGR_CP_PTSCI,20200916T035655,162.98645,2.11060,33.99917,30.14786,2.09940
LGR_CP_PTSCI,20200916T035715,160.97617,2.11032,33.99891,30.14650,2.09180
LGR_CP_PTSCI,20200916T035737,158.99780,2.11365,33.99905,30.14857,2.10181
LGR_CP_PTSCI,20200916T035759,157.03433,2.11237,33.99855,30.14620,2.08270
LGR_CP_PTSCI,20200916T035822,155.00159,2.10745,33.99821,30.14079,2.08463
LGR_CP_PTSCI,20200916T035845,152.97375,2.10559,33.99752,30.13772,2.09998
LGR_CP_PTSCI,20200916T035908,151.00229,2.10458,33.99397,30.13311,2.10574
LGR_CP_PTSCI,20200916T035931,149.02255,2.10696,33.98810,30.12957,2.11301
LGR_CP_PTSCI,20200916T035955,147.01852,2.10342,33.98387,30.12224,2.14609
LGR_CP_PTSCI,20200916T040019,144.98856,2.10205,33.97960,30.11673,2.09677
LGR_CP_PTSCI,20200916T040044,142.96255,2.10623,33.97622,30.11670,2.10565
LGR_CP_PTSCI,20200916T040108,140.96848,2.11023,33.97417,30.11758,2.07071
LGR_CP_PTSCI,20200916T040132,138.99283,2.12677,33.96895,30.12670,2.09277
LGR_CP_PTSCI,20200916T040156,137.00522,2.14346,33.96643,30.13810,2.10913
LGR_CP_PTSCI,20200916T040221,134.98975,2.14697,33.96661,30.14034,2.11618
LGR_CP_PTSCI,20200916T040246,132.97784,2.15146,33.96646,30.14316,2.11484
LGR_CP_PTSCI,20200916T040310,131.01709,2.15372,33.96689,30.14456,2.12219
LGR_CP_PTSCI,20200916T040334,129.03073,2.15634,33.96698,30.14599,2.12500
LGR_CP_PTSCI,20200916T040359,127.00703,2.16299,33.96579,30.14983,2.12589
LGR_CP_PTSCI,20200916T040425,124.98542,2.17661,33.96517,30.16010,2.11438
LGR_CP_PTSCI,20200916T040450,122.97965,2.18250,33.96472,30.16388,2.10382
LGR_CP_PTSCI,20200916T040515,120.97984,2.19046,33.96417,30.16937,2.15146
LGR_CP_PTSCI,20200916T040540,118.99122,2.21301,33.95852,30.18330,2.14087
LGR_CP_PTSCI,20200916T040605,117.00638,2.22702,33.95211,30.18928,2.14621
LGR_CP_PTSCI,20200916T040631,115.00559,2.23520,33.94820,30.19225,2.14136
LGR_CP_PTSCI,20200916T040658,112.99181,2.24127,33.94468,30.19372,2.13647
LGR_CP_PTSCI,20200916T040725,111.00474,2.24649,33.93961,30.19322,2.17502
LGR_CP_PTSCI,20200916T040751,109.01570,2.25357,33.92638,30.18777,2.15933
LGR_CP_PTSCI,20200916T040818,106.99350,2.25308,33.92476,30.18512,2.19351
LGR_CP_PTSCI,20200916T040846,104.99945,2.25470,33.91995,30.18175,2.24899
LGR_CP_PTSCI,20200916T040913,103.03120,2.25870,33.91716,30.18205,2.23126
LGR_CP_PTSCI,20200916T040941,101.00908,2.25714,33.91285,30.17633,2.22232
LGR_CP_PTSCI,20200916T041010,99.00446,2.26282,33.90659,30.17525,2.18250
LGR_CP_PTSCI,20200916T041038,96.99424,2.27271,33.89849,30.17632,2.21545
LGR_CP_PTSCI,20200916T041108,94.99389,2.26959,33.89390,30.16905,2.24200
LGR_CP_PTSCI,20200916T041137,93.01315,2.26797,33.89236,30.16553,2.24780
LGR_CP_PTSCI,20200916T041203,91.01723,2.26642,33.89168,30.16274,2.25455
LGR_CP_PTSCI,20200916T041229,89.03295,2.26251,33.89028,30.15737,2.24298
LGR_CP_PTSCI,20200916T041254,87.02852,2.26135,33.88842,30.15398,2.25980
LGR_CP_PTSCI,20200916T041318,85.00647,2.26273,33.88548,30.15188,2.24194
LGR_CP_PTSCI,20200916T041340,82.99096,2.27240,33.87965,30.15456,2.22064
LGR_CP_PTSCI,20200916T041403,80.96375,2.28061,33.87251,30.15495,2.24594
LGR_CP_PTSCI,20200916T041425,78.96874,2.29208,33.86565,30.15836,2.26080
LGR_CP_PTSCI,20200916T041448,76.98104,2.39996,33.83801,30.22766,2.26846
LGR_CP_PTSCI,20200916T041511,75.00826,2.52304,33.81750,30.31575,2.23779
LGR_CP_PTSCI,20200916T041535,73.02565,2.61450,33.80715,30.38496,2.30624
LGR_CP_PTSCI,20200916T041600,71.02552,2.69504,33.79593,30.44411,2.34573
LGR_CP_PTSCI,20200916T041626,69.01243,2.74271,33.78463,30.47495,2.38956
LGR_CP_PTSCI,20200916T041652,66.99207,2.76755,33.78682,30.49718,2.45859
LGR_CP_PTSCI,20200916T041718,64.98508,2.84903,33.76435,30.54798,2.46027
LGR_CP_PTSCI,20200916T041744,63.00713,2.89294,33.75191,30.57467,2.55038
LGR_CP_PTSCI,20200916T041812,61.02402,2.90039,33.75008,30.57867,2.62512
LGR_CP_PTSCI,20200916T041840,58.99692,2.93881,33.74222,30.60436,2.69278
LGR_CP_PTSCI,20200916T041909,56.99246,2.96005,33.73696,30.61742,2.70551
LGR_CP_PTSCI,20200916T041936,55.01847,2.99408,33.73325,30.64275,2.74313
LGR_CP_PTSCI,20200916T042004,52.99607,3.05737,33.72164,30.68677,2.77664
LGR_CP_PTSCI,20200916T042033,50.98276,3.12115,33.71608,30.73619,2.87781
LGR_CP_PTSCI,20200916T042101,49.00888,3.14392,33.71399,30.75318,2.87936
LGR_CP_PTSCI,20200916T042129,47.00496,3.16193,33.71431,30.76806,2.88867
LGR_CP_PTSCI,20200916T042158,44.97444,3.28784,33.70727,30.86984,2.94882
LGR_CP_PTSCI,20200916T042226,42.99396,3.36047,33.70179,30.92707,2.98004
LGR_CP_PTSCI,20200916T042251,40.98285,3.40366,33.67983,30.94520,3.03052
LGR_CP_PTSCI,20200916T042315,38.99823,3.42960,33.66485,30.95424,3.11127
LGR_CP_PTSCI,20200916T042339,37.01769,3.45572,33.66063,30.97238,3.12244
LGR_CP_PTSCI,20200916T042405,34.98839,3.51489,33.64607,31.01042,3.17862
LGR_CP_PTSCI,20200916T042431,32.97614,3.59271,33.64158,31.07295,3.26016
LGR_CP_PTSCI,20200916T042458,30.98355,3.63516,33.63410,31.10247,3.28223
LGR_CP_PTSCI,20200916T042526,28.98633,3.72198,33.62086,31.16550,3.36325
LGR_CP_PTSCI,20200916T042557,26.99529,3.82135,33.59823,31.23152,3.41223
LGR_CP_PTSCI,20200916T042631,24.97938,3.98209,33.55022,31.32920,3.52539
LGR_CP_PTSCI,20200916T042711,22.87525,4.25732,33.44595,31.47801,3.64975
LGR_CP_PTSCI,20200916T042809,21.11576,4.45352,33.31787,31.53762,3.97003
LGR_CP_PTSCI,20200916T043128,19.06182,4.54721,33.29981,31.60217,4.14218
LGR_CP_PTSCI,20200916T043214,17.01811,4.55600,33.29937,31.60847,4.20148
LGR_CP_PTSCI,20200916T043250,14.99918,4.56293,33.29916,31.61337,4.26492
LGR_CP_PTSCI,20200916T043318,12.97696,4.58771,33.29326,31.62882,4.32889
LGR_CP_PTSCI,20200916T043345,11.00175,4.61710,33.28392,31.64532,4.35678
LGR_CP_PTSCI,20200916T043410,9.03305,4.63644,33.27859,31.65659,4.43591
LGR_CP_PTSCI,20200916T043434,7.03094,4.64325,33.27739,31.66055,4.43936
LGR_CP_PTSCI,20200916T043458,5.02785,4.64819,33.27427,31.66125,4.49017
LGR_CP_PTSCI,20200916T043523,3.03481,4.65161,33.26801,31.65793,4.50681
LGR_CP_PTSCI,20200916T043548,0.98901,4.65692,33.24055,31.63802,4.53378
LGR_CP_PTSCI,20200916T043614,-0.18510,4.57687,9.06278,9.57274,4.57962
