MESSAGE,TIME,PRESSURE,TEMP,SALINITY,CONDUCTIVITY,INTERNAL_TEMP
LGR_CP_PTSCI,20201106T222211,244.84409,2.42245,34.02473,30.47343,2.45020
LGR_CP_PTSCI,20201106T224535,243.07864,2.43085,34.02680,30.48155,2.46655
LGR_CP_PTSCI,20201106T224629,241.03513,2.43405,34.02747,30.48393,2.44562
LGR_CP_PTSCI,20201106T224710,239.05029,2.43472,34.02776,30.48386,2.48581
LGR_CP_PTSCI,20201106T224740,237.01270,2.43417,34.02827,30.48288,2.48438
LGR_CP_PTSCI,20201106T224807,235.00677,2.42984,34.02660,30.47690,2.45850
LGR_CP_PTSCI,20201106T224834,232.99295,2.42377,34.02409,30.46873,2.50439
LGR_CP_PTSCI,20201106T224858,230.98392,2.42102,34.02311,30.46467,2.47888
LGR_CP_PTSCI,20201106T224922,228.95749,2.41174,34.01921,30.45262,2.45886
LGR_CP_PTSCI,20201106T224946,226.95850,2.39276,34.01490,30.43189,2.49893
LGR_CP_PTSCI,20201106T225011,224.98959,2.36984,34.00946,30.40687,2.46799
LGR_CP_PTSCI,20201106T225035,223.02173,2.30463,33.99765,30.34035,2.43048
LGR_CP_PTSCI,20201106T225058,220.99927,2.25064,33.98309,30.28131,2.42606
LGR_CP_PTSCI,20201106T225122,218.97513,2.23834,33.97458,30.26299,2.40051
LGR_CP_PTSCI,20201106T225146,216.97012,2.23639,33.96926,30.25613,2.42422
LGR_CP_PTSCI,20201106T225210,214.99951,2.23053,33.95887,30.24185,2.41336
LGR_CP_PTSCI,20201106T225233,213.03809,2.22983,33.95589,30.23798,2.39319
LGR_CP_PTSCI,20201106T225257,211.02936,2.22949,33.95147,30.23323,2.36768
LGR_CP_PTSCI,20201106T225321,208.99496,2.22800,33.94812,30.22833,2.34134
LGR_CP_PTSCI,20201106T225346,206.96729,2.23831,33.94169,30.23110,2.31152
LGR_CP_PTSCI,20201106T225411,204.97549,2.25238,33.93992,30.24086,2.31854
LGR_CP_PTSCI,20201106T225436,203.00870,2.25873,33.93506,30.24150,2.35889
LGR_CP_PTSCI,20201106T225501,201.02301,2.25287,33.92915,30.23083,2.32718
LGR_CP_PTSCI,20201106T225527,199.02991,2.26019,33.92580,30.23353,2.29221
LGR_CP_PTSCI,20201106T225552,197.01340,2.26721,33.92331,30.23664,2.29678
LGR_CP_PTSCI,20201106T225618,194.97665,2.26877,33.92167,30.23574,2.29004
LGR_CP_PTSCI,20201106T225644,192.98975,2.26395,33.91825,30.22795,2.32550
LGR_CP_PTSCI,20201106T225710,191.01276,2.24429,33.91263,30.20569,2.31732
LGR_CP_PTSCI,20201106T225737,188.99542,2.23792,33.90522,30.19335,2.31775
LGR_CP_PTSCI,20201106T225806,186.96295,2.23547,33.90130,30.18719,2.29050
LGR_CP_PTSCI,20201106T225835,184.97495,2.23892,33.89832,30.18685,2.30414
LGR_CP_PTSCI,20201106T225904,182.99146,2.24469,33.89567,30.18877,2.31531
LGR_CP_PTSCI,20201106T225935,181.01538,2.25418,33.88824,30.19004,2.27844
LGR_CP_PTSCI,20201106T230005,179.03140,2.25699,33.88415,30.18826,2.28641
LGR_CP_PTSCI,20201106T230032,177.02567,2.26349,33.87931,30.18903,2.25882
LGR_CP_PTSCI,20201106T230057,175.00967,2.26395,33.87757,30.18713,2.29510
LGR_CP_PTSCI,20201106T230123,173.02380,2.26331,33.87666,30.18495,2.32779
LGR_CP_PTSCI,20201106T230145,171.01651,2.26389,33.87633,30.18428,2.26193
LGR_CP_PTSCI,20201106T230207,168.97916,2.26382,33.87640,30.18336,2.29590
LGR_CP_PTSCI,20201106T230229,166.97781,2.26297,33.87547,30.18099,2.30853
LGR_CP_PTSCI,20201106T230252,164.99814,2.26166,33.87262,30.17668,2.32190
LGR_CP_PTSCI,20201106T230315,162.98740,2.26019,33.87162,30.17371,2.28561
LGR_CP_PTSCI,20201106T230338,160.98795,2.25995,33.86859,30.17016,2.27228
LGR_CP_PTSCI,20201106T230401,158.99298,2.26816,33.86178,30.17082,2.27808
