MESSAGE,TIME,PRESSURE,TEMP,SALINITY,CONDUCTIVITY,INTERNAL_TEMP
LGR_CP_PTSCI,20201214T011526,324.51306,2.48141,34.13847,30.65207,2.46591
LGR_CP_PTSCI,20201214T013555,323.20529,2.47784,34.13728,30.64744,2.51639
LGR_CP_PTSCI,20201214T013705,321.06516,2.47623,34.13465,30.64295,2.50110
LGR_CP_PTSCI,20201214T013745,319.01935,2.47528,34.13267,30.63961,2.45667
LGR_CP_PTSCI,20201214T013815,317.03891,2.47488,34.13215,30.63796,2.44919
LGR_CP_PTSCI,20201214T013844,315.03842,2.47433,34.13120,30.63583,2.48276
LGR_CP_PTSCI,20201214T013911,312.98129,2.47363,34.13018,30.63347,2.48984
LGR_CP_PTSCI,20201214T013935,311.00754,2.47256,34.12896,30.63068,2.51413
LGR_CP_PTSCI,20201214T013958,309.00076,2.47195,34.12762,30.62817,2.50073
LGR_CP_PTSCI,20201214T014022,306.99387,2.47153,34.12767,30.62693,2.47992
LGR_CP_PTSCI,20201214T014045,304.99060,2.47110,34.12660,30.62480,2.46616
LGR_CP_PTSCI,20201214T014109,302.97742,2.47037,34.12604,30.62282,2.46432
LGR_CP_PTSCI,20201214T014133,301.01028,2.46942,34.12498,30.62027,2.50082
LGR_CP_PTSCI,20201214T014156,299.03552,2.46979,34.12548,30.62010,2.50073
LGR_CP_PTSCI,20201214T014220,296.99503,2.46918,34.12498,30.61826,2.46747
LGR_CP_PTSCI,20201214T014245,294.98080,2.46838,34.12350,30.61547,2.44064
LGR_CP_PTSCI,20201214T014309,293.00150,2.46814,34.12268,30.61371,2.44611
LGR_CP_PTSCI,20201214T014333,291.00174,2.46973,34.12211,30.61373,2.44650
LGR_CP_PTSCI,20201214T014358,289.02606,2.46976,34.12148,30.61235,2.48495
LGR_CP_PTSCI,20201214T014423,287.00504,2.46964,34.12055,30.61059,2.45523
LGR_CP_PTSCI,20201214T014449,284.97409,2.46933,34.11745,30.60691,2.41498
LGR_CP_PTSCI,20201214T014514,283.00766,2.46976,34.11562,30.60491,2.44650
LGR_CP_PTSCI,20201214T014539,280.99286,2.46997,34.11566,30.60423,2.46530
LGR_CP_PTSCI,20201214T014605,278.96997,2.47208,34.11466,30.60433,2.45691
LGR_CP_PTSCI,20201214T014631,276.96707,2.47577,34.11325,30.60548,2.46494
LGR_CP_PTSCI,20201214T014658,274.98914,2.48422,34.11069,30.60983,2.45523
LGR_CP_PTSCI,20201214T014724,273.00098,2.49240,34.10689,30.61292,2.50049
LGR_CP_PTSCI,20201214T014752,270.98544,2.49683,34.10566,30.61484,2.48489
LGR_CP_PTSCI,20201214T014820,268.99384,2.50101,34.10558,30.61749,2.47552
LGR_CP_PTSCI,20201214T014848,267.01215,2.50589,34.10490,30.62028,2.50830
LGR_CP_PTSCI,20201214T014916,265.02518,2.50613,34.10240,30.61757,2.52234
LGR_CP_PTSCI,20201214T014944,263.02179,2.50903,34.10052,30.61766,2.52390
LGR_CP_PTSCI,20201214T015012,261.03604,2.51471,34.09531,30.61744,2.50378
LGR_CP_PTSCI,20201214T015039,258.99689,2.50879,34.09338,30.60985,2.52258
LGR_CP_PTSCI,20201214T015103,256.99576,2.50851,34.09113,30.60688,2.47232
LGR_CP_PTSCI,20201214T015126,255.00967,2.50931,34.08974,30.60556,2.49893
LGR_CP_PTSCI,20201214T015149,253.01678,2.50974,34.08836,30.60392,2.51602
LGR_CP_PTSCI,20201214T015212,250.99265,2.50998,34.08714,30.60223,2.51349
LGR_CP_PTSCI,20201214T015236,248.99219,2.51550,34.08164,30.60164,2.51981
LGR_CP_PTSCI,20201214T015259,247.01822,2.52246,34.07857,30.60428,2.49530
LGR_CP_PTSCI,20201214T015323,244.99277,2.52438,34.07811,30.60466,2.50940
LGR_CP_PTSCI,20201214T015348,242.97168,2.52432,34.07559,30.60166,2.51117
LGR_CP_PTSCI,20201214T015413,240.97415,2.52856,34.07262,30.60201,2.48669
LGR_CP_PTSCI,20201214T015438,238.99042,2.52771,34.07039,30.59857,2.55829
LGR_CP_PTSCI,20201214T015503,236.99686,2.52713,34.06950,30.59646,2.52863
LGR_CP_PTSCI,20201214T015528,235.02304,2.52548,34.06715,30.59225,2.51117
LGR_CP_PTSCI,20201214T015553,233.03683,2.52051,34.06400,30.58450,2.51907
LGR_CP_PTSCI,20201214T015619,231.01096,2.51431,34.06179,30.57645,2.53586
LGR_CP_PTSCI,20201214T015645,228.99127,2.51138,34.06001,30.57157,2.53253
LGR_CP_PTSCI,20201214T015711,227.01001,2.50790,34.05663,30.56494,2.54257
LGR_CP_PTSCI,20201214T015736,225.01434,2.50305,34.05299,30.55690,2.54257
