=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 66
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-12-11 22:55:00 UTC
latitude:  69.0919738
longitude: -51.9949535
ttf:       10
nsat:      3
min snr:   38
mean snr:  41
max snr:   44
hdop:      1.2

fix kind:  DiveEnd
fix time:  2021-12-17 01:29:00 UTC
latitude:  69.0914274
longitude: -52.0022954
ttf:       200
nsat:      8
min snr:   0
mean snr:  19
max snr:   26
hdop:      1.3

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1639263387 │         -0.2000 │ descent start ║
║ 1639263815 │         10.0400 │       descent ║
║ 1639263883 │         20.1600 │       descent ║
║ 1639263951 │         30.0400 │       descent ║
║ 1639264021 │         40.0800 │       descent ║
║ 1639264091 │         50.0400 │       descent ║
║ 1639264095 │         50.4800 │  descent pump ║
║ 1639264163 │         60.0800 │       descent ║
║ 1639264238 │         70.1200 │       descent ║
║ 1639264313 │         80.1200 │       descent ║
║ 1639264389 │         90.0400 │       descent ║
║ 1639264467 │        100.0000 │       descent ║
║ 1639264544 │        110.0000 │       descent ║
║ 1639264623 │        120.0400 │       descent ║
║ 1639264705 │        130.0800 │       descent ║
║ 1639264784 │        140.0400 │       descent ║
║ 1639264865 │        150.0400 │       descent ║
║ 1639264947 │        160.0800 │       descent ║
║ 1639265030 │        170.0000 │       descent ║
║ 1639265115 │        180.0400 │       descent ║
║ 1639265199 │        190.0000 │       descent ║
║ 1639265285 │        200.0800 │       descent ║
║ 1639265373 │        210.0400 │       descent ║
║ 1639265464 │        220.0400 │       descent ║
║ 1639265556 │        230.0800 │       descent ║
║ 1639265649 │        240.0400 │       descent ║
║ 1639265740 │        250.0800 │       descent ║
║ 1639265831 │        260.0800 │       descent ║
║ 1639265901 │        267.9200 │  descent seek ║
║ 1639265920 │        270.0800 │       descent ║
║ 1639266247 │        309.4400 │       descent ║
║ 1639266326 │        319.0800 │       descent ║
║ 1639266410 │        329.0800 │       descent ║
║ 1639266494 │        339.0800 │       descent ║
║ 1639266578 │        349.0400 │       descent ║
║ 1639266663 │        359.0800 │       descent ║
║ 1639266748 │        369.0000 │       descent ║
║ 1639266835 │        379.0400 │       descent ║
║ 1639266924 │        389.0800 │       descent ║
║ 1639267013 │        399.0800 │       descent ║
║ 1639267101 │        409.0400 │       descent ║
║ 1639267190 │        419.0800 │       descent ║
║ 1639267279 │        429.0800 │       descent ║
║ 1639267367 │        439.0800 │       descent ║
║ 1639267967 │        446.0400 │       descent ║
║ 1639268567 │        446.0400 │       descent ║
║ 1639269167 │        446.0000 │       descent ║
║ 1639269767 │        446.0000 │       descent ║
║ 1639269846 │        446.0000 │  descent seek ║
║ 1639270367 │        445.9600 │       descent ║
║ 1639270967 │        445.9600 │       descent ║
║ 1639271567 │        445.9600 │       descent ║
║ 1639272167 │        445.9600 │       descent ║
║ 1639272767 │        445.9600 │       descent ║
║ 1639273367 │        445.9600 │       descent ║
║ 1639273479 │        445.9600 │  descent seek ║
║ 1639273967 │        445.9600 │       descent ║
║ 1639274567 │        446.0000 │       descent ║
║ 1639275167 │        446.0000 │       descent ║
║ 1639275767 │        446.0000 │       descent ║
║ 1639276367 │        446.0400 │       descent ║
║ 1639276967 │        446.0400 │       descent ║
║ 1639277567 │        446.0800 │       descent ║
║ 1639278167 │        446.1200 │       descent ║
║ 1639278767 │        446.1200 │       descent ║
║ 1639279367 │        446.1600 │       descent ║
║ 1639279967 │        446.2000 │       descent ║
║ 1639280567 │        446.2400 │       descent ║
║ 1639280710 │        446.2400 │       descent ║
║ 1639701917 │        446.9200 │  ascent start ║
║ 1639702129 │        436.9600 │        ascent ║
║ 1639702226 │        426.8800 │        ascent ║
║ 1639702303 │        417.0000 │        ascent ║
║ 1639702377 │        406.8400 │        ascent ║
║ 1639702448 │        396.8800 │        ascent ║
║ 1639702511 │        386.7600 │        ascent ║
║ 1639702573 │        376.7600 │        ascent ║
║ 1639702636 │        366.8000 │        ascent ║
║ 1639702693 │        357.0000 │        ascent ║
║ 1639702750 │        346.8400 │        ascent ║
║ 1639702806 │        336.9200 │        ascent ║
║ 1639702861 │        326.9600 │        ascent ║
║ 1639702915 │        316.6800 │        ascent ║
║ 1639702965 │        306.8400 │        ascent ║
║ 1639703017 │        296.7600 │        ascent ║
║ 1639703069 │        286.8000 │        ascent ║
║ 1639703119 │        276.7200 │        ascent ║
║ 1639703164 │        266.9200 │        ascent ║
║ 1639703212 │        256.8800 │        ascent ║
║ 1639703260 │        246.8800 │        ascent ║
║ 1639703307 │        236.8000 │        ascent ║
║ 1639703351 │        226.7600 │        ascent ║
║ 1639703396 │        216.8000 │        ascent ║
║ 1639703440 │        206.8800 │        ascent ║
║ 1639703484 │        196.8400 │        ascent ║
║ 1639703528 │        186.6800 │        ascent ║
║ 1639703572 │        176.7200 │        ascent ║
║ 1639703617 │        166.8400 │        ascent ║
║ 1639703663 │        156.7600 │        ascent ║
║ 1639703708 │        146.7600 │        ascent ║
║ 1639703754 │        136.8000 │        ascent ║
║ 1639703800 │        126.9200 │        ascent ║
║ 1639703848 │        116.6400 │        ascent ║
║ 1639703894 │        106.7600 │        ascent ║
║ 1639703940 │         96.8400 │        ascent ║
║ 1639703985 │         86.9600 │        ascent ║
║ 1639704032 │         76.6400 │        ascent ║
║ 1639704074 │         66.8800 │        ascent ║
║ 1639704118 │         56.8800 │        ascent ║
║ 1639704162 │         46.9200 │        ascent ║
║ 1639704208 │         36.6800 │        ascent ║
║ 1639704253 │         26.7200 │        ascent ║
║ 1639704297 │         16.8000 │        ascent ║
║ 1639704343 │          6.6800 │        ascent ║
║ 1639704365 │          1.6000 │    ascent end ║
╚════════════╧═════════════════╧═══════════════╝

Science
science data
descending: binned:
<empty>

unbinned:
<empty>

discrete:
<empty>


park/drift: discrete
╔═════════════════╤════════════════════╤════════════════╤════════════════╗
║ pressure (dBar) │ temperature (degC) │ salinity (psu) │ time (seconds) ║
╟─────────────────┼────────────────────┼────────────────┼────────────────╢
║        446.2000 │             2.7320 │        34.2210 │           1201 ║
║        446.2800 │             2.7310 │        34.2180 │           3001 ║
║        446.4000 │             2.7300 │        34.2200 │           4801 ║
║        446.5200 │             2.7300 │        34.2180 │           6601 ║
║        446.6000 │             2.7280 │        34.2190 │           8401 ║
║        446.6800 │             2.7250 │        34.2170 │          10201 ║
║        446.7200 │             2.7240 │        34.2160 │          12001 ║
║        446.7200 │             2.7200 │        34.2160 │          13801 ║
║        446.7200 │             2.7180 │        34.2150 │          15601 ║
║        446.7200 │             2.7170 │        34.2140 │          17401 ║
║        446.6800 │             2.7180 │        34.2120 │          19201 ║
║        446.6000 │             2.7160 │        34.2150 │          21001 ║
║        446.5600 │             2.7170 │        34.2050 │          22801 ║
║        446.5200 │             2.7200 │        34.2130 │          24601 ║
║        446.4800 │             2.7240 │        34.2120 │          26401 ║
║        446.4400 │             2.7250 │        34.2160 │          28201 ║
║        446.4000 │             2.7250 │        34.2170 │          30001 ║
║        446.3600 │             2.7280 │        34.2150 │          31801 ║
║        446.3600 │             2.7260 │        34.2170 │          33601 ║
║        446.4000 │             2.7230 │        34.2160 │          35401 ║
║        446.4400 │             2.7220 │        34.2140 │          37201 ║
║        446.5200 │             2.7230 │        34.2130 │          39001 ║
║        446.6400 │             2.7210 │        34.2130 │          40801 ║
║        446.7600 │             2.7180 │        34.2120 │          42601 ║
║        446.8800 │             2.7170 │        34.2150 │          44401 ║
║        447.0000 │             2.7180 │        34.2130 │          46201 ║
║        447.0800 │             2.7160 │        34.2120 │          48001 ║
║        447.2000 │             2.7150 │        34.2110 │          49801 ║
║        447.2800 │             2.7150 │        34.2140 │          51601 ║
║        447.3200 │             2.7160 │        34.1850 │          53401 ║
║        447.3200 │             2.7140 │        34.2130 │          55201 ║
║        447.3200 │             2.7150 │        34.2100 │          57001 ║
║        447.2800 │             2.7190 │        34.2120 │          58801 ║
║        447.2000 │             2.7180 │        34.2130 │          60601 ║
║        447.0800 │             2.7180 │        34.2130 │          62401 ║
║        446.9600 │             2.7210 │        34.2120 │          64201 ║
║        446.8000 │             2.7210 │        34.2120 │          66001 ║
║        446.6800 │             2.7150 │        34.2120 │          67801 ║
║        446.5200 │             2.7150 │        34.2090 │          69601 ║
║        446.3600 │             2.7100 │        34.2070 │          71401 ║
║        446.2400 │             2.7190 │        34.2110 │          73201 ║
║        446.1200 │             2.7190 │        34.2120 │          75001 ║
║        446.0000 │             2.7200 │        34.2140 │          76801 ║
║        445.9200 │             2.7150 │        34.2140 │          78601 ║
║        445.8800 │             2.7140 │        34.2090 │          80401 ║
║        445.8400 │             2.7120 │        34.2100 │          82201 ║
║        445.8800 │             2.7170 │        34.2070 │          84001 ║
║        445.9600 │             2.7150 │        34.2110 │          85801 ║
║        446.0400 │             2.7170 │        34.2080 │          87601 ║
║        446.1600 │             2.7120 │        34.2110 │          89401 ║
║        446.2800 │             2.7130 │        34.2090 │          91201 ║
║        446.4400 │             2.7130 │        34.2090 │          93001 ║
║        446.5600 │             2.7110 │        34.2080 │          94801 ║
║        446.6800 │             2.7090 │        34.2090 │          96601 ║
║        446.8000 │             2.7090 │        34.2090 │          98401 ║
║        446.8800 │             2.7090 │        34.2060 │         100201 ║
║        446.9200 │             2.7080 │        34.2100 │         102001 ║
║        446.9600 │             2.7100 │        34.1910 │         103801 ║
║        446.9600 │             2.7100 │        34.2090 │         105601 ║
║        446.9200 │             2.7110 │        34.2080 │         107401 ║
║        446.8800 │             2.7070 │        34.2100 │         109201 ║
║        446.8000 │             2.7120 │        34.2090 │         111001 ║
║        446.7600 │             2.7140 │        34.2090 │         112801 ║
║        446.6800 │             2.7050 │        34.2160 │         114601 ║
║        446.5600 │             2.7120 │        34.2090 │         116401 ║
║        446.4800 │             2.7130 │        34.2060 │         118201 ║
║        446.4400 │             2.7070 │        34.2070 │         120001 ║
║        446.3600 │             2.7060 │        34.2070 │         121801 ║
║        446.3600 │             2.7040 │        34.2070 │         123601 ║
║        446.3600 │             2.7090 │        34.2090 │         125401 ║
║        446.4000 │             2.7070 │        34.2080 │         127201 ║
║        446.4400 │             2.7070 │        34.2080 │         129001 ║
║        446.5600 │             2.7030 │        34.2070 │         130801 ║
║        446.6400 │             2.7000 │        34.2030 │         132601 ║
║        446.7600 │             2.7000 │        34.2050 │         134401 ║
║        446.8800 │             2.6990 │        34.2070 │         136201 ║
║        446.9600 │             2.7000 │        34.2050 │         138001 ║
║        447.0400 │             2.6990 │        34.2050 │         139801 ║
║        447.0800 │             2.7000 │        34.2070 │         141601 ║
║        447.1200 │             2.7000 │        34.2080 │         143401 ║
║        447.1200 │             2.7020 │        34.2070 │         145201 ║
║        447.1200 │             2.6990 │        34.2080 │         147001 ║
║        447.0800 │             2.6990 │        34.2070 │         148801 ║
║        447.0000 │             2.7020 │        34.2070 │         150601 ║
║        446.8800 │             2.7000 │        34.2060 │         152401 ║
║        446.8000 │             2.7020 │        34.2060 │         154201 ║
║        446.6400 │             2.7040 │        34.2080 │         156001 ║
║        446.4800 │             2.7060 │        34.2080 │         157801 ║
║        446.3200 │             2.7040 │        34.2100 │         159601 ║
║        446.1600 │             2.7050 │        34.2070 │         161401 ║
║        446.0000 │             2.7050 │        34.2070 │         163201 ║
║        445.8800 │             2.7040 │        34.2060 │         165001 ║
║        445.8000 │             2.7030 │        34.2070 │         166801 ║
║        445.7600 │             2.7030 │        34.2080 │         168601 ║
║        445.7200 │             2.7030 │        34.2080 │         170401 ║
║        445.7600 │             2.7030 │        34.2080 │         172201 ║
║        445.8000 │             2.7050 │        34.2050 │         174001 ║
║        445.9200 │             2.7080 │        34.2060 │         175801 ║
║        446.0400 │             2.7100 │        34.2080 │         177601 ║
║        446.2000 │             2.7050 │        34.2080 │         179401 ║
║        446.3600 │             2.7050 │        34.2080 │         181201 ║
║        446.5200 │             2.7070 │        34.1880 │         183001 ║
║        446.6800 │             2.7050 │        34.2020 │         184801 ║
║        446.8400 │             2.7040 │        34.2070 │         186601 ║
║        446.9600 │             2.7030 │        34.2080 │         188401 ║
