=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 57
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-10-26 21:48:00 UTC
latitude:  69.0911512
longitude: -51.9677295
ttf:       0
nsat:      7
min snr:   30
mean snr:  39
max snr:   46
hdop:      0.9

fix kind:  DiveEnd
fix time:  2021-11-01 00:22:00 UTC
latitude:  69.0897767
longitude: -51.9710537
ttf:       250
nsat:      5
min snr:   0
mean snr:  31
max snr:   42
hdop:      5

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1635284928 │         -0.0400 │ descent start ║
║ 1635285314 │         10.0800 │       descent ║
║ 1635285380 │         20.1600 │       descent ║
║ 1635285450 │         30.1200 │       descent ║
║ 1635285522 │         40.0400 │       descent ║
║ 1635285597 │         50.2400 │       descent ║
║ 1635285600 │         50.6400 │  descent pump ║
║ 1635285674 │         60.0400 │       descent ║
║ 1635285748 │         70.0400 │       descent ║
║ 1635285821 │         80.1200 │       descent ║
║ 1635285893 │         90.0400 │       descent ║
║ 1635285970 │        100.0800 │       descent ║
║ 1635286048 │        110.0400 │       descent ║
║ 1635286126 │        120.0800 │       descent ║
║ 1635286206 │        130.0400 │       descent ║
║ 1635286289 │        140.0400 │       descent ║
║ 1635286372 │        150.0400 │       descent ║
║ 1635286456 │        160.0400 │       descent ║
║ 1635286538 │        170.0400 │       descent ║
║ 1635286620 │        180.0400 │       descent ║
║ 1635286703 │        190.0800 │       descent ║
║ 1635286785 │        200.0800 │       descent ║
║ 1635286869 │        210.0400 │       descent ║
║ 1635286954 │        220.0800 │       descent ║
║ 1635287041 │        230.0800 │       descent ║
║ 1635287131 │        240.0000 │       descent ║
║ 1635287217 │        250.0400 │       descent ║
║ 1635287306 │        260.0400 │       descent ║
║ 1635287396 │        270.0000 │       descent ║
║ 1635287407 │        271.1200 │  descent seek ║
║ 1635287754 │        310.6400 │       descent ║
║ 1635287835 │        320.0400 │       descent ║
║ 1635287924 │        330.0400 │       descent ║
║ 1635288010 │        340.0800 │       descent ║
║ 1635288098 │        350.0400 │       descent ║
║ 1635288188 │        360.0800 │       descent ║
║ 1635288279 │        370.0800 │       descent ║
║ 1635288367 │        380.0800 │       descent ║
║ 1635288457 │        390.0000 │       descent ║
║ 1635288547 │        400.0400 │       descent ║
║ 1635288637 │        410.0400 │       descent ║
║ 1635288729 │        420.0800 │       descent ║
║ 1635288819 │        430.0800 │       descent ║
║ 1635288910 │        440.0400 │       descent ║
║ 1635289000 │        450.0400 │       descent ║
║ 1635289600 │        457.7200 │       descent ║
║ 1635290200 │        457.7600 │       descent ║
║ 1635290800 │        457.7600 │       descent ║
║ 1635291355 │        457.8000 │  descent seek ║
║ 1635291400 │        457.8000 │       descent ║
║ 1635292000 │        457.8000 │       descent ║
║ 1635292600 │        457.8400 │       descent ║
║ 1635293200 │        457.8400 │       descent ║
║ 1635293800 │        457.8800 │       descent ║
║ 1635294400 │        457.9200 │       descent ║
║ 1635294986 │        457.9200 │  descent seek ║
║ 1635295000 │        457.9200 │       descent ║
║ 1635295600 │        457.9600 │       descent ║
║ 1635296200 │        457.9600 │       descent ║
║ 1635296800 │        458.0000 │       descent ║
║ 1635297400 │        458.0000 │       descent ║
║ 1635298000 │        458.0400 │       descent ║
║ 1635298600 │        458.0400 │       descent ║
║ 1635299200 │        458.0800 │       descent ║
║ 1635299800 │        458.0800 │       descent ║
║ 1635300400 │        458.0800 │       descent ║
║ 1635301000 │        458.1200 │       descent ║
║ 1635301600 │        458.1200 │       descent ║
║ 1635302200 │        458.1200 │       descent ║
║ 1635302220 │        458.1200 │       descent ║
║ 1635723427 │        458.3600 │  ascent start ║
║ 1635723647 │        448.9200 │        ascent ║
║ 1635723741 │        438.8000 │        ascent ║
║ 1635723816 │        428.8800 │        ascent ║
║ 1635723890 │        418.8800 │        ascent ║
║ 1635723963 │        408.9600 │        ascent ║
║ 1635724027 │        398.8800 │        ascent ║
║ 1635724090 │        389.0000 │        ascent ║
║ 1635724154 │        378.8800 │        ascent ║
║ 1635724213 │        368.7600 │        ascent ║
║ 1635724270 │        358.7600 │        ascent ║
║ 1635724328 │        348.8000 │        ascent ║
║ 1635724385 │        338.7200 │        ascent ║
║ 1635724437 │        328.7200 │        ascent ║
║ 1635724489 │        318.8000 │        ascent ║
║ 1635724541 │        308.9200 │        ascent ║
║ 1635724593 │        298.8800 │        ascent ║
║ 1635724642 │        288.8400 │        ascent ║
║ 1635724689 │        279.0000 │        ascent ║
║ 1635724739 │        268.8800 │        ascent ║
║ 1635724788 │        258.7600 │        ascent ║
║ 1635724836 │        248.6800 │        ascent ║
║ 1635724880 │        238.8800 │        ascent ║
║ 1635724926 │        228.7200 │        ascent ║
║ 1635724972 │        218.6400 │        ascent ║
║ 1635725016 │        208.8800 │        ascent ║
║ 1635725062 │        198.8000 │        ascent ║
║ 1635725108 │        188.7200 │        ascent ║
║ 1635725152 │        178.6000 │        ascent ║
║ 1635725194 │        168.6800 │        ascent ║
║ 1635725237 │        158.6800 │        ascent ║
║ 1635725279 │        148.7600 │        ascent ║
║ 1635725322 │        138.8400 │        ascent ║
║ 1635725364 │        128.8800 │        ascent ║
║ 1635725407 │        118.8800 │        ascent ║
║ 1635725449 │        109.0000 │        ascent ║
║ 1635725494 │         98.6000 │        ascent ║
║ 1635725536 │         88.9200 │        ascent ║
║ 1635725582 │         78.6400 │        ascent ║
║ 1635725626 │         68.8800 │        ascent ║
║ 1635725672 │         58.8800 │        ascent ║
║ 1635725718 │         48.9200 │        ascent ║
║ 1635725764 │         38.7600 │        ascent ║
║ 1635725807 │         28.8800 │        ascent ║
║ 1635725849 │         18.9600 │        ascent ║
║ 1635725893 │          8.7600 │        ascent ║
║ 1635725925 │          1.6000 │    ascent end ║
╚════════════╧═════════════════╧═══════════════╝

Science
science data
descending: binned:
<empty>

unbinned:
<empty>

discrete:
<empty>


park/drift: discrete
╔═════════════════╤════════════════════╤════════════════╤════════════════╗
║ pressure (dBar) │ temperature (degC) │ salinity (psu) │ time (seconds) ║
╟─────────────────┼────────────────────┼────────────────┼────────────────╢
║        458.0000 │             2.6330 │        34.2080 │           1201 ║
║        457.9600 │             2.6350 │        34.2070 │           3001 ║
║        457.9200 │             2.6340 │        34.2060 │           4801 ║
║        457.8800 │             2.6330 │        34.2060 │           6601 ║
║        457.8000 │             2.6320 │        34.2060 │           8401 ║
║        457.6800 │             2.6320 │        34.2070 │          10201 ║
║        457.6000 │             2.6320 │        34.2050 │          12001 ║
║        457.5200 │             2.6310 │        34.2070 │          13801 ║
║        457.4000 │             2.6310 │        34.2060 │          15601 ║
║        457.3200 │             2.6310 │        34.2050 │          17401 ║
║        457.2800 │             2.6310 │        34.2050 │          19201 ║
║        457.2400 │             2.6320 │        34.2050 │          21001 ║
║        457.2800 │             2.6280 │        34.2040 │          22801 ║
║        457.2800 │             2.6280 │        34.2040 │          24601 ║
║        457.3200 │             2.6260 │        34.2050 │          26401 ║
║        457.4000 │             2.6220 │        34.2050 │          28201 ║
║        457.4800 │             2.6240 │        34.2020 │          30001 ║
║        457.6000 │             2.6220 │        34.2060 │          31801 ║
║        457.7200 │             2.6240 │        34.2030 │          33601 ║
║        457.9200 │             2.6260 │        34.2070 │          35401 ║
║        458.0400 │             2.6270 │        34.2040 │          37201 ║
║        458.2000 │             2.6300 │        34.2030 │          39001 ║
║        458.3600 │             2.6300 │        34.2010 │          40801 ║
║        458.4800 │             2.6290 │        34.2050 │          42601 ║
║        458.5600 │             2.6280 │        34.2030 │          44401 ║
║        458.6400 │             2.6280 │        34.2060 │          46201 ║
║        458.6800 │             2.6290 │        34.2040 │          48001 ║
║        458.6400 │             2.6290 │        34.2040 │          49801 ║
║        458.6000 │             2.6290 │        34.2040 │          51601 ║
║        458.5600 │             2.6300 │        34.2040 │          53401 ║
