=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 65
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-12-06 20:10:00 UTC
latitude:  69.0931601
longitude: -51.981181
ttf:       0
nsat:      5
min snr:   38
mean snr:  42
max snr:   46
hdop:      1.7

fix kind:  DiveEnd
fix time:  2021-12-11 22:45:00 UTC
latitude:  69.091887
longitude: -51.9933032
ttf:       230
nsat:      6
min snr:   0
mean snr:  17
max snr:   24
hdop:      1.1

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1638821439 │         -0.1600 │ descent start ║
║ 1638821895 │         10.0800 │       descent ║
║ 1638821965 │         20.2000 │       descent ║
║ 1638822033 │         30.2000 │       descent ║
║ 1638822102 │         40.0000 │       descent ║
║ 1638822173 │         50.1600 │       descent ║
║ 1638822176 │         50.6000 │  descent pump ║
║ 1638822246 │         60.0800 │       descent ║
║ 1638822321 │         70.0000 │       descent ║
║ 1638822399 │         80.0000 │       descent ║
║ 1638822477 │         90.0800 │       descent ║
║ 1638822556 │        100.0800 │       descent ║
║ 1638822631 │        110.0800 │       descent ║
║ 1638822708 │        120.0400 │       descent ║
║ 1638822786 │        130.0400 │       descent ║
║ 1638822868 │        140.0800 │       descent ║
║ 1638822950 │        150.0800 │       descent ║
║ 1638823031 │        160.0400 │       descent ║
║ 1638823116 │        170.0800 │       descent ║
║ 1638823202 │        180.0400 │       descent ║
║ 1638823289 │        190.0000 │       descent ║
║ 1638823380 │        200.0800 │       descent ║
║ 1638823471 │        210.0400 │       descent ║
║ 1638823559 │        220.0400 │       descent ║
║ 1638823645 │        230.0400 │       descent ║
║ 1638823731 │        240.0800 │       descent ║
║ 1638823815 │        250.0800 │       descent ║
║ 1638823898 │        260.0800 │       descent ║
║ 1638823981 │        270.0400 │       descent ║
║ 1638823982 │        270.2400 │  descent seek ║
║ 1638824328 │        311.5200 │       descent ║
║ 1638824409 │        321.0400 │       descent ║
║ 1638824497 │        331.0800 │       descent ║
║ 1638824583 │        341.0400 │       descent ║
║ 1638824669 │        351.0000 │       descent ║
║ 1638824755 │        361.0400 │       descent ║
║ 1638824841 │        371.0400 │       descent ║
║ 1638824928 │        381.0400 │       descent ║
║ 1638825013 │        391.0000 │       descent ║
║ 1638825098 │        401.0400 │       descent ║
║ 1638825185 │        411.0800 │       descent ║
║ 1638825270 │        421.0400 │       descent ║
║ 1638825356 │        431.0400 │       descent ║
║ 1638825442 │        441.0000 │       descent ║
║ 1638825530 │        451.0400 │       descent ║
║ 1638826130 │        452.0800 │       descent ║
║ 1638826730 │        452.1200 │       descent ║
║ 1638827330 │        452.1600 │       descent ║
║ 1638827928 │        452.2000 │  descent seek ║
║ 1638827930 │        452.2400 │       descent ║
║ 1638828530 │        452.2800 │       descent ║
║ 1638829130 │        452.3200 │       descent ║
║ 1638829730 │        452.4000 │       descent ║
║ 1638830330 │        452.4800 │       descent ║
║ 1638830930 │        452.5200 │       descent ║
║ 1638831530 │        452.6000 │       descent ║
║ 1638831560 │        452.6000 │  descent seek ║
║ 1638832130 │        452.6400 │       descent ║
║ 1638832730 │        452.7200 │       descent ║
║ 1638833330 │        452.7600 │       descent ║
║ 1638833930 │        452.8400 │       descent ║
║ 1638834530 │        452.8800 │       descent ║
║ 1638835130 │        452.9200 │       descent ║
║ 1638835730 │        453.0000 │       descent ║
║ 1638836330 │        453.0400 │       descent ║
║ 1638836930 │        453.0800 │       descent ║
║ 1638837530 │        453.1200 │       descent ║
║ 1638838130 │        453.1600 │       descent ║
║ 1638838730 │        453.1600 │       descent ║
║ 1638838793 │        453.1600 │       descent ║
║ 1639260002 │        452.5200 │  ascent start ║
║ 1639260220 │        442.8400 │        ascent ║
║ 1639260312 │        432.9600 │        ascent ║
║ 1639260389 │        422.8800 │        ascent ║
║ 1639260463 │        412.8400 │        ascent ║
║ 1639260536 │        402.9600 │        ascent ║
║ 1639260600 │        392.8400 │        ascent ║
║ 1639260664 │        382.8000 │        ascent ║
║ 1639260727 │        372.9200 │        ascent ║
║ 1639260784 │        362.9600 │        ascent ║
║ 1639260841 │        352.7600 │        ascent ║
║ 1639260897 │        342.7600 │        ascent ║
║ 1639260952 │        332.8400 │        ascent ║
║ 1639261004 │        322.9200 │        ascent ║
║ 1639261056 │        312.9200 │        ascent ║
║ 1639261108 │        302.9600 │        ascent ║
║ 1639261162 │        292.8400 │        ascent ║
║ 1639261212 │        282.8400 │        ascent ║
║ 1639261259 │        273.0000 │        ascent ║
║ 1639261309 │        262.8000 │        ascent ║
║ 1639261358 │        252.7200 │        ascent ║
║ 1639261406 │        242.7600 │        ascent ║
║ 1639261450 │        232.8400 │        ascent ║
║ 1639261494 │        222.7600 │        ascent ║
║ 1639261538 │        212.9200 │        ascent ║
║ 1639261584 │        202.7200 │        ascent ║
║ 1639261630 │        192.6400 │        ascent ║
║ 1639261676 │        182.6400 │        ascent ║
║ 1639261722 │        172.7200 │        ascent ║
║ 1639261768 │        162.7600 │        ascent ║
║ 1639261811 │        153.0000 │        ascent ║
║ 1639261855 │        142.6400 │        ascent ║
║ 1639261897 │        132.7600 │        ascent ║
║ 1639261940 │        122.7200 │        ascent ║
║ 1639261982 │        112.6800 │        ascent ║
║ 1639262023 │        102.9600 │        ascent ║
║ 1639262066 │         93.0000 │        ascent ║
║ 1639262110 │         82.6000 │        ascent ║
║ 1639262152 │         72.8000 │        ascent ║
║ 1639262197 │         62.7600 │        ascent ║
║ 1639262241 │         52.8000 │        ascent ║
║ 1639262285 │         42.6800 │        ascent ║
║ 1639262327 │         32.8800 │        ascent ║
║ 1639262372 │         22.7200 │        ascent ║
║ 1639262416 │         12.6800 │        ascent ║
║ 1639262462 │          2.6800 │        ascent ║
║ 1639262468 │          1.4800 │    ascent end ║
╚════════════╧═════════════════╧═══════════════╝

Science
science data
descending: binned:
<empty>

unbinned:
<empty>

discrete:
<empty>


park/drift: discrete
╔═════════════════╤════════════════════╤════════════════╤════════════════╗
║ pressure (dBar) │ temperature (degC) │ salinity (psu) │ time (seconds) ║
╟─────────────────┼────────────────────┼────────────────┼────────────────╢
║        453.0800 │             2.7210 │        34.2190 │           1201 ║
║        453.0800 │             2.7170 │        34.2160 │           3001 ║
║        453.0000 │             2.7140 │        34.2150 │           4801 ║
║        452.8800 │             2.7190 │        34.2160 │           6601 ║
║        452.7200 │             2.7140 │        34.2130 │           8401 ║
║        452.4800 │             2.7200 │        34.2170 │          10201 ║
║        452.2800 │             2.7250 │        34.2150 │          12001 ║
║        452.0400 │             2.7260 │        34.2170 │          13801 ║
║        451.8400 │             2.7260 │        34.2170 │          15601 ║
║        451.6800 │             2.7290 │        34.2170 │          17401 ║
║        451.5200 │             2.7360 │        34.2190 │          19201 ║
║        451.4400 │             2.7410 │        34.2210 │          21001 ║
║        451.4000 │             2.7420 │        34.2200 │          22801 ║
║        451.4000 │             2.7440 │        34.2190 │          24601 ║
║        451.4800 │             2.7430 │        34.2190 │          26401 ║
║        451.6400 │             2.7430 │        34.2200 │          28201 ║
║        451.8000 │             2.7420 │        34.2210 │          30001 ║
║        452.0400 │             2.7410 │        34.2200 │          31801 ║
║        452.3200 │             2.7400 │        34.2180 │          33601 ║
