=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 58
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-11-01 00:34:00 UTC
latitude:  69.0901322
longitude: -51.9710024
ttf:       0
nsat:      4
min snr:   36
mean snr:  41
max snr:   46
hdop:      2.4

fix kind:  DiveEnd
fix time:  2021-11-06 03:08:00 UTC
latitude:  69.0912388
longitude: -51.9766292
ttf:       220
nsat:      7
min snr:   0
mean snr:  33
max snr:   44
hdop:      1.3

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1635726894 │          0.0800 │ descent start ║
║ 1635727295 │         10.2000 │       descent ║
║ 1635727364 │         20.0400 │       descent ║
║ 1635727430 │         30.0400 │       descent ║
║ 1635727497 │         40.0400 │       descent ║
║ 1635727567 │         50.2000 │       descent ║
║ 1635727570 │         50.6400 │  descent pump ║
║ 1635727637 │         60.0000 │       descent ║
║ 1635727712 │         70.1200 │       descent ║
║ 1635727787 │         80.0800 │       descent ║
║ 1635727863 │         90.0400 │       descent ║
║ 1635727940 │        100.1200 │       descent ║
║ 1635728018 │        110.0800 │       descent ║
║ 1635728096 │        120.0000 │       descent ║
║ 1635728171 │        130.0000 │       descent ║
║ 1635728247 │        140.0800 │       descent ║
║ 1635728325 │        150.0000 │       descent ║
║ 1635728403 │        160.0400 │       descent ║
║ 1635728483 │        170.0400 │       descent ║
║ 1635728565 │        180.0800 │       descent ║
║ 1635728646 │        190.0000 │       descent ║
║ 1635728730 │        200.0800 │       descent ║
║ 1635728813 │        210.0400 │       descent ║
║ 1635728899 │        220.0800 │       descent ║
║ 1635728984 │        230.0800 │       descent ║
║ 1635729069 │        240.0400 │       descent ║
║ 1635729154 │        250.0800 │       descent ║
║ 1635729240 │        260.0400 │       descent ║
║ 1635729327 │        270.0400 │       descent ║
║ 1635729376 │        275.5600 │  descent seek ║
║ 1635729722 │        317.6000 │       descent ║
║ 1635729801 │        327.0400 │       descent ║
║ 1635729883 │        337.0400 │       descent ║
║ 1635729968 │        347.0000 │       descent ║
║ 1635730054 │        357.0000 │       descent ║
║ 1635730140 │        367.0400 │       descent ║
║ 1635730230 │        377.0800 │       descent ║
║ 1635730321 │        387.0000 │       descent ║
║ 1635730411 │        397.0000 │       descent ║
║ 1635730499 │        407.0400 │       descent ║
║ 1635730587 │        417.0800 │       descent ║
║ 1635730676 │        427.0800 │       descent ║
║ 1635730764 │        437.0400 │       descent ║
║ 1635730851 │        447.0400 │       descent ║
║ 1635730938 │        457.0400 │       descent ║
║ 1635731538 │        457.8000 │       descent ║
║ 1635732138 │        457.7200 │       descent ║
║ 1635732738 │        457.6800 │       descent ║
║ 1635733322 │        457.6400 │  descent seek ║
║ 1635733338 │        457.6400 │       descent ║
║ 1635733938 │        457.6000 │       descent ║
║ 1635734538 │        457.5600 │       descent ║
║ 1635735138 │        457.5200 │       descent ║
║ 1635735738 │        457.5200 │       descent ║
║ 1635736338 │        457.4800 │       descent ║
║ 1635736938 │        457.4800 │       descent ║
║ 1635736955 │        457.4800 │  descent seek ║
║ 1635737538 │        457.4800 │       descent ║
