=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 88
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  1980-01-06 00:00:00 UTC
latitude:  0
longitude: 0
ttf:       0
nsat:      0
min snr:   0
mean snr:  0
max snr:   0
hdop:      0

fix kind:  DiveEnd
fix time:  2022-04-08 19:42:00 UTC
latitude:  69.103968
longitude: -51.9383141
ttf:       80
nsat:      9
min snr:   0
mean snr:  34
max snr:   46
hdop:      0.9

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
║        342.4800 │             2.7760 │        34.1710 │       2.7740 ║
║        341.4400 │             2.7750 │        34.1710 │       2.8870 ║
║        340.5200 │             2.7740 │        34.1690 │       2.8430 ║
║        339.6400 │             2.7720 │        34.1700 │       2.8290 ║
║        338.5200 │             2.7720 │        34.1700 │       2.8620 ║
║        337.4800 │             2.7720 │        34.1690 │       2.8290 ║
║        336.5600 │             2.7690 │        34.1670 │       2.8580 ║
║        335.5200 │             2.7630 │        34.1670 │       2.7630 ║
║        334.4400 │             2.7560 │        34.1640 │       2.8000 ║
║        333.5200 │             2.7550 │        34.1630 │       2.8140 ║
║        332.6000 │             2.7540 │        34.1640 │       2.7850 ║
║        331.5200 │             2.7540 │        34.1620 │       2.8840 ║
║        330.4400 │             2.7520 │        34.1620 │       2.8290 ║
║        329.4800 │             2.7480 │        34.1600 │       2.8730 ║
║        328.4800 │             2.7430 │        34.1590 │       2.8430 ║
║        327.4800 │             2.7400 │        34.1600 │       2.6970 ║
