=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 90
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2022-04-13 23:35:00 UTC
latitude:  69.1012788
longitude: -51.9364446
ttf:       30
nsat:      11
min snr:   0
mean snr:  37
max snr:   44
hdop:      0.9

fix kind:  DiveEnd
fix time:  2022-04-19 02:27:00 UTC
latitude:  69.0999399
longitude: -51.9414619
ttf:       40
nsat:      6
min snr:   0
mean snr:  34
max snr:   43
hdop:      3.4

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1649892954 │          0.0000 │ descent start ║
║ 1649893555 │          0.0400 │       descent ║
║ 1649894156 │          0.1600 │       descent ║
║ 1649894242 │         10.2000 │       descent ║
║ 1649894317 │         20.1600 │       descent ║
║ 1649894391 │         30.0400 │       descent ║
║ 1649894466 │         40.1200 │       descent ║
║ 1649894542 │         50.1600 │       descent ║
║ 1649894545 │         50.5600 │  descent pump ║
║ 1649894618 │         60.0800 │       descent ║
║ 1649894695 │         70.0000 │       descent ║
║ 1649894772 │         80.0400 │       descent ║
║ 1649894850 │         90.0800 │       descent ║
║ 1649894928 │        100.0000 │       descent ║
║ 1649895009 │        110.0800 │       descent ║
║ 1649895090 │        120.0400 │       descent ║
║ 1649895171 │        130.0400 │       descent ║
║ 1649895256 │        140.0800 │       descent ║
║ 1649895344 │        150.0800 │       descent ║
║ 1649895434 │        160.0000 │       descent ║
║ 1649895526 │        170.0400 │       descent ║
║ 1649895614 │        180.0000 │       descent ║
║ 1649895703 │        190.0800 │       descent ║
║ 1649895788 │        200.0400 │       descent ║
║ 1649895874 │        210.0400 │       descent ║
║ 1649895960 │        220.0400 │       descent ║
║ 1649896048 │        230.0800 │       descent ║
║ 1649896139 │        240.0400 │       descent ║
║ 1649896231 │        250.0400 │       descent ║
║ 1649896323 │        260.0400 │       descent ║
║ 1649896351 │        263.0800 │  descent seek ║
║ 1649896697 │        302.8800 │       descent ║
║ 1649896777 │        312.0000 │       descent ║
║ 1649896864 │        322.0400 │       descent ║
║ 1649896949 │        332.0000 │       descent ║
║ 1649897037 │        342.0400 │       descent ║
║ 1649897125 │        352.0400 │       descent ║
║ 1649897214 │        362.0800 │       descent ║
║ 1649897303 │        372.0400 │       descent ║
║ 1649897393 │        382.0400 │       descent ║
║ 1649897486 │        392.0800 │       descent ║
║ 1649897581 │        402.0400 │       descent ║
║ 1649897676 │        412.0000 │       descent ║
║ 1649897771 │        422.0400 │       descent ║
║ 1649897863 │        432.0000 │       descent ║
║ 1649897956 │        442.0800 │       descent ║
║ 1649898050 │        452.0800 │       descent ║
║ 1649898142 │        462.0800 │       descent ║
║ 1649898232 │        472.0000 │       descent ║
║ 1649898832 │        472.7600 │       descent ║
║ 1649899432 │        472.6800 │       descent ║
║ 1649900032 │        472.6400 │       descent ║
║ 1649900298 │        472.6400 │  descent seek ║
║ 1649900632 │        472.6000 │       descent ║
║ 1649901232 │        472.5600 │       descent ║
║ 1649901832 │        472.5200 │       descent ║
║ 1649902432 │        472.4400 │       descent ║
║ 1649903032 │        472.4000 │       descent ║
║ 1649903632 │        472.3600 │       descent ║
║ 1649903929 │        472.3600 │  descent seek ║
║ 1649904232 │        472.3200 │       descent ║
║ 1649904832 │        472.2800 │       descent ║
║ 1649905432 │        472.2000 │       descent ║
║ 1649906032 │        472.1600 │       descent ║
║ 1649906632 │        472.1600 │       descent ║
║ 1649907232 │        472.1200 │       descent ║
║ 1649907832 │        472.0800 │       descent ║
║ 1649908432 │        472.0400 │       descent ║
║ 1649909032 │        472.0400 │       descent ║
║ 1649909632 │        472.0000 │       descent ║
║ 1649910232 │        472.0000 │       descent ║
║ 1649910832 │        472.0000 │       descent ║
║ 1649911161 │        472.0000 │       descent ║
║ 1650332370 │        474.0400 │  ascent start ║
║ 1650332729 │        464.8800 │        ascent ║
║ 1650332828 │        454.9200 │        ascent ║
║ 1650332921 │        444.8800 │        ascent ║
║ 1650333003 │        434.8000 │        ascent ║
║ 1650333084 │        424.8000 │        ascent ║
║ 1650333159 │        414.8000 │        ascent ║
║ 1650333228 │        404.7600 │        ascent ║
║ 1650333298 │        394.7600 │        ascent ║
║ 1650333360 │        384.9600 │        ascent ║
║ 1650333423 │        374.8400 │        ascent ║
║ 1650333483 │        364.9600 │        ascent ║
║ 1650333544 │        354.8400 │        ascent ║
║ 1650333600 │        344.8000 │        ascent ║
║ 1650333655 │        334.8400 │        ascent ║
║ 1650333711 │        324.9200 │        ascent ║
║ 1650333765 │        314.8800 │        ascent ║
║ 1650333815 │        304.9600 │        ascent ║
║ 1650333867 │        294.8400 │        ascent ║
║ 1650333918 │        284.8000 │        ascent ║
║ 1650333969 │        274.7600 │        ascent ║
║ 1650334017 │        264.8800 │        ascent ║
║ 1650334066 │        254.7200 │        ascent ║
║ 1650334114 │        244.8400 │        ascent ║
║ 1650334162 │        234.9600 │        ascent ║
║ 1650334209 │        225.0000 │        ascent ║
║ 1650334255 │        214.8800 │        ascent ║
║ 1650334301 │        204.9600 │        ascent ║
║ 1650334349 │        194.7200 │        ascent ║
║ 1650334397 │        184.6400 │        ascent ║
║ 1650334443 │        174.6000 │        ascent ║
║ 1650334487 │        164.6000 │        ascent ║
║ 1650334529 │        154.8800 │        ascent ║
║ 1650334574 │        144.6000 │        ascent ║
║ 1650334616 │        134.8000 │        ascent ║
║ 1650334659 │        124.9600 │        ascent ║
║ 1650334703 │        114.7600 │        ascent ║
║ 1650334745 │        105.0000 │        ascent ║
║ 1650334789 │         94.8400 │        ascent ║
║ 1650334834 │         84.7600 │        ascent ║
║ 1650334878 │         74.6400 │        ascent ║
║ 1650334920 │         64.8400 │        ascent ║
║ 1650334965 │         54.6000 │        ascent ║
║ 1650335007 │         44.7600 │        ascent ║
║ 1650335051 │         34.6800 │        ascent ║
║ 1650335096 │         24.7200 │        ascent ║
║ 1650335140 │         14.7600 │        ascent ║
