=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 68
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-12-22 04:33:00 UTC
latitude:  69.0914764
longitude: -52.0090284
ttf:       0
nsat:      5
min snr:   17
mean snr:  20
max snr:   23
hdop:      1.2

fix kind:  DiveEnd
fix time:  2021-12-27 07:07:00 UTC
latitude:  69.0915891
longitude: -52.0103031
ttf:       230
nsat:      6
min snr:   0
mean snr:  26
max snr:   35
hdop:      2

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
║        444.0400 │             2.8070 │        34.2170 │         341401 ║
║        443.9600 │             2.8040 │        34.2180 │         343201 ║
║        443.9200 │             2.8010 │        34.2030 │         345001 ║
║        443.8800 │             2.8070 │        34.2210 │         346801 ║
║        443.8400 │             2.8090 │        34.2190 │         348601 ║
║        443.8800 │             2.8070 │        34.2200 │         350401 ║
║        443.9200 │             2.7990 │        34.2240 │         352201 ║
║        443.9600 │             2.7970 │        34.2210 │         354001 ║
║        444.0800 │             2.7900 │        34.2260 │         355801 ║
║        444.2000 │             2.8010 │        34.2170 │         357601 ║
║        444.3600 │             2.7820 │        34.2300 │         359401 ║
║        444.5200 │             2.7790 │        34.2150 │         361201 ║
║        444.6800 │             2.7790 │        34.2080 │         363001 ║
║        444.8400 │             2.7950 │        34.2190 │         364801 ║
║        445.0000 │             2.8020 │        34.2160 │         366601 ║
║        445.0800 │             2.8020 │        34.2190 │         368401 ║
║        445.1600 │             2.8020 │        34.2190 │         370201 ║
║        445.1600 │             2.7970 │        34.2180 │         372001 ║
║        445.1600 │             2.7950 │        34.2150 │         373801 ║
║        445.0800 │             2.7900 │        34.2180 │         375601 ║
║        445.0000 │             2.7910 │        34.1660 │         377401 ║
║        444.8800 │             2.7900 │        34.1180 │         379201 ║
║        444.7600 │             2.7920 │        34.1700 │         381001 ║
║        444.6000 │             2.7920 │        34.2140 │         382801 ║
║        444.4400 │             2.7940 │        34.2120 │         384601 ║
║        444.2800 │             2.7960 │        34.2120 │         386401 ║
║        444.0800 │             2.7990 │        34.2140 │         388201 ║
║        443.9200 │             2.7990 │        34.2120 │         390001 ║
║        443.8000 │             2.7980 │        34.2150 │         391801 ║
║        443.7200 │             2.7950 │        34.2140 │         393601 ║
║        443.6400 │             2.7920 │        34.2150 │         395401 ║
║        443.6000 │             2.7900 │        34.2130 │         397201 ║
║        443.6400 │             2.7880 │        34.2140 │         399001 ║
║        443.6800 │             2.7870 │        34.2120 │         400801 ║
║        443.7200 │             2.7890 │        34.2120 │         402601 ║
║        443.7600 │             2.7870 │        34.2120 │         404401 ║
║        443.8400 │             2.7880 │        34.2110 │         406201 ║
║        443.9200 │             2.7880 │        34.2120 │         408001 ║
║        444.0400 │             2.7880 │        34.2150 │         409801 ║
║        444.1200 │             2.7900 │        34.2150 │         411601 ║
║        444.2400 │             2.7960 │        34.2150 │         413401 ║
║        444.2800 │             2.7930 │        34.2160 │         415201 ║
║        444.3600 │             2.7900 │        34.2120 │         417001 ║
║        444.4400 │             2.7910 │        34.1980 │         418801 ║
╚═════════════════╧════════════════════╧════════════════╧════════════════╝


ascending: binned:
╔═════════════════╤════════════════════╤════════════════╤══════════════╗
║ pressure (dBar) │ temperature (degC) │ salinity (psu) │ tcond (degC) ║
╟─────────────────┼────────────────────┼────────────────┼──────────────╢
║        444.5600 │             2.7950 │        34.2130 │       2.8050 ║
║        443.4800 │             2.7880 │        34.2210 │       2.8580 ║
║        442.4000 │             2.7860 │        34.2210 │       2.8380 ║
║        441.4000 │             2.7820 │        34.2230 │       2.7850 ║
║        440.4800 │             2.7810 │        34.2220 │       2.7960 ║
║        439.5600 │             2.7750 │        34.2210 │       2.7850 ║
║        438.5200 │             2.7680 │        34.2200 │       2.8550 ║
║        437.4800 │             2.7600 │        34.2190 │       2.8730 ║
║        436.5200 │             2.7560 │        34.2180 │       2.8840 ║
║        435.6000 │             2.7520 │        34.2170 │       2.8110 ║
║        434.5200 │             2.7480 │        34.2160 │       2.8460 ║
║        433.4800 │             2.7470 │        34.2170 │       2.7760 ║
║        432.4400 │             2.7450 │        34.2150 │       2.7850 ║
║        431.4800 │             2.7430 │        34.2160 │       2.7080 ║
║        430.5600 │             2.7390 │        34.2150 │       2.7680 ║
║        429.4800 │             2.7370 │        34.2140 │       2.7590 ║
║        428.4400 │             2.7370 │        34.2140 │       2.8030 ║
║        427.4400 │             2.7360 │        34.2130 │       2.7850 ║
║        426.4000 │             2.7320 │        34.2110 │       2.7410 ║
║        425.4400 │             2.7310 │        34.2120 │       2.7300 ║
║        424.5600 │             2.7290 │        34.2120 │       2.7190 ║
║        423.4800 │             2.7260 │        34.2110 │       2.8730 ║
║        422.4400 │             2.7220 │        34.2100 │       2.7120 ║
║        421.5600 │             2.7220 │        34.2110 │       2.6970 ║
║        420.4800 │             2.7220 │        34.2100 │       2.8400 ║
║        419.4400 │             2.7230 │        34.2110 │       2.8510 ║
║        418.4000 │             2.7220 │        34.2100 │       2.8620 ║
║        417.4400 │             2.7220 │        34.2110 │       2.6970 ║
║        416.5200 │             2.7220 │        34.2110 │       2.8070 ║
║        415.4800 │             2.7190 │        34.2100 │       2.7740 ║
║        414.4400 │             2.7140 │        34.2110 │       2.8180 ║
║        413.4800 │             2.7120 │        34.2100 │       2.7410 ║
║        412.6000 │             2.7120 │        34.2110 │       2.8180 ║
║        411.5200 │             2.7150 │        34.2100 │       2.7300 ║
║        410.4800 │             2.7160 │        34.2100 │       2.6760 ║
║        409.4400 │             2.7160 │        34.2090 │       2.7300 ║
║        408.5200 │             2.7150 │        34.2100 │       2.7270 ║
║        407.6000 │             2.7130 │        34.2100 │       2.8180 ║
║        406.5600 │             2.7100 │        34.2090 │       2.7630 ║
║        405.4800 │             2.7070 │        34.2080 │       2.8290 ║
║        404.4400 │             2.7060 │        34.2090 │       2.7410 ║
║        403.5200 │             2.7030 │        34.2080 │       2.8000 ║
║        402.6000 │             2.7010 │        34.2090 │       2.8290 ║
║        401.5200 │             2.6970 │        34.2070 │       2.7410 ║
║        400.4800 │             2.6940 │        34.2070 │       2.9600 ║
║        399.4400 │             2.6930 │        34.2060 │       2.8180 ║
║        398.5200 │             2.6930 │        34.2070 │       2.7270 ║
║        397.5600 │             2.6930 │        34.2060 │       2.7080 ║
║        396.4400 │             2.6930 │        34.2050 │       2.8070 ║
║        395.4400 │             2.6910 │        34.2050 │       2.7410 ║
║        394.4800 │             2.6890 │        34.2050 │       2.7850 ║
║        393.5600 │             2.6880 │        34.2060 │       2.8140 ║
║        392.6400 │             2.6850 │        34.2050 │       2.8140 ║
║        391.5600 │             2.6830 │        34.2050 │       2.8180 ║
║        390.4400 │             2.6810 │        34.2050 │       2.8140 ║
║        389.5200 │             2.6730 │        34.2040 │       2.8140 ║
║        388.6000 │             2.6720 │        34.2030 │       2.6970 ║
║        387.5200 │             2.6730 │        34.2040 │       2.8070 ║
║        386.4000 │             2.6680 │        34.2030 │       2.8140 ║
║        385.5200 │             2.6630 │        34.2030 │       2.7120 ║
║        384.5600 │             2.6620 │        34.2020 │       2.7710 ║
║        383.6400 │             2.6550 │        34.2000 │       2.8290 ║
║        382.5200 │             2.6510 │        34.2000 │       2.7080 ║
║        381.4800 │             2.6500 │        34.1990 │       2.6680 ║
║        380.5200 │             2.6490 │        34.1980 │       2.6830 ║
║        379.6000 │             2.6500 │        34.2000 │       2.7270 ║
║        378.4800 │             2.6490 │        34.1980 │       2.6860 ║
║        377.4000 │             2.6470 │        34.1990 │       2.7560 ║
║        376.4400 │             2.6460 │        34.1990 │       2.8290 ║
║        375.5200 │             2.6440 │        34.1980 │       2.7710 ║
║        374.5600 │             2.6410 │        34.1970 │       2.7560 ║
║        373.6000 │             2.6290 │        34.1940 │       2.6970 ║
║        372.4800 │             2.6270 │        34.1940 │       2.7740 ║
║        371.4000 │             2.6250 │        34.1950 │       2.6830 ║
║        370.4400 │             2.6260 │        34.1950 │       2.7120 ║
║        369.4800 │             2.6260 │        34.1930 │       2.7270 ║
║        368.5200 │             2.6260 │        34.1930 │       2.6540 ║
║        367.4800 │             2.6250 │        34.1940 │       2.7850 ║
║        366.4400 │             2.6260 │        34.1930 │       2.8000 ║
║        365.5200 │             2.6250 │        34.1950 │       2.7120 ║
║        364.6000 │             2.6190 │        34.1920 │       2.7270 ║
║        363.4800 │             2.6110 │        34.1920 │       2.7080 ║
║        362.4800 │             2.6110 │        34.1900 │       2.6760 ║
║        361.6400 │             2.6090 │        34.1890 │       2.6540 ║
║        360.6000 │             2.5970 │        34.1870 │       2.6240 ║
║        359.5600 │             2.5940 │        34.1880 │       2.7410 ║
║        358.5600 │             2.5920 │        34.1880 │       2.6390 ║
