=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 72
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2022-01-11 15:50:00 UTC
latitude:  69.094651
longitude: -51.9893778
ttf:       60
nsat:      4
min snr:   27
mean snr:  39
max snr:   47
hdop:      3.8

fix kind:  DiveEnd
fix time:  2022-01-16 18:27:00 UTC
latitude:  69.0937868
longitude: -51.992099
ttf:       200
nsat:      6
min snr:   0
mean snr:  33
max snr:   43
hdop:      5.2

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1641916275 │         -0.4000 │ descent start ║
║ 1641916822 │         10.0800 │       descent ║
║ 1641916897 │         20.1200 │       descent ║
║ 1641916969 │         30.1600 │       descent ║
║ 1641917041 │         40.0400 │       descent ║
║ 1641917113 │         50.0400 │       descent ║
║ 1641917116 │         50.4400 │  descent pump ║
║ 1641917192 │         60.1200 │       descent ║
║ 1641917271 │         70.0400 │       descent ║
║ 1641917347 │         80.0800 │       descent ║
║ 1641917420 │         90.0400 │       descent ║
║ 1641917492 │        100.0400 │       descent ║
║ 1641917568 │        110.0800 │       descent ║
║ 1641917646 │        120.0800 │       descent ║
║ 1641917728 │        130.0400 │       descent ║
║ 1641917813 │        140.0000 │       descent ║
║ 1641917903 │        150.0400 │       descent ║
║ 1641917997 │        160.0800 │       descent ║
║ 1641918089 │        170.0800 │       descent ║
║ 1641918180 │        180.0800 │       descent ║
║ 1641918271 │        190.0400 │       descent ║
║ 1641918359 │        200.0000 │       descent ║
║ 1641918445 │        210.0800 │       descent ║
║ 1641918529 │        220.0000 │       descent ║
║ 1641918614 │        230.0800 │       descent ║
║ 1641918699 │        240.0800 │       descent ║
║ 1641918782 │        250.0000 │       descent ║
║ 1641918868 │        260.0800 │       descent ║
║ 1641918923 │        266.4800 │  descent seek ║
║ 1641919269 │        307.4800 │       descent ║
║ 1641919352 │        317.0800 │       descent ║
║ 1641919437 │        327.0400 │       descent ║
║ 1641919522 │        337.0000 │       descent ║
║ 1641919609 │        347.0800 │       descent ║
║ 1641919694 │        357.0800 │       descent ║
║ 1641919778 │        367.1200 │       descent ║
║ 1641919862 │        377.0000 │       descent ║
║ 1641919950 │        387.0400 │       descent ║
║ 1641920038 │        397.0400 │       descent ║
║ 1641920128 │        407.0400 │       descent ║
║ 1641920217 │        417.0400 │       descent ║
║ 1641920307 │        427.0800 │       descent ║
║ 1641920396 │        437.0400 │       descent ║
║ 1641920484 │        447.0800 │       descent ║
║ 1641920571 │        457.0400 │       descent ║
║ 1641921171 │        458.1600 │       descent ║
║ 1641921771 │        458.1600 │       descent ║
║ 1641922371 │        458.2000 │       descent ║
║ 1641922870 │        458.2000 │  descent seek ║
║ 1641922971 │        458.2000 │       descent ║
║ 1641923571 │        458.2400 │       descent ║
║ 1641924171 │        458.2400 │       descent ║
║ 1641924771 │        458.2400 │       descent ║
║ 1641925371 │        458.2400 │       descent ║
║ 1641925971 │        458.2800 │       descent ║
║ 1641926502 │        458.2800 │  descent seek ║
║ 1641926571 │        458.2800 │       descent ║
║ 1641927171 │        458.2800 │       descent ║
║ 1641927771 │        458.2800 │       descent ║
║ 1641928371 │        458.2800 │       descent ║
║ 1641928971 │        458.2800 │       descent ║
║ 1641929571 │        458.2800 │       descent ║
║ 1641930171 │        458.2800 │       descent ║
║ 1641930771 │        458.2400 │       descent ║
║ 1641931371 │        458.2400 │       descent ║
║ 1641931971 │        458.2000 │       descent ║
║ 1641932571 │        458.2000 │       descent ║
║ 1641933171 │        458.1600 │       descent ║
║ 1641933734 │        458.1200 │       descent ║
║ 1642354943 │        457.4000 │  ascent start ║
║ 1642355188 │        447.9600 │        ascent ║
║ 1642355281 │        437.7600 │        ascent ║
║ 1642355358 │        427.8800 │        ascent ║
║ 1642355435 │        417.7600 │        ascent ║
║ 1642355505 │        407.9200 │        ascent ║
║ 1642355569 │        397.9200 │        ascent ║
║ 1642355633 │        387.9200 │        ascent ║
║ 1642355696 │        377.8400 │        ascent ║
║ 1642355751 │        367.8400 │        ascent ║
║ 1642355807 │        357.9200 │        ascent ║
║ 1642355864 │        347.6800 │        ascent ║
║ 1642355918 │        337.7600 │        ascent ║
║ 1642355968 │        327.8000 │        ascent ║
║ 1642356018 │        317.8000 │        ascent ║
║ 1642356069 │        307.8400 │        ascent ║
║ 1642356119 │        297.7600 │        ascent ║
║ 1642356166 │        287.8000 │        ascent ║
║ 1642356212 │        277.9200 │        ascent ║
║ 1642356259 │        267.7200 │        ascent ║
║ 1642356305 │        257.8800 │        ascent ║
║ 1642356353 │        247.7200 │        ascent ║
║ 1642356399 │        237.6800 │        ascent ║
║ 1642356441 │        228.0000 │        ascent ║
║ 1642356486 │        217.8400 │        ascent ║
║ 1642356530 │        207.8000 │        ascent ║
║ 1642356574 │        197.8400 │        ascent ║
║ 1642356618 │        188.0000 │        ascent ║
║ 1642356664 │        177.7200 │        ascent ║
║ 1642356708 │        167.8400 │        ascent ║
║ 1642356753 │        157.8800 │        ascent ║
║ 1642356799 │        147.6400 │        ascent ║
║ 1642356844 │        137.7200 │        ascent ║
║ 1642356889 │        127.6400 │        ascent ║
║ 1642356931 │        117.7200 │        ascent ║
║ 1642356974 │        107.7600 │        ascent ║
║ 1642357016 │         97.9200 │        ascent ║
║ 1642357061 │         87.7600 │        ascent ║
║ 1642357105 │         77.8000 │        ascent ║
║ 1642357149 │         67.8000 │        ascent ║
║ 1642357193 │         57.8400 │        ascent ║
║ 1642357237 │         47.8000 │        ascent ║
║ 1642357282 │         37.8400 │        ascent ║
║ 1642357326 │         27.8400 │        ascent ║
║ 1642357370 │         17.7200 │        ascent ║
║ 1642357414 │          7.6800 │        ascent ║
║ 1642357442 │          1.6800 │    ascent end ║
╚════════════╧═════════════════╧═══════════════╝

Science
science data
descending: binned:
<empty>

unbinned:
<empty>

discrete:
<empty>


park/drift: discrete
╔═════════════════╤════════════════════╤════════════════╤════════════════╗
║ pressure (dBar) │ temperature (degC) │ salinity (psu) │ time (seconds) ║
╟─────────────────┼────────────────────┼────────────────┼────────────────╢
║        457.9200 │             2.8120 │        34.2340 │           1201 ║
║        457.8400 │             2.8170 │        34.2330 │           3001 ║
║        457.7200 │             2.8180 │        34.2340 │           4801 ║
║        457.6000 │             2.8170 │        34.2360 │           6601 ║
║        457.4800 │             2.8150 │        34.2340 │           8401 ║
║        457.3600 │             2.8190 │        34.2350 │          10201 ║
║        457.2800 │             2.8220 │        34.2330 │          12001 ║
║        457.2000 │             2.8210 │        34.2350 │          13801 ║
║        457.1200 │             2.8210 │        34.2310 │          15601 ║
║        457.0400 │             2.8200 │        34.2330 │          17401 ║
║        457.0000 │             2.8200 │        34.2360 │          19201 ║
║        457.0000 │             2.8190 │        34.2330 │          21001 ║
║        457.0400 │             2.8200 │        34.2320 │          22801 ║
║        457.1200 │             2.8200 │        34.2350 │          24601 ║
║        457.2400 │             2.8190 │        34.2330 │          26401 ║
║        457.3600 │             2.8200 │        34.2330 │          28201 ║
║        457.5200 │             2.8190 │        34.2310 │          30001 ║
║        457.6400 │             2.8180 │        34.2300 │          31801 ║
║        457.8000 │             2.8180 │        34.2320 │          33601 ║
║        457.9200 │             2.8180 │        34.2320 │          35401 ║
║        458.0400 │             2.8180 │        34.2310 │          37201 ║
║        458.1200 │             2.8190 │        34.2310 │          39001 ║
║        458.2000 │             2.8190 │        34.2290 │          40801 ║
║        458.2400 │             2.8190 │        34.2310 │          42601 ║
║        458.2400 │             2.8190 │        34.2300 │          44401 ║
║        458.2400 │             2.8190 │        34.2290 │          46201 ║
║        458.2400 │             2.8200 │        34.2310 │          48001 ║
║        458.2000 │             2.8200 │        34.2310 │          49801 ║
║        458.1200 │             2.8190 │        34.2310 │          51601 ║
║        458.0400 │             2.8190 │        34.2290 │          53401 ║
║        457.9600 │             2.8190 │        34.2300 │          55201 ║
║        457.8400 │             2.8180 │        34.2300 │          57001 ║
║        457.8000 │             2.8190 │        34.2290 │          58801 ║
║        457.7200 │             2.8160 │        34.2290 │          60601 ║
║        457.7200 │             2.8180 │        34.2290 │          62401 ║
║        457.6800 │             2.8190 │        34.2310 │          64201 ║
║        457.6800 │             2.8180 │        34.2280 │          66001 ║
║        457.7200 │             2.8170 │        34.2300 │          67801 ║
║        457.7600 │             2.8170 │        34.2290 │          69601 ║
║        457.8000 │             2.8150 │        34.2290 │          71401 ║
║        457.8400 │             2.8140 │        34.2260 │          73201 ║
║        457.8800 │             2.8140 │        34.2270 │          75001 ║
║        457.9200 │             2.8130 │        34.2280 │          76801 ║
║        458.0000 │             2.8130 │        34.2270 │          78601 ║
║        458.0000 │             2.8120 │        34.2270 │          80401 ║
║        458.0400 │             2.8110 │        34.2270 │          82201 ║
║        458.0400 │             2.8130 │        34.2250 │          84001 ║
║        458.0000 │             2.8120 │        34.2270 │          85801 ║
║        458.0000 │             2.8120 │        34.2260 │          87601 ║
║        457.9200 │             2.8120 │        34.2250 │          89401 ║
║        457.8400 │             2.8120 │        34.2240 │          91201 ║
║        457.7600 │             2.8110 │        34.2270 │          93001 ║
║        457.6800 │             2.8130 │        34.2300 │          94801 ║
║        457.5600 │             2.8130 │        34.2250 │          96601 ║
║        457.4800 │             2.8140 │        34.2280 │          98401 ║
║        457.3600 │             2.8130 │        34.2270 │         100201 ║
║        457.2400 │             2.8130 │        34.2290 │         102001 ║
║        457.1600 │             2.8120 │        34.2280 │         103801 ║
║        457.0800 │             2.8100 │        34.2240 │         105601 ║
║        457.0400 │             2.8110 │        34.2270 │         107401 ║
║        457.0000 │             2.8100 │        34.2270 │         109201 ║
║        457.0400 │             2.8040 │        34.2250 │         111001 ║
║        457.0800 │             2.8070 │        34.2250 │         112801 ║
║        457.2000 │             2.8080 │        34.2240 │         114601 ║
║        457.3200 │             2.8080 │        34.2230 │         116401 ║
║        457.4800 │             2.8070 │        34.2270 │         118201 ║
║        457.6400 │             2.8070 │        34.2230 │         120001 ║
║        457.8000 │             2.8070 │        34.2260 │         121801 ║
║        457.9600 │             2.7990 │        34.2240 │         123601 ║
║        458.0800 │             2.8080 │        34.2230 │         125401 ║
║        458.2000 │             2.8120 │        34.2240 │         127201 ║
║        458.3200 │             2.8120 │        34.2250 │         129001 ║
║        458.4000 │             2.8160 │        34.2270 │         130801 ║
║        458.4800 │             2.8160 │        34.2260 │         132601 ║
║        458.4800 │             2.8130 │        34.2280 │         134401 ║
║        458.4800 │             2.8130 │        34.2260 │         136201 ║
║        458.4400 │             2.8110 │        34.2250 │         138001 ║
║        458.3600 │             2.8120 │        34.2230 │         139801 ║
║        458.2800 │             2.8110 │        34.2220 │         141601 ║
║        458.1600 │             2.8110 │        34.2250 │         143401 ║
║        458.0400 │             2.8090 │        34.2270 │         145201 ║
║        457.9200 │             2.8090 │        34.2250 │         147001 ║
║        457.8400 │             2.8060 │        34.2230 │         148801 ║
║        457.7600 │             2.8060 │        34.2230 │         150601 ║
║        457.7200 │             2.8090 │        34.2240 │         152401 ║
║        457.6800 │             2.8090 │        34.2240 │         154201 ║
║        457.6400 │             2.8100 │        34.2220 │         156001 ║
║        457.6400 │             2.8100 │        34.2240 │         157801 ║
║        457.6800 │             2.8090 │        34.2240 │         159601 ║
║        457.6800 │             2.8090 │        34.2240 │         161401 ║
║        457.7200 │             2.8080 │        34.2220 │         163201 ║
║        457.7600 │             2.8090 │        34.2230 │         165001 ║
║        457.8400 │             2.8070 │        34.2220 │         166801 ║
║        457.8800 │             2.8060 │        34.2230 │         168601 ║
║        457.9200 │             2.8070 │        34.2210 │         170401 ║
║        458.0000 │             2.8070 │        34.2200 │         172201 ║
║        458.0000 │             2.8060 │        34.2230 │         174001 ║
║        458.0400 │             2.8050 │        34.2220 │         175801 ║
║        458.0000 │             2.8040 │        34.2220 │         177601 ║
║        457.9600 │             2.7980 │        34.2210 │         179401 ║
║        457.8800 │             2.7990 │        34.2210 │         181201 ║
║        457.8000 │             2.7980 │        34.2210 │         183001 ║
║        457.6800 │             2.7950 │        34.2200 │         184801 ║
║        457.6000 │             2.7920 │        34.2210 │         186601 ║
