=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 60
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-11-11 06:09:00 UTC
latitude:  69.0939067
longitude: -51.989795
ttf:       0
nsat:      5
min snr:   33
mean snr:  37
max snr:   44
hdop:      1.5

fix kind:  DiveEnd
fix time:  2021-11-16 08:42:00 UTC
latitude:  69.0938286
longitude: -51.9873377
ttf:       140
nsat:      6
min snr:   0
mean snr:  31
max snr:   44
hdop:      1.5

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
╟────────────┼─────────────────┼───────────────╢
║ 1636611014 │          0.0400 │ descent start ║
║ 1636611403 │         10.0400 │       descent ║
║ 1636611470 │         20.2000 │       descent ║
║ 1636611542 │         30.1600 │       descent ║
║ 1636611612 │         40.2000 │       descent ║
║ 1636611680 │         50.1600 │       descent ║
║ 1636611683 │         50.6000 │  descent pump ║
║ 1636611752 │         60.1200 │       descent ║
║ 1636611823 │         70.0400 │       descent ║
║ 1636611897 │         80.0800 │       descent ║
║ 1636611973 │         90.1200 │       descent ║
║ 1636612049 │        100.0800 │       descent ║
║ 1636612126 │        110.0400 │       descent ║
║ 1636612206 │        120.0000 │       descent ║
║ 1636612289 │        130.0000 │       descent ║
║ 1636612371 │        140.0400 │       descent ║
║ 1636612455 │        150.0800 │       descent ║
║ 1636612538 │        160.0000 │       descent ║
║ 1636612622 │        170.0800 │       descent ║
║ 1636612706 │        180.0400 │       descent ║
║ 1636612790 │        190.0000 │       descent ║
║ 1636612873 │        200.0800 │       descent ║
║ 1636612958 │        210.0400 │       descent ║
║ 1636613041 │        220.0800 │       descent ║
║ 1636613124 │        230.0800 │       descent ║
║ 1636613206 │        240.0800 │       descent ║
║ 1636613289 │        250.0400 │       descent ║
║ 1636613375 │        260.0400 │       descent ║
║ 1636613464 │        270.0800 │       descent ║
║ 1636613490 │        272.9600 │  descent seek ║
║ 1636613837 │        314.5600 │       descent ║
║ 1636613916 │        324.0800 │       descent ║
║ 1636613999 │        334.0800 │       descent ║
║ 1636614080 │        344.0000 │       descent ║
║ 1636614165 │        354.0400 │       descent ║
║ 1636614249 │        364.0400 │       descent ║
║ 1636614332 │        374.0800 │       descent ║
║ 1636614413 │        384.0800 │       descent ║
║ 1636614496 │        394.0800 │       descent ║
║ 1636614580 │        404.0800 │       descent ║
║ 1636614664 │        414.0000 │       descent ║
║ 1636614750 │        424.0400 │       descent ║
║ 1636614836 │        434.0400 │       descent ║
║ 1636614923 │        444.0800 │       descent ║
║ 1636615009 │        454.0400 │       descent ║
║ 1636615609 │        457.8000 │       descent ║
║ 1636616209 │        457.7600 │       descent ║
║ 1636616809 │        457.7600 │       descent ║
║ 1636617409 │        457.7200 │       descent ║
║ 1636617438 │        457.7200 │  descent seek ║
║ 1636618009 │        457.6800 │       descent ║
║ 1636618609 │        457.6800 │       descent ║
║ 1636619209 │        457.6400 │       descent ║
║ 1636619809 │        457.6400 │       descent ║
║ 1636620409 │        457.6000 │       descent ║
║ 1636621009 │        457.6000 │       descent ║
║ 1636621070 │        457.6000 │  descent seek ║
║ 1636621609 │        457.6000 │       descent ║
║ 1636622209 │        457.5600 │       descent ║
║ 1636622809 │        457.5600 │       descent ║
║ 1636623409 │        457.5600 │       descent ║
║ 1636624009 │        457.5600 │       descent ║
║ 1636624609 │        457.5600 │       descent ║
║ 1636625209 │        457.5200 │       descent ║
║ 1636625809 │        457.5600 │       descent ║
║ 1636626409 │        457.5600 │       descent ║
║ 1636627009 │        457.5600 │       descent ║
║ 1636627609 │        457.5600 │       descent ║
║ 1636628209 │        457.5600 │       descent ║
║ 1636628301 │        457.5600 │       descent ║
║ 1637049510 │        458.1200 │  ascent start ║
║ 1637049727 │        449.0000 │        ascent ║
║ 1637049822 │        438.9600 │        ascent ║
║ 1637049900 │        428.9600 │        ascent ║
║ 1637049978 │        418.8000 │        ascent ║
║ 1637050051 │        408.9600 │        ascent ║
║ 1637050117 │        398.9200 │        ascent ║
