Message,20201104T025215,Firmware: 07/16/20 13:53:27 2.15.0 STD SBD Final
Message,20201104T025215,Float ID: 026-1720
LGR_P,20201104T025215,-0.09037
GPS,20201104T030148,69.015747,-52.477520,7
LGR_P,20201104T030150,-0.37816
Message,20201104T030152,Park Descent Mission
LGR_P,20201104T030155,-0.38571
LGR_P,20201104T030313,0.61310
LGR_P,20201104T030415,0.04116
LGR_P,20201104T030517,-0.18511
LGR_P,20201104T030619,0.18935
LGR_P,20201104T030721,1.78350
LGR_P,20201104T030822,5.23085
LGR_P,20201104T030924,11.92383
LGR_P,20201104T031026,20.13512
LGR_P,20201104T031128,31.58002
LGR_P,20201104T031230,43.49605
LGR_P,20201104T031332,55.07001
LGR_P,20201104T031345,57.56243
LGR_P,20201104T031346,57.75127
LGR_P,20201104T031447,69.58155
LGR_P,20201104T032950,223.71970
LGR_P,20201104T034453,244.39725
LGR_P,20201104T035957,244.29036
LGR_P,20201104T040100,244.29890
LGR_P,20201104T040203,244.28802
Message,20201104T040207,Park Mission
LGR_P,20201104T040209,244.30820
LGR_PTSCI,20201104T040210,244.29965,2.51575,34.12081,30.63150,2.45523
LGR_P,20201104T040211,244.30344
LGR_P,20201104T050206,243.90112
LGR_PTSCI,20201104T050207,243.91663,2.51764,34.12259,30.63441,2.49893
LGR_P,20201104T050208,243.91281
LGR_P,20201104T060209,243.59512
LGR_PTSCI,20201104T060210,243.60492,2.50415,34.09127,30.59722,2.54257
LGR_P,20201104T060211,243.60019
LGR_P,20201104T070212,243.33588
LGR_PTSCI,20201104T070213,243.34149,2.50372,34.09047,30.59609,2.62976
LGR_P,20201104T070214,243.33817
LGR_P,20201104T080215,243.26740
LGR_PTSCI,20201104T080216,243.27530,2.50857,34.10498,30.61201,2.45523
LGR_P,20201104T080217,243.28183
LGR_P,20201104T090218,243.48486
LGR_PTSCI,20201104T090219,243.47961,2.51025,34.10381,30.61260,2.76019
LGR_P,20201104T090220,243.49979
LGR_P,20201104T100221,243.86536
LGR_PTSCI,20201104T100222,243.86292,2.49951,34.07169,30.57747,2.67328
LGR_P,20201104T100223,243.87225
LGR_P,20201104T110224,244.57941
LGR_PTSCI,20201104T110225,244.58356,2.49496,34.06746,30.57044,2.45523
LGR_P,20201104T110226,244.58017
LGR_P,20201104T120227,245.01294
LGR_PTSCI,20201104T120228,245.01190,2.50650,34.07142,30.58380,2.49893
LGR_P,20201104T120229,245.02081
LGR_P,20201104T130230,246.15115
LGR_PTSCI,20201104T130231,246.14685,2.50128,34.06523,30.57479,2.67328
LGR_P,20201104T130232,246.14963
LGR_P,20201104T140233,244.27676
LGR_PTSCI,20201104T140234,244.27759,2.49908,34.05110,30.56060,2.49893
LGR_P,20201104T140235,244.26672
LGR_P,20201104T150236,244.93124
LGR_PTSCI,20201104T150237,244.94479,2.50537,34.05444,30.56903,2.45523
LGR_P,20201104T150238,244.95181
LGR_P,20201104T160239,244.67401
LGR_PTSCI,20201104T160240,244.67728,2.51218,34.06427,30.58275,2.49893
LGR_P,20201104T160241,244.67914
LGR_P,20201104T170242,244.30292
LGR_PTSCI,20201104T170243,244.30756,2.51248,34.06477,30.58326,2.62976
LGR_P,20201104T170244,244.31262
LGR_P,20201104T180245,244.90768
LGR_PTSCI,20201104T180246,244.90857,2.50943,34.05936,30.57651,2.49893
LGR_P,20201104T180247,244.92926
LGR_P,20201104T190248,244.78036
LGR_PTSCI,20201104T190249,244.79303,2.50836,34.05748,30.57401,2.49893
LGR_P,20201104T190250,244.80093
LGR_P,20201104T200251,244.64371
LGR_PTSCI,20201104T200252,244.64456,2.51010,34.06004,30.57752,2.54257
LGR_P,20201104T200253,244.64929
LGR_P,20201104T210254,244.68228
LGR_PTSCI,20201104T210255,244.69113,2.51013,34.06181,30.57900,2.49893
LGR_P,20201104T210256,244.69955
LGR_P,20201104T220257,244.83527
LGR_PTSCI,20201104T220258,244.83286,2.52115,34.07971,30.60308,2.67328
LGR_P,20201104T220259,244.83842
LGR_P,20201104T230300,245.05460
LGR_PTSCI,20201104T230301,245.05408,2.52081,34.07578,30.59970,2.58621
LGR_P,20201104T230302,245.06055
LGR_P,20201105T000303,245.28656
LGR_PTSCI,20201105T000304,245.30203,2.51895,34.07200,30.59515,2.49893
LGR_P,20201105T000305,245.29349
LGR_P,20201105T010306,245.46024
LGR_PTSCI,20201105T010307,245.46442,2.51404,34.08295,30.59985,2.58621
LGR_P,20201105T010308,245.47659
LGR_P,20201105T020309,245.51508
LGR_PTSCI,20201105T020310,245.52206,2.50781,34.07841,30.59082,2.54257
LGR_P,20201105T020311,245.52341
LGR_P,20201105T030312,245.41501
LGR_PTSCI,20201105T030313,245.41730,2.51065,34.09202,30.60427,2.54257
LGR_P,20201105T030314,245.42435
LGR_P,20201105T040315,245.16626
LGR_PTSCI,20201105T040316,245.17984,2.51837,34.10637,30.62246,2.67328
LGR_P,20201105T040317,245.17978
LGR_P,20201105T050318,244.85468
LGR_PTSCI,20201105T050319,244.85696,2.51538,34.10678,30.62007,2.49893
LGR_P,20201105T050320,244.86072
LGR_P,20201105T060321,244.59814
LGR_PTSCI,20201105T060322,244.60370,2.52615,34.10863,30.63076,2.58621
LGR_P,20201105T060323,244.59616
LGR_P,20201105T070324,244.36411
LGR_PTSCI,20201105T070325,244.36691,2.53943,34.11276,30.64548,2.71673
LGR_P,20201105T070326,244.37393
LGR_P,20201105T080327,244.27536
LGR_PTSCI,20201105T080328,244.28751,2.54266,34.11538,30.65036,2.54257
LGR_P,20201105T080329,244.27145
LGR_P,20201105T090330,244.38055
LGR_PTSCI,20201105T090331,244.39746,2.54422,34.11506,30.65149,2.54257
LGR_P,20201105T090332,244.38423
LGR_P,20201105T100333,244.68347
LGR_PTSCI,20201105T100334,244.68668,2.54041,34.11491,30.64820,2.45523
LGR_P,20201105T100335,244.69510
LGR_P,20201105T110336,245.09332
LGR_PTSCI,20201105T110337,245.09326,2.54245,34.11680,30.65169,2.45523
LGR_P,20201105T110338,245.11252
LGR_P,20201105T120339,245.54065
LGR_PTSCI,20201105T120340,245.55609,2.54275,34.11653,30.65194,2.54257
LGR_P,20201105T120341,245.56686
LGR_P,20201105T130342,245.95160
LGR_PTSCI,20201105T130343,245.95810,2.54041,34.11373,30.64782,2.49893
LGR_P,20201105T130344,245.95428
LGR_P,20201105T140345,246.18686
LGR_PTSCI,20201105T140346,246.19293,2.51059,34.08867,30.60183,2.45523
LGR_P,20201105T140347,246.20934
LGR_P,20201105T150348,246.22311
LGR_PTSCI,20201105T150349,246.22165,2.50705,34.09071,30.60045,2.58621
LGR_P,20201105T150350,246.24744
LGR_P,20201105T160351,246.05688
LGR_PTSCI,20201105T160352,246.05402,2.52316,34.08628,30.61070,2.67328
LGR_P,20201105T160353,246.06572
