lon,lat,date,depth,temperature,salinity
-50.5671,69.16738,06/09/2021,10.3262,,
-50.5671,69.16738,06/09/2021,10.4366,,
-50.5671,69.16738,06/09/2021,10.547,,
-50.5671,69.16738,06/09/2021,10.6574,-0.66,27.46
-50.5671,69.16738,06/09/2021,10.7677,-0.66,27.5
-50.5671,69.16738,06/09/2021,10.8781,-0.65,27.51
-50.5671,69.16738,06/09/2021,10.9885,-0.65,27.57
-50.5671,69.16738,06/09/2021,11.0989,-0.64,27.58
-50.5671,69.16738,06/09/2021,11.2093,-0.64,27.58
-50.5671,69.16738,06/09/2021,11.3196,-0.65,27.59
-50.5671,69.16738,06/09/2021,11.43,-0.64,27.58
-50.5671,69.16738,06/09/2021,11.5404,-0.65,27.61
-50.5671,69.16738,06/09/2021,11.6508,-0.64,27.6
-50.5671,69.16738,06/09/2021,11.7611,-0.64,27.62
-50.5671,69.16738,06/09/2021,11.8715,-0.63,27.68
-50.5671,69.16738,06/09/2021,11.9819,-0.61,27.77
-50.5671,69.16738,06/09/2021,12.0922,-0.61,27.83
-50.5671,69.16738,06/09/2021,12.2026,-0.6,27.86
-50.5671,69.16738,06/09/2021,12.313,-0.59,27.87
-50.5671,69.16738,06/09/2021,12.4234,-0.59,27.89
-50.5671,69.16738,06/09/2021,12.5337,-0.59,27.95
-50.5671,69.16738,06/09/2021,12.6441,-0.59,27.97
-50.5671,69.16738,06/09/2021,12.7545,-0.58,28.0
-50.5671,69.16738,06/09/2021,12.8648,-0.58,28.08
-50.5671,69.16738,06/09/2021,12.9752,-0.58,28.1
-50.5671,69.16738,06/09/2021,13.0856,-0.58,28.12
-50.5671,69.16738,06/09/2021,13.1959,-0.58,28.16
-50.5671,69.16738,06/09/2021,13.3063,-0.58,28.2
-50.5671,69.16738,06/09/2021,13.4166,-0.58,28.22
-50.5671,69.16738,06/09/2021,13.527,-0.58,28.24
-50.5671,69.16738,06/09/2021,13.6374,,
-50.5671,69.16738,06/09/2021,13.7477,,
-50.5671,69.16738,06/09/2021,13.8581,,
-50.5671,69.16738,06/09/2021,13.9684,,
-50.5671,69.16738,06/09/2021,14.0788,,
-50.5671,69.16738,06/09/2021,14.1892,,
-50.5671,69.16738,06/09/2021,14.2995,,
-50.5671,69.16738,06/09/2021,14.4099,,
-50.5671,69.16738,06/09/2021,14.5202,,
-50.5671,69.16738,06/09/2021,14.6306,,
-50.5671,69.16738,06/09/2021,14.7409,-0.55,28.7
-50.5671,69.16738,06/09/2021,14.8513,-0.55,28.72
-50.5671,69.16738,06/09/2021,14.9616,-0.55,28.72
-50.5671,69.16738,06/09/2021,15.072,-0.55,28.74
-50.5671,69.16738,06/09/2021,15.1823,-0.55,28.84
-50.5671,69.16738,06/09/2021,15.2927,-0.55,28.9
-50.5671,69.16738,06/09/2021,15.403,-0.55,28.94
-50.5671,69.16738,06/09/2021,15.5134,-0.54,28.95
-50.5671,69.16738,06/09/2021,15.6237,-0.54,28.97
-50.5671,69.16738,06/09/2021,15.7341,,
-50.5671,69.16738,06/09/2021,15.8444,,
-50.5671,69.16738,06/09/2021,15.9548,,
-50.5671,69.16738,06/09/2021,16.0651,,
-50.5671,69.16738,06/09/2021,16.1755,,
-50.5671,69.16738,06/09/2021,16.2858,,
-50.5671,69.16738,06/09/2021,16.3961,,
-50.5671,69.16738,06/09/2021,16.5065,,
-50.5671,69.16738,06/09/2021,16.6168,,
-50.5671,69.16738,06/09/2021,16.7272,,
-50.5671,69.16738,06/09/2021,16.8375,,
-50.5671,69.16738,06/09/2021,16.9478,-0.54,29.2
-50.5671,69.16738,06/09/2021,17.0582,-0.54,29.26
-50.5671,69.16738,06/09/2021,17.1685,-0.53,29.31
-50.5671,69.16738,06/09/2021,17.2788,-0.53,29.33
-50.5671,69.16738,06/09/2021,17.3892,-0.52,29.36
-50.5671,69.16738,06/09/2021,17.4995,-0.51,29.37
-50.5671,69.16738,06/09/2021,17.6098,-0.51,29.41
-50.5671,69.16738,06/09/2021,17.7202,,
-50.5671,69.16738,06/09/2021,17.8305,,
-50.5671,69.16738,06/09/2021,17.9408,,
-50.5671,69.16738,06/09/2021,18.0512,,
-50.5671,69.16738,06/09/2021,18.1615,,
-50.5671,69.16738,06/09/2021,18.2718,,
-50.5671,69.16738,06/09/2021,18.3822,,
-50.5671,69.16738,06/09/2021,18.4925,,
-50.5671,69.16738,06/09/2021,18.6028,,
-50.5671,69.16738,06/09/2021,18.7131,,
-50.5671,69.16738,06/09/2021,18.8235,,
-50.5671,69.16738,06/09/2021,18.9338,-0.53,29.61
-50.5671,69.16738,06/09/2021,19.0441,-0.53,29.61
-50.5671,69.16738,06/09/2021,19.1544,-0.53,29.63
-50.5671,69.16738,06/09/2021,19.2648,-0.53,29.65
-50.5671,69.16738,06/09/2021,19.3751,-0.53,29.65
-50.5671,69.16738,06/09/2021,19.4854,-0.53,29.71
-50.5671,69.16738,06/09/2021,19.5957,-0.54,29.74
-50.5671,69.16738,06/09/2021,19.706,-0.54,29.76
-50.5671,69.16738,06/09/2021,19.8163,-0.54,29.76
-50.5671,69.16738,06/09/2021,19.9267,-0.53,29.77
-50.5671,69.16738,06/09/2021,20.037,-0.53,29.79
-50.5671,69.16738,06/09/2021,20.1473,-0.54,29.8
-50.5671,69.16738,06/09/2021,20.2576,-0.54,29.82
-50.5671,69.16738,06/09/2021,20.3679,-0.54,29.85
-50.5671,69.16738,06/09/2021,20.4782,-0.53,29.86
-50.5671,69.16738,06/09/2021,20.5886,-0.53,29.88
-50.5671,69.16738,06/09/2021,20.6989,-0.53,29.9
-50.5671,69.16738,06/09/2021,20.8092,-0.52,29.93
-50.5671,69.16738,06/09/2021,20.9195,-0.52,29.97
-50.5671,69.16738,06/09/2021,21.0298,-0.51,29.98
-50.5671,69.16738,06/09/2021,21.1401,-0.5,30.07
-50.5671,69.16738,06/09/2021,21.2504,-0.47,30.14
-50.5671,69.16738,06/09/2021,21.3607,-0.45,30.15
-50.5671,69.16738,06/09/2021,21.471,-0.44,30.14
-50.5671,69.16738,06/09/2021,21.5813,-0.43,30.15
-50.5671,69.16738,06/09/2021,21.6916,-0.42,30.13
-50.5671,69.16738,06/09/2021,21.8019,-0.42,30.15
-50.5671,69.16738,06/09/2021,21.9122,,
-50.5671,69.16738,06/09/2021,22.0225,,
-50.5671,69.16738,06/09/2021,22.1329,,
-50.5671,69.16738,06/09/2021,22.2432,,
-50.5671,69.16738,06/09/2021,22.3535,,
-50.5671,69.16738,06/09/2021,22.4638,,
-50.5671,69.16738,06/09/2021,22.5741,,
-50.5671,69.16738,06/09/2021,22.6844,,
-50.5671,69.16738,06/09/2021,22.7946,-0.4,30.37
-50.5671,69.16738,06/09/2021,22.9049,-0.41,30.34
-50.5671,69.16738,06/09/2021,23.0152,-0.41,30.34
-50.5671,69.16738,06/09/2021,23.1255,-0.43,30.34
-50.5671,69.16738,06/09/2021,23.2358,-0.45,30.36
-50.5671,69.16738,06/09/2021,23.3461,-0.48,30.39
-50.5671,69.16738,06/09/2021,23.4564,-0.49,30.4
-50.5671,69.16738,06/09/2021,23.5667,-0.5,30.45
-50.5671,69.16738,06/09/2021,23.677,-0.5,30.47
-50.5671,69.16738,06/09/2021,23.7873,-0.5,30.47
-50.5671,69.16738,06/09/2021,23.8976,-0.49,30.49
-50.5671,69.16738,06/09/2021,24.0079,-0.49,30.51
-50.5671,69.16738,06/09/2021,24.1182,-0.48,30.5
-50.5671,69.16738,06/09/2021,24.2284,-0.48,30.52
-50.5671,69.16738,06/09/2021,24.3387,-0.48,30.54
-50.5671,69.16738,06/09/2021,24.449,-0.47,30.53
-50.5671,69.16738,06/09/2021,24.5593,-0.48,30.54
-50.5671,69.16738,06/09/2021,24.6696,-0.47,30.55
-50.5671,69.16738,06/09/2021,24.7799,-0.47,30.57
-50.5671,69.16738,06/09/2021,24.8902,-0.45,30.58
-50.5671,69.16738,06/09/2021,25.0004,-0.44,30.59
-50.5671,69.16738,06/09/2021,25.1107,-0.44,30.61
-50.5671,69.16738,06/09/2021,25.221,-0.43,30.62
-50.5671,69.16738,06/09/2021,25.3313,-0.43,30.66
-50.5671,69.16738,06/09/2021,25.4416,-0.42,30.67
-50.5671,69.16738,06/09/2021,25.5518,-0.41,30.66
-50.5671,69.16738,06/09/2021,25.6621,-0.41,30.68
-50.5671,69.16738,06/09/2021,25.7724,,
-50.5671,69.16738,06/09/2021,25.8827,,
-50.5671,69.16738,06/09/2021,25.9929,,
-50.5671,69.16738,06/09/2021,26.1032,,
-50.5671,69.16738,06/09/2021,26.2135,,
-50.5671,69.16738,06/09/2021,26.3238,,
-50.5671,69.16738,06/09/2021,26.434,,
-50.5671,69.16738,06/09/2021,26.5443,,
-50.5671,69.16738,06/09/2021,26.6546,,
-50.5671,69.16738,06/09/2021,26.7648,,
-50.5671,69.16738,06/09/2021,26.8751,,
-50.5671,69.16738,06/09/2021,26.9854,,
-50.5671,69.16738,06/09/2021,27.0957,,
-50.5671,69.16738,06/09/2021,27.2059,-0.33,30.79
-50.5671,69.16738,06/09/2021,27.3162,-0.33,30.79
-50.5671,69.16738,06/09/2021,27.4265,-0.32,30.8
-50.5671,69.16738,06/09/2021,27.5367,-0.33,30.83
-50.5671,69.16738,06/09/2021,27.647,-0.32,30.86
-50.5671,69.16738,06/09/2021,27.7572,-0.31,30.89
-50.5671,69.16738,06/09/2021,27.8675,-0.29,30.89
-50.5671,69.16738,06/09/2021,27.9778,-0.27,30.93
-50.5671,69.16738,06/09/2021,28.088,-0.26,30.96
-50.5671,69.16738,06/09/2021,28.1983,-0.24,31.0
-50.5671,69.16738,06/09/2021,28.3085,-0.23,30.99
-50.5671,69.16738,06/09/2021,28.4188,-0.23,30.99
-50.5671,69.16738,06/09/2021,28.5291,-0.23,31.01
-50.5671,69.16738,06/09/2021,28.6393,-0.23,31.05
-50.5671,69.16738,06/09/2021,28.7496,-0.22,31.04
-50.5671,69.16738,06/09/2021,28.8598,-0.22,31.04
-50.5671,69.16738,06/09/2021,28.9701,-0.23,31.09
-50.5671,69.16738,06/09/2021,29.0803,-0.22,31.07
-50.5671,69.16738,06/09/2021,29.1906,-0.23,31.09
-50.5671,69.16738,06/09/2021,29.3008,-0.23,31.11
-50.5671,69.16738,06/09/2021,29.4111,-0.23,31.14
-50.5671,69.16738,06/09/2021,29.5214,-0.22,31.15
-50.5671,69.16738,06/09/2021,29.6316,-0.22,31.17
-50.5671,69.16738,06/09/2021,29.7419,-0.21,31.2
-50.5671,69.16738,06/09/2021,29.8521,,
-50.5671,69.16738,06/09/2021,29.9623,,
-50.5671,69.16738,06/09/2021,30.0726,,
-50.5671,69.16738,06/09/2021,30.1828,,
-50.5671,69.16738,06/09/2021,30.2931,,
-50.5671,69.16738,06/09/2021,30.4033,,
-50.5671,69.16738,06/09/2021,30.5136,,
-50.5671,69.16738,06/09/2021,30.6238,,
-50.5671,69.16738,06/09/2021,30.7341,,
-50.5671,69.16738,06/09/2021,30.8443,,
-50.5671,69.16738,06/09/2021,30.9545,-0.21,31.36
-50.5671,69.16738,06/09/2021,31.0648,-0.22,31.35
-50.5671,69.16738,06/09/2021,31.175,-0.23,31.34
-50.5671,69.16738,06/09/2021,31.2853,-0.24,31.35
-50.5671,69.16738,06/09/2021,31.3955,-0.25,31.36
-50.5671,69.16738,06/09/2021,31.5057,-0.24,31.39
-50.5671,69.16738,06/09/2021,31.616,-0.24,31.39
-50.5671,69.16738,06/09/2021,31.7262,-0.23,31.42
-50.5671,69.16738,06/09/2021,31.8364,-0.21,31.4
-50.5671,69.16738,06/09/2021,31.9467,-0.21,31.42
-50.5671,69.16738,06/09/2021,32.0569,-0.2,31.43
-50.5671,69.16738,06/09/2021,32.1671,-0.2,31.45
-50.5671,69.16738,06/09/2021,32.2774,-0.19,31.48
-50.5671,69.16738,06/09/2021,32.3876,-0.17,31.47
-50.5671,69.16738,06/09/2021,32.4978,-0.16,31.48
-50.5671,69.16738,06/09/2021,32.6081,-0.16,31.48
-50.5671,69.16738,06/09/2021,32.7183,-0.16,31.48
-50.5671,69.16738,06/09/2021,32.8285,-0.16,31.48
-50.5671,69.16738,06/09/2021,32.9388,-0.16,31.48
-50.5671,69.16738,06/09/2021,33.049,-0.16,31.48
-50.5671,69.16738,06/09/2021,33.1592,-0.17,31.49
-50.5671,69.16738,06/09/2021,33.2694,-0.17,31.51
-50.5671,69.16738,06/09/2021,33.3797,-0.18,31.52
-50.5671,69.16738,06/09/2021,33.4899,-0.18,31.54
-50.5671,69.16738,06/09/2021,33.6001,-0.19,31.55
-50.5671,69.16738,06/09/2021,33.7103,-0.2,31.54
-50.5671,69.16738,06/09/2021,33.8205,,
-50.5671,69.16738,06/09/2021,33.9308,,
-50.5671,69.16738,06/09/2021,34.041,,
-50.5671,69.16738,06/09/2021,34.1512,,
-50.5671,69.16738,06/09/2021,34.2614,,
-50.5671,69.16738,06/09/2021,34.3716,,
-50.5671,69.16738,06/09/2021,34.4819,,
-50.5671,69.16738,06/09/2021,34.5921,,
-50.5671,69.16738,06/09/2021,34.7023,,
-50.5671,69.16738,06/09/2021,34.8125,,
-50.5671,69.16738,06/09/2021,34.9227,-0.17,31.79
-50.5671,69.16738,06/09/2021,35.0329,-0.15,31.77
-50.5671,69.16738,06/09/2021,35.1431,-0.13,31.74
-50.5671,69.16738,06/09/2021,35.2534,-0.13,31.74
-50.5671,69.16738,06/09/2021,35.3636,-0.13,31.74
-50.5671,69.16738,06/09/2021,35.4738,-0.13,31.74
-50.5671,69.16738,06/09/2021,35.584,-0.13,31.74
-50.5671,69.16738,06/09/2021,35.6942,-0.13,31.74
-50.5671,69.16738,06/09/2021,35.8044,-0.13,31.74
-50.5671,69.16738,06/09/2021,35.9146,-0.1,31.74
-50.5671,69.16738,06/09/2021,36.0248,-0.09,31.77
-50.5671,69.16738,06/09/2021,36.135,-0.08,31.76
-50.5671,69.16738,06/09/2021,36.2452,-0.06,31.76
-50.5671,69.16738,06/09/2021,36.3554,-0.06,31.76
-50.5671,69.16738,06/09/2021,36.4656,-0.05,31.74
-50.5671,69.16738,06/09/2021,36.5758,-0.05,31.74
-50.5671,69.16738,06/09/2021,36.686,-0.06,31.76
-50.5671,69.16738,06/09/2021,36.7962,-0.05,31.74
-50.5671,69.16738,06/09/2021,36.9064,-0.05,31.76
-50.5671,69.16738,06/09/2021,37.0166,-0.04,31.75
-50.5671,69.16738,06/09/2021,37.1268,-0.04,31.77
-50.5671,69.16738,06/09/2021,37.237,-0.05,31.78
-50.5671,69.16738,06/09/2021,37.3472,-0.08,31.78
-50.5671,69.16738,06/09/2021,37.4574,-0.1,31.8
-50.5671,69.16738,06/09/2021,37.5676,-0.1,31.78
-50.5671,69.16738,06/09/2021,37.6778,-0.13,31.8
-50.5671,69.16738,06/09/2021,37.788,-0.14,31.79
-50.5671,69.16738,06/09/2021,37.8982,,
-50.5671,69.16738,06/09/2021,38.0084,,
-50.5671,69.16738,06/09/2021,38.1186,,
-50.5671,69.16738,06/09/2021,38.2288,,
-50.5671,69.16738,06/09/2021,38.339,,
-50.5671,69.16738,06/09/2021,38.4492,,
-50.5671,69.16738,06/09/2021,38.5593,,
-50.5671,69.16738,06/09/2021,38.6695,,
-50.5671,69.16738,06/09/2021,38.7797,,
-50.5671,69.16738,06/09/2021,38.8899,,
-50.5671,69.16738,06/09/2021,39.0001,,
-50.5671,69.16738,06/09/2021,39.1103,-0.18,31.92
-50.5671,69.16738,06/09/2021,39.2205,-0.13,31.92
-50.5671,69.16738,06/09/2021,39.3306,-0.08,31.93
-50.5671,69.16738,06/09/2021,39.4408,-0.05,31.92
-50.5671,69.16738,06/09/2021,39.551,-0.04,31.91
-50.5671,69.16738,06/09/2021,39.6612,-0.03,31.92
-50.5671,69.16738,06/09/2021,39.7714,-0.02,31.95
-50.5671,69.16738,06/09/2021,39.8815,-0.01,31.96
-50.5671,69.16738,06/09/2021,39.9917,-0.01,31.96
-50.5671,69.16738,06/09/2021,40.1019,0.0,31.94
-50.5671,69.16738,06/09/2021,40.2121,0.0,31.96
-50.5671,69.16738,06/09/2021,40.3223,0.0,31.96
-50.5671,69.16738,06/09/2021,40.4324,0.01,31.95
-50.5671,69.16738,06/09/2021,40.5426,0.01,31.95
-50.5671,69.16738,06/09/2021,40.6528,0.0,31.96
-50.5671,69.16738,06/09/2021,40.763,0.0,31.96
-50.5671,69.16738,06/09/2021,40.8731,0.0,31.96
-50.5671,69.16738,06/09/2021,40.9833,0.0,31.96
-50.5671,69.16738,06/09/2021,41.0935,0.0,31.96
-50.5671,69.16738,06/09/2021,41.2036,0.0,31.96
-50.5671,69.16738,06/09/2021,41.3138,0.0,31.96
-50.5671,69.16738,06/09/2021,41.424,0.0,31.96
-50.5671,69.16738,06/09/2021,41.5341,0.0,31.96
-50.5671,69.16738,06/09/2021,41.6443,0.0,31.96
-50.5671,69.16738,06/09/2021,41.7545,-0.01,31.97
-50.5671,69.16738,06/09/2021,41.8646,0.0,31.96
-50.5671,69.16738,06/09/2021,41.9748,,
-50.5671,69.16738,06/09/2021,42.085,,
-50.5671,69.16738,06/09/2021,42.1951,,
-50.5671,69.16738,06/09/2021,42.3053,,
-50.5671,69.16738,06/09/2021,42.4155,,
-50.5671,69.16738,06/09/2021,42.5256,,
-50.5671,69.16738,06/09/2021,42.6358,,
-50.5671,69.16738,06/09/2021,42.7459,,
-50.5671,69.16738,06/09/2021,42.8561,,
-50.5671,69.16738,06/09/2021,42.9663,0.11,32.09
-50.5671,69.16738,06/09/2021,43.0764,0.12,32.08
-50.5671,69.16738,06/09/2021,43.1866,0.13,32.09
-50.5671,69.16738,06/09/2021,43.2967,0.12,32.12
-50.5671,69.16738,06/09/2021,43.4069,0.13,32.1
-50.5671,69.16738,06/09/2021,43.517,0.12,32.14
-50.5671,69.16738,06/09/2021,43.6272,0.13,32.12
-50.5671,69.16738,06/09/2021,43.7373,0.13,32.12
-50.5671,69.16738,06/09/2021,43.8475,0.12,32.14
-50.5671,69.16738,06/09/2021,43.9576,0.13,32.12
-50.5671,69.16738,06/09/2021,44.0678,0.13,32.14
-50.5671,69.16738,06/09/2021,44.1779,0.13,32.14
-50.5671,69.16738,06/09/2021,44.2881,0.13,32.14
-50.5671,69.16738,06/09/2021,44.3982,0.14,32.15
-50.5671,69.16738,06/09/2021,44.5084,0.14,32.17
-50.5671,69.16738,06/09/2021,44.6185,0.15,32.16
-50.5671,69.16738,06/09/2021,44.7287,0.16,32.15
-50.5671,69.16738,06/09/2021,44.8388,0.16,32.17
-50.5671,69.16738,06/09/2021,44.949,0.16,32.19
-50.5671,69.16738,06/09/2021,45.0591,0.17,32.18
-50.5671,69.16738,06/09/2021,45.1693,0.17,32.2
-50.5671,69.16738,06/09/2021,45.2794,0.18,32.19
-50.5671,69.16738,06/09/2021,45.3895,0.18,32.19
-50.5671,69.16738,06/09/2021,45.4997,0.18,32.21
-50.5671,69.16738,06/09/2021,45.6098,0.19,32.19
-50.5671,69.16738,06/09/2021,45.72,0.19,32.21
-50.5671,69.16738,06/09/2021,45.8301,,
-50.5671,69.16738,06/09/2021,45.9402,,
-50.5671,69.16738,06/09/2021,46.0504,,
-50.5671,69.16738,06/09/2021,46.1605,,
-50.5671,69.16738,06/09/2021,46.2706,,
-50.5671,69.16738,06/09/2021,46.3808,,
-50.5671,69.16738,06/09/2021,46.4909,,
-50.5671,69.16738,06/09/2021,46.601,,
-50.5671,69.16738,06/09/2021,46.7112,,
-50.5671,69.16738,06/09/2021,46.8213,,
-50.5671,69.16738,06/09/2021,46.9314,0.21,32.23
-50.5671,69.16738,06/09/2021,47.0416,0.21,32.21
-50.5671,69.16738,06/09/2021,47.1517,0.2,32.22
-50.5671,69.16738,06/09/2021,47.2618,0.2,32.22
-50.5671,69.16738,06/09/2021,47.372,0.19,32.23
-50.5671,69.16738,06/09/2021,47.4821,0.2,32.22
-50.5671,69.16738,06/09/2021,47.5922,0.2,32.22
-50.5671,69.16738,06/09/2021,47.7023,0.19,32.23
-50.5671,69.16738,06/09/2021,47.8125,0.19,32.23
-50.5671,69.16738,06/09/2021,47.9226,0.18,32.24
-50.5671,69.16738,06/09/2021,48.0327,0.18,32.22
-50.5671,69.16738,06/09/2021,48.1428,0.18,32.24
-50.5671,69.16738,06/09/2021,48.253,0.18,32.24
-50.5671,69.16738,06/09/2021,48.3631,0.21,32.29
-50.5671,69.16738,06/09/2021,48.4732,0.23,32.32
-50.5671,69.16738,06/09/2021,48.5833,0.26,32.32
-50.5671,69.16738,06/09/2021,48.6934,0.28,32.3
-50.5671,69.16738,06/09/2021,48.8035,0.27,32.29
-50.5671,69.16738,06/09/2021,48.9137,0.27,32.29
-50.5671,69.16738,06/09/2021,49.0238,0.28,32.32
-50.5671,69.16738,06/09/2021,49.1339,0.28,32.32
-50.5671,69.16738,06/09/2021,49.244,0.28,32.3
-50.5671,69.16738,06/09/2021,49.3541,0.27,32.31
-50.5671,69.16738,06/09/2021,49.4642,0.28,32.34
-50.5671,69.16738,06/09/2021,49.5744,0.27,32.33
-50.5671,69.16738,06/09/2021,49.6845,0.27,32.31
-50.5671,69.16738,06/09/2021,49.7946,0.27,32.33
-50.5671,69.16738,06/09/2021,49.9047,,
-50.5671,69.16738,06/09/2021,50.0148,,
-50.5671,69.16738,06/09/2021,50.1249,,
-50.5671,69.16738,06/09/2021,50.235,,
-50.5671,69.16738,06/09/2021,50.3451,,
-50.5671,69.16738,06/09/2021,50.4552,,
-50.5671,69.16738,06/09/2021,50.5653,,
-50.5671,69.16738,06/09/2021,50.6754,,
-50.5671,69.16738,06/09/2021,50.7855,,
-50.5671,69.16738,06/09/2021,50.8956,,
-50.5671,69.16738,06/09/2021,51.0057,0.32,32.37
-50.5671,69.16738,06/09/2021,51.1158,0.33,32.38
-50.5671,69.16738,06/09/2021,51.2259,0.32,32.37
-50.5671,69.16738,06/09/2021,51.336,0.31,32.36
-50.5671,69.16738,06/09/2021,51.4461,0.31,32.34
-50.5671,69.16738,06/09/2021,51.5562,0.31,32.36
-50.5671,69.16738,06/09/2021,51.6663,0.34,32.45
-50.5671,69.16738,06/09/2021,51.7764,0.32,32.33
-50.5671,69.16738,06/09/2021,51.8865,0.31,32.32
-50.5671,69.16738,06/09/2021,51.9966,0.32,32.33
-50.5671,69.16738,06/09/2021,52.1067,0.38,32.52
-50.5671,69.16738,06/09/2021,52.2168,0.44,32.47
-50.5671,69.16738,06/09/2021,52.3269,0.48,32.48
-50.5671,69.16738,06/09/2021,52.437,0.51,32.46
-50.5671,69.16738,06/09/2021,52.5471,0.53,32.44
-50.5671,69.16738,06/09/2021,52.6572,0.54,32.47
